sales_order_item_id,sales_order_id,product_id
SOI0000822,SO000410,PROD024
SOI0000823,SO000410,PROD013
SOI0000824,SO000410,PROD012
SOI0000825,SO000411,PROD023
SOI0000826,SO000411,PROD022
SOI0000827,SO000411,PROD047
SOI0000828,SO000412,PROD047
SOI0000829,SO000412,PROD003
SOI0000830,SO000413,PROD048
SOI0000831,SO000413,PROD039
SOI0000832,SO000413,PROD022
SOI0000833,SO000414,PROD043
SOI0000834,SO000414,PROD047
SOI0000835,SO000414,PROD008
SOI0000836,SO000415,PROD045
SOI0000837,SO000415,PROD042
SOI0000838,SO000416,PROD021
SOI0000839,SO000416,PROD002
SOI0000840,SO000416,PROD043
SOI0000841,SO000417,PROD028
SOI0000842,SO000417,PROD030
SOI0000843,SO000418,PROD012
SOI0000844,SO000418,PROD016
SOI0000845,SO000419,PROD010
SOI0000846,SO000419,PROD008
SOI0000847,SO000420,PROD043
SOI0000848,SO000421,PROD026
SOI0000849,SO000421,PROD002
SOI0000850,SO000421,PROD046
SOI0000851,SO000422,PROD011
SOI0000852,SO000422,PROD020
SOI0000853,SO000423,PROD007
SOI0000854,SO000424,PROD045
SOI0000855,SO000424,PROD006
SOI0000856,SO000424,PROD020
SOI0000857,SO000425,PROD016
SOI0000858,SO000425,PROD004
SOI0000859,SO000426,PROD027
SOI0000860,SO000426,PROD032
SOI0000861,SO000427,PROD015
SOI0000862,SO000427,PROD024
SOI0000863,SO000427,PROD031
SOI0000864,SO000428,PROD025
SOI0000865,SO000429,PROD048
SOI0000866,SO000430,PROD045
SOI0000867,SO000431,PROD015
SOI0000868,SO000431,PROD043
SOI0000869,SO000431,PROD048
SOI0000870,SO000432,PROD041
SOI0000871,SO000432,PROD026
SOI0000872,SO000433,PROD029
SOI0000873,SO000434,PROD014
SOI0000874,SO000434,PROD027
SOI0000875,SO000434,PROD041
SOI0000876,SO000435,PROD004
SOI0000877,SO000435,PROD010
SOI0000878,SO000436,PROD042
SOI0000879,SO000436,PROD003
SOI0000880,SO000437,PROD002
SOI0000881,SO000438,PROD003
SOI0000882,SO000439,PROD025
SOI0000883,SO000440,PROD020
SOI0000884,SO000440,PROD022
SOI0000885,SO000441,PROD037
SOI0000886,SO000441,PROD001
SOI0000887,SO000442,PROD041
SOI0000888,SO000442,PROD043
SOI0000889,SO000442,PROD010
SOI0000890,SO000443,PROD014
SOI0000891,SO000443,PROD008
SOI0000892,SO000443,PROD020
SOI0000893,SO000444,PROD019
SOI0000894,SO000445,PROD039
SOI0000895,SO000445,PROD028
SOI0000896,SO000446,PROD020
SOI0000897,SO000446,PROD048
SOI0000898,SO000446,PROD018
SOI0000899,SO000447,PROD030
SOI0000900,SO000447,PROD029
SOI0000901,SO000447,PROD022
SOI0000902,SO000448,PROD039
SOI0000903,SO000448,PROD016
SOI0000904,SO000449,PROD024
SOI0000905,SO000449,PROD028
SOI0000906,SO000449,PROD006
SOI0000907,SO000450,PROD006
SOI0000908,SO000451,PROD028
SOI0000909,SO000451,PROD018
SOI0000910,SO000451,PROD038
SOI0000911,SO000452,PROD018
SOI0000912,SO000453,PROD001
SOI0000913,SO000453,PROD045
SOI0000914,SO000454,PROD005
SOI0000915,SO000454,PROD021
SOI0000916,SO000454,PROD048
SOI0000917,SO000455,PROD040
SOI0000918,SO000455,PROD009
SOI0000919,SO000456,PROD047
SOI0000920,SO000456,PROD018
SOI0000921,SO000456,PROD039
SOI0000922,SO000457,PROD011
SOI0000923,SO000458,PROD046
SOI0000924,SO000458,PROD026
SOI0000925,SO000458,PROD036
SOI0000926,SO000459,PROD036
SOI0000927,SO000459,PROD040
SOI0000928,SO000460,PROD027
SOI0000929,SO000461,PROD038
SOI0000930,SO000462,PROD010
SOI0000931,SO000463,PROD018
SOI0000932,SO000463,PROD028
SOI0000933,SO000464,PROD026
SOI0000934,SO000464,PROD041
SOI0000935,SO000465,PROD001
SOI0000936,SO000465,PROD013
SOI0000937,SO000465,PROD009
SOI0000938,SO000466,PROD001
SOI0000939,SO000467,PROD041
SOI0000940,SO000467,PROD018
SOI0000941,SO000468,PROD020
SOI0000942,SO000468,PROD021
SOI0000943,SO000468,PROD028
SOI0000944,SO000469,PROD042
SOI0000945,SO000469,PROD046
SOI0000946,SO000470,PROD008
SOI0000947,SO000470,PROD013
SOI0000948,SO000470,PROD012
SOI0000949,SO000471,PROD006
SOI0000950,SO000471,PROD034
SOI0000951,SO000472,PROD030
SOI0000952,SO000472,PROD040
SOI0000953,SO000472,PROD048
SOI0000954,SO000473,PROD022
SOI0000955,SO000474,PROD022
SOI0000956,SO000474,PROD011
SOI0000957,SO000474,PROD044
SOI0000958,SO000475,PROD022
SOI0000959,SO000476,PROD011
SOI0000960,SO000477,PROD031
SOI0000961,SO000477,PROD006
SOI0000962,SO000477,PROD001
SOI0000963,SO000478,PROD004
SOI0000964,SO000478,PROD023
SOI0000965,SO000479,PROD034
SOI0000966,SO000479,PROD041
SOI0000967,SO000480,PROD009
SOI0000968,SO000480,PROD028
SOI0000969,SO000481,PROD006
SOI0000970,SO000481,PROD041
SOI0000971,SO000482,PROD032
SOI0000972,SO000482,PROD006
SOI0000973,SO000483,PROD027
SOI0000974,SO000484,PROD030
SOI0000975,SO000484,PROD022
SOI0000976,SO000485,PROD007
SOI0000977,SO000485,PROD004
SOI0000978,SO000486,PROD017
SOI0000979,SO000486,PROD045
SOI0000980,SO000487,PROD020
SOI0000981,SO000487,PROD001
SOI0000982,SO000487,PROD042
SOI0000983,SO000488,PROD009
SOI0000984,SO000488,PROD035
SOI0000985,SO000488,PROD033
SOI0000986,SO000489,PROD033
SOI0000987,SO000489,PROD032
SOI0000988,SO000489,PROD035
SOI0000989,SO000490,PROD023
SOI0000990,SO000490,PROD020
SOI0000991,SO000490,PROD006
SOI0000992,SO000491,PROD043
SOI0000993,SO000491,PROD039
SOI0000994,SO000492,PROD029
SOI0000995,SO000493,PROD028
SOI0000996,SO000493,PROD033
SOI0000997,SO000493,PROD024
SOI0000998,SO000494,PROD022
SOI0000999,SO000494,PROD039
SOI0001000,SO000494,PROD007
SOI0001001,SO000495,PROD002
SOI0001002,SO000496,PROD042
SOI0001003,SO000496,PROD029
SOI0001004,SO000497,PROD017
SOI0001005,SO000498,PROD001
SOI0001006,SO000498,PROD011
SOI0001007,SO000498,PROD042
SOI0001008,SO000499,PROD023
SOI0001009,SO000499,PROD008
SOI0001010,SO000499,PROD013
SOI0001011,SO000500,PROD004
SOI0001012,SO000500,PROD024
SOI0001013,SO000500,PROD026
SOI0001014,SO000501,PROD011
SOI0001015,SO000501,PROD025
SOI0001016,SO000502,PROD042
SOI0001017,SO000502,PROD001
SOI0001018,SO000502,PROD004
SOI0001019,SO000503,PROD040
SOI0001020,SO000503,PROD034
SOI0001021,SO000504,PROD002
SOI0001022,SO000505,PROD023
SOI0001023,SO000506,PROD020
SOI0001024,SO000506,PROD039
SOI0001025,SO000506,PROD038
SOI0001026,SO000507,PROD040
SOI0001027,SO000507,PROD021
SOI0001028,SO000507,PROD041
SOI0001029,SO000508,PROD009
SOI0001030,SO000508,PROD030
SOI0001031,SO000509,PROD024
SOI0001032,SO000509,PROD005
SOI0001033,SO000510,PROD021
SOI0001034,SO000511,PROD031
SOI0001035,SO000511,PROD021
SOI0001036,SO000511,PROD023
SOI0001037,SO000512,PROD031
SOI0001038,SO000512,PROD043
SOI0001039,SO000513,PROD011
SOI0001040,SO000513,PROD039
SOI0001041,SO000514,PROD028
SOI0001042,SO000514,PROD014
SOI0001043,SO000514,PROD048
SOI0001044,SO000515,PROD008
SOI0001045,SO000515,PROD010
SOI0001046,SO000515,PROD039
SOI0001047,SO000516,PROD020
SOI0001048,SO000516,PROD019
SOI0001049,SO000517,PROD014
SOI0001050,SO000517,PROD003
SOI0001051,SO000517,PROD007
SOI0001052,SO000518,PROD008
SOI0001053,SO000519,PROD048
SOI0001054,SO000519,PROD026
SOI0001055,SO000519,PROD029
SOI0001056,SO000520,PROD034
SOI0001057,SO000520,PROD016
SOI0001058,SO000521,PROD040
SOI0001059,SO000521,PROD021
SOI0001060,SO000522,PROD018
SOI0001061,SO000522,PROD009
SOI0001062,SO000523,PROD016
SOI0001063,SO000523,PROD036
SOI0001064,SO000523,PROD022
SOI0001065,SO000524,PROD007
SOI0001066,SO000524,PROD017
SOI0001067,SO000525,PROD026
SOI0001068,SO000526,PROD044
SOI0001069,SO000527,PROD037
SOI0001070,SO000527,PROD031
SOI0001071,SO000527,PROD040
SOI0001072,SO000528,PROD013
SOI0001073,SO000528,PROD020
SOI0001074,SO000528,PROD032
SOI0001075,SO000529,PROD016
SOI0001076,SO000530,PROD032
SOI0001077,SO000530,PROD045
SOI0001078,SO000530,PROD004
SOI0001079,SO000531,PROD011
SOI0001080,SO000531,PROD004
SOI0001081,SO000531,PROD017
SOI0001082,SO000532,PROD038
SOI0001083,SO000533,PROD036
SOI0001084,SO000533,PROD042
SOI0001085,SO000534,PROD008
SOI0001086,SO000534,PROD027
SOI0001087,SO000535,PROD021
SOI0001088,SO000535,PROD027
SOI0001089,SO000535,PROD016
SOI0001090,SO000536,PROD046
SOI0001091,SO000537,PROD036
SOI0001092,SO000537,PROD021
SOI0001093,SO000537,PROD010
SOI0001094,SO000538,PROD035
SOI0001095,SO000538,PROD012
SOI0001096,SO000539,PROD011
SOI0001097,SO000540,PROD036
SOI0001098,SO000541,PROD003
SOI0001099,SO000542,PROD035
SOI0001100,SO000542,PROD042
SOI0001101,SO000543,PROD038
SOI0001102,SO000543,PROD036
SOI0001103,SO000544,PROD020
SOI0001104,SO000544,PROD021
SOI0001105,SO000545,PROD009
SOI0001106,SO000546,PROD043
SOI0001107,SO000546,PROD039
SOI0001108,SO000546,PROD011
SOI0001109,SO000547,PROD018
SOI0001110,SO000547,PROD002
SOI0001111,SO000548,PROD004
SOI0001112,SO000548,PROD029
SOI0001113,SO000548,PROD044
SOI0001114,SO000549,PROD046
SOI0001115,SO000549,PROD034
SOI0001116,SO000550,PROD031
SOI0001117,SO000550,PROD036
SOI0001118,SO000551,PROD035
SOI0001119,SO000551,PROD023
SOI0001120,SO000551,PROD010
SOI0001121,SO000552,PROD044
SOI0001122,SO000553,PROD038
SOI0001123,SO000553,PROD029
SOI0001124,SO000554,PROD020
SOI0001125,SO000554,PROD033
SOI0001126,SO000555,PROD028
SOI0001127,SO000556,PROD029
SOI0001128,SO000557,PROD043
SOI0001129,SO000558,PROD014
SOI0001130,SO000558,PROD035
SOI0001131,SO000559,PROD013
SOI0001132,SO000560,PROD036
SOI0001133,SO000560,PROD020
SOI0001134,SO000561,PROD029
SOI0001135,SO000561,PROD030
SOI0001136,SO000562,PROD038
SOI0001137,SO000562,PROD020
SOI0001138,SO000563,PROD003
SOI0001139,SO000563,PROD012
SOI0001140,SO000564,PROD009
SOI0001141,SO000564,PROD006
SOI0001142,SO000565,PROD006
SOI0001143,SO000566,PROD027
SOI0001144,SO000567,PROD010
SOI0001145,SO000567,PROD008
SOI0001146,SO000567,PROD039
SOI0001147,SO000568,PROD034
SOI0001148,SO000568,PROD031
SOI0001149,SO000569,PROD031
SOI0001150,SO000569,PROD046
SOI0001151,SO000569,PROD040
SOI0001152,SO000570,PROD004
SOI0001153,SO000570,PROD024
SOI0001154,SO000571,PROD010
SOI0001155,SO000571,PROD020
SOI0001156,SO000572,PROD019
SOI0001157,SO000572,PROD048
SOI0001158,SO000573,PROD044
SOI0001159,SO000573,PROD041
SOI0001160,SO000573,PROD005
SOI0001161,SO000574,PROD039
SOI0001162,SO000575,PROD008
SOI0001163,SO000575,PROD022
SOI0001164,SO000575,PROD045
SOI0001165,SO000576,PROD019
SOI0001166,SO000577,PROD026
SOI0001167,SO000577,PROD023
SOI0001168,SO000578,PROD046
SOI0001169,SO000579,PROD015
SOI0001170,SO000579,PROD018
SOI0001171,SO000580,PROD006
SOI0001172,SO000580,PROD032
SOI0001173,SO000580,PROD015
SOI0001174,SO000581,PROD030
SOI0001175,SO000582,PROD015
SOI0001176,SO000583,PROD042
SOI0001177,SO000583,PROD011
SOI0001178,SO000584,PROD020
SOI0001179,SO000584,PROD004
SOI0001180,SO000585,PROD028
SOI0001181,SO000585,PROD042
SOI0001182,SO000586,PROD016
SOI0001183,SO000587,PROD039
SOI0001184,SO000588,PROD042
SOI0001185,SO000588,PROD012
SOI0001186,SO000589,PROD018
SOI0001187,SO000589,PROD033
SOI0001188,SO000589,PROD031
SOI0001189,SO000590,PROD040
SOI0001190,SO000591,PROD022
SOI0001191,SO000591,PROD004
SOI0001192,SO000592,PROD031
SOI0001193,SO000592,PROD012
SOI0001194,SO000592,PROD023
SOI0001195,SO000593,PROD021
SOI0001196,SO000593,PROD001
SOI0001197,SO000593,PROD029
SOI0001198,SO000594,PROD041
SOI0001199,SO000595,PROD002
SOI0001200,SO000596,PROD021
SOI0001201,SO000597,PROD030
SOI0001202,SO000597,PROD041
SOI0001203,SO000598,PROD012
SOI0001204,SO000598,PROD018
SOI0001205,SO000599,PROD037
SOI0001206,SO000600,PROD026
SOI0001207,SO000600,PROD019
SOI0001208,SO000600,PROD038
SOI0001209,SO000601,PROD021
SOI0001210,SO000601,PROD016
SOI0001211,SO000602,PROD040
SOI0001212,SO000602,PROD025
SOI0001213,SO000602,PROD044
SOI0001214,SO000603,PROD033
SOI0001215,SO000603,PROD024
SOI0001216,SO000603,PROD001
SOI0001217,SO000604,PROD024
SOI0001218,SO000604,PROD020
SOI0001219,SO000605,PROD012
SOI0001220,SO000605,PROD042
SOI0001221,SO000606,PROD042
SOI0001222,SO000606,PROD003
SOI0001223,SO000607,PROD018
SOI0001224,SO000608,PROD014
SOI0001225,SO000608,PROD044
SOI0001226,SO000608,PROD047
SOI0001227,SO000609,PROD041
SOI0001228,SO000609,PROD007
SOI0001229,SO000609,PROD013
SOI0001230,SO000610,PROD022
SOI0001231,SO000610,PROD025
SOI0001232,SO000611,PROD042
SOI0001233,SO000611,PROD011
SOI0001234,SO000611,PROD038
SOI0001235,SO000612,PROD037
SOI0001236,SO000613,PROD042
SOI0001237,SO000613,PROD038
SOI0001238,SO000613,PROD016
SOI0001239,SO000614,PROD026
SOI0001240,SO000615,PROD006
SOI0001241,SO000616,PROD029
SOI0001242,SO000616,PROD004
SOI0001243,SO000617,PROD007
SOI0001244,SO000618,PROD010
SOI0001245,SO000618,PROD030
SOI0001246,SO000618,PROD014
SOI0001247,SO000619,PROD005
SOI0001248,SO000619,PROD035
SOI0001249,SO000619,PROD021
SOI0001250,SO000620,PROD032
SOI0001251,SO000620,PROD024
SOI0001252,SO000620,PROD038
SOI0001253,SO000621,PROD032
SOI0001254,SO000622,PROD020
SOI0001255,SO000622,PROD019
SOI0001256,SO000623,PROD039
SOI0001257,SO000624,PROD047
SOI0001258,SO000625,PROD006
SOI0001259,SO000625,PROD007
SOI0001260,SO000626,PROD031
SOI0001261,SO000627,PROD048
SOI0001262,SO000627,PROD019
SOI0001263,SO000628,PROD045
SOI0001264,SO000628,PROD043
SOI0001265,SO000629,PROD017
SOI0001266,SO000630,PROD048
SOI0001267,SO000630,PROD014
SOI0001268,SO000630,PROD034
SOI0001269,SO000631,PROD022
SOI0001270,SO000632,PROD040
SOI0001271,SO000633,PROD040
SOI0001272,SO000634,PROD012
SOI0001273,SO000635,PROD022
SOI0001274,SO000636,PROD017
SOI0001275,SO000636,PROD008
SOI0001276,SO000637,PROD028
SOI0001277,SO000638,PROD007
SOI0001278,SO000638,PROD038
SOI0001279,SO000639,PROD015
SOI0001280,SO000639,PROD020
SOI0001281,SO000639,PROD031
SOI0001282,SO000640,PROD033
SOI0001283,SO000640,PROD047
SOI0001284,SO000641,PROD024
SOI0001285,SO000641,PROD017
SOI0001286,SO000641,PROD045
SOI0001287,SO000642,PROD045
SOI0001288,SO000643,PROD028
SOI0001289,SO000644,PROD043
SOI0001290,SO000644,PROD020
SOI0001291,SO000644,PROD031
SOI0001292,SO000645,PROD008
SOI0001293,SO000645,PROD029
SOI0001294,SO000645,PROD040
SOI0001295,SO000646,PROD044
SOI0001296,SO000646,PROD027
SOI0001297,SO000647,PROD036
SOI0001298,SO000648,PROD017
SOI0001299,SO000648,PROD020
SOI0001300,SO000648,PROD024
SOI0001301,SO000649,PROD010
SOI0001302,SO000649,PROD025
SOI0001303,SO000649,PROD002
SOI0001304,SO000650,PROD045
SOI0001305,SO000650,PROD025
SOI0001306,SO000650,PROD039
SOI0001307,SO000651,PROD045
SOI0001308,SO000651,PROD003
SOI0001309,SO000651,PROD015
SOI0001310,SO000652,PROD021
SOI0001311,SO000653,PROD001
SOI0001312,SO000653,PROD019
SOI0001313,SO000654,PROD028
SOI0001314,SO000654,PROD016
SOI0001315,SO000655,PROD029
SOI0001316,SO000655,PROD043
SOI0001317,SO000656,PROD030
SOI0001318,SO000656,PROD009
SOI0001319,SO000656,PROD019
SOI0001320,SO000657,PROD007
SOI0001321,SO000657,PROD017
SOI0001322,SO000657,PROD047
SOI0001323,SO000658,PROD019
SOI0001324,SO000658,PROD032
SOI0001325,SO000659,PROD011
SOI0001326,SO000660,PROD014
SOI0001327,SO000660,PROD048
SOI0001328,SO000660,PROD020
SOI0001329,SO000661,PROD037
SOI0001330,SO000661,PROD033
SOI0001331,SO000661,PROD040
SOI0001332,SO000662,PROD017
SOI0001333,SO000662,PROD019
SOI0001334,SO000662,PROD038
SOI0001335,SO000663,PROD021
SOI0001336,SO000663,PROD003
SOI0001337,SO000664,PROD043
SOI0001338,SO000665,PROD009
SOI0001339,SO000665,PROD020
SOI0001340,SO000665,PROD038
SOI0001341,SO000666,PROD040
SOI0001342,SO000666,PROD038
SOI0001343,SO000666,PROD021
SOI0001344,SO000667,PROD013
SOI0001345,SO000667,PROD025
SOI0001346,SO000667,PROD012
SOI0001347,SO000668,PROD010
SOI0001348,SO000668,PROD016
SOI0001349,SO000669,PROD042
SOI0001350,SO000669,PROD038
SOI0001351,SO000669,PROD006
SOI0001352,SO000670,PROD019
SOI0001353,SO000671,PROD012
SOI0001354,SO000672,PROD045
SOI0001355,SO000672,PROD007
SOI0001356,SO000672,PROD004
SOI0001357,SO000673,PROD039
SOI0001358,SO000674,PROD023
SOI0001359,SO000675,PROD003
SOI0001360,SO000675,PROD046
SOI0001361,SO000676,PROD036
SOI0001362,SO000676,PROD025
SOI0001363,SO000677,PROD041
SOI0001364,SO000678,PROD031
SOI0001365,SO000678,PROD043
SOI0001366,SO000679,PROD038
SOI0001367,SO000679,PROD026
SOI0001368,SO000679,PROD039
SOI0001369,SO000680,PROD005
SOI0001370,SO000680,PROD016
SOI0001371,SO000681,PROD013
SOI0001372,SO000681,PROD031
SOI0001373,SO000681,PROD014
SOI0001374,SO000682,PROD010
SOI0001375,SO000682,PROD006
SOI0001376,SO000682,PROD046
SOI0001377,SO000683,PROD039
SOI0001378,SO000683,PROD005
SOI0001379,SO000684,PROD017
SOI0001380,SO000684,PROD040
SOI0001381,SO000685,PROD012
SOI0001382,SO000685,PROD003
SOI0001383,SO000686,PROD016
SOI0001384,SO000687,PROD047
SOI0001385,SO000687,PROD017
SOI0001386,SO000687,PROD032
SOI0001387,SO000688,PROD013
SOI0001388,SO000688,PROD038
SOI0001389,SO000688,PROD016
SOI0001390,SO000689,PROD002
SOI0001391,SO000689,PROD034
SOI0001392,SO000689,PROD033
SOI0001393,SO000690,PROD009
SOI0001394,SO000690,PROD013
SOI0001395,SO000691,PROD012
SOI0001396,SO000691,PROD039
SOI0001397,SO000692,PROD014
SOI0001398,SO000692,PROD047
SOI0001399,SO000693,PROD032
SOI0001400,SO000694,PROD001
SOI0001401,SO000694,PROD045
SOI0001402,SO000695,PROD013
SOI0001403,SO000696,PROD037
SOI0001404,SO000697,PROD017
SOI0001405,SO000698,PROD027
SOI0001406,SO000698,PROD013
SOI0001407,SO000699,PROD027
SOI0001408,SO000699,PROD034
SOI0001409,SO000699,PROD001
SOI0001410,SO000700,PROD009
SOI0001411,SO000700,PROD042
SOI0001412,SO000700,PROD030
SOI0001413,SO000701,PROD001
SOI0001414,SO000701,PROD004
SOI0001415,SO000702,PROD013
SOI0001416,SO000702,PROD019
SOI0001417,SO000702,PROD040
SOI0001418,SO000703,PROD030
SOI0001419,SO000703,PROD001
SOI0001420,SO000704,PROD007
SOI0001421,SO000704,PROD037
SOI0001422,SO000705,PROD035
SOI0001423,SO000705,PROD026
SOI0001424,SO000706,PROD045
SOI0001425,SO000706,PROD002
SOI0001426,SO000707,PROD015
SOI0001427,SO000707,PROD042
SOI0001428,SO000707,PROD031
SOI0001429,SO000708,PROD018
SOI0001430,SO000708,PROD014
SOI0001431,SO000708,PROD042
SOI0001432,SO000709,PROD012
SOI0001433,SO000709,PROD016
SOI0001434,SO000710,PROD002
SOI0001435,SO000711,PROD036
SOI0001436,SO000712,PROD017
SOI0001437,SO000712,PROD004
SOI0001438,SO000712,PROD018
SOI0001439,SO000713,PROD021
SOI0001440,SO000713,PROD045
SOI0001441,SO000713,PROD019
SOI0001442,SO000714,PROD031
SOI0001443,SO000715,PROD033
SOI0001444,SO000715,PROD044
SOI0001445,SO000716,PROD046
SOI0001446,SO000716,PROD017
SOI0001447,SO000717,PROD010
SOI0001448,SO000718,PROD032
SOI0001449,SO000719,PROD048
SOI0001450,SO000719,PROD037
SOI0001451,SO000720,PROD028
SOI0001452,SO000721,PROD038
SOI0001453,SO000721,PROD021
SOI0001454,SO000722,PROD011
SOI0001455,SO000722,PROD006
SOI0001456,SO000722,PROD025
SOI0001457,SO000723,PROD038
SOI0001458,SO000723,PROD025
SOI0001459,SO000723,PROD024
SOI0001460,SO000724,PROD005
SOI0001461,SO000724,PROD002
SOI0001462,SO000725,PROD025
SOI0001463,SO000726,PROD001
SOI0001464,SO000726,PROD011
SOI0001465,SO000727,PROD028
SOI0001466,SO000727,PROD046
SOI0001467,SO000727,PROD045
SOI0001468,SO000728,PROD032
SOI0001469,SO000729,PROD031
SOI0001470,SO000729,PROD012
SOI0001471,SO000729,PROD010
SOI0001472,SO000730,PROD035
SOI0001473,SO000731,PROD025
SOI0001474,SO000731,PROD020
SOI0001475,SO000731,PROD012
SOI0001476,SO000732,PROD041
SOI0001477,SO000732,PROD044
SOI0001478,SO000732,PROD030
SOI0001479,SO000733,PROD016
SOI0001480,SO000734,PROD009
SOI0001481,SO000734,PROD035
SOI0001482,SO000734,PROD005
SOI0001483,SO000735,PROD037
SOI0001484,SO000735,PROD046
SOI0001485,SO000736,PROD023
SOI0001486,SO000737,PROD034
SOI0001487,SO000738,PROD028
SOI0001488,SO000739,PROD043
SOI0001489,SO000739,PROD030
SOI0001490,SO000739,PROD035
SOI0001491,SO000740,PROD030
SOI0001492,SO000741,PROD031
SOI0001493,SO000741,PROD048
SOI0001494,SO000742,PROD023
SOI0001495,SO000743,PROD028
SOI0001496,SO000744,PROD026
SOI0001497,SO000744,PROD044
SOI0001498,SO000745,PROD039
SOI0001499,SO000745,PROD021
SOI0001500,SO000746,PROD002
SOI0001501,SO000747,PROD017
SOI0001502,SO000747,PROD021
SOI0001503,SO000747,PROD013
SOI0001504,SO000748,PROD010
SOI0001505,SO000748,PROD023
SOI0001506,SO000749,PROD029
SOI0001507,SO000750,PROD041
SOI0001508,SO000750,PROD013
SOI0001509,SO000751,PROD011
SOI0001510,SO000751,PROD010
SOI0001511,SO000752,PROD007
SOI0001512,SO000753,PROD022
SOI0001513,SO000753,PROD004
SOI0001514,SO000754,PROD019
SOI0001515,SO000754,PROD028
SOI0001516,SO000754,PROD043
SOI0001517,SO000755,PROD031
SOI0001518,SO000756,PROD026
SOI0001519,SO000756,PROD033
SOI0001520,SO000757,PROD002
SOI0001521,SO000757,PROD007
SOI0001522,SO000758,PROD038
SOI0001523,SO000759,PROD043
SOI0001524,SO000759,PROD023
SOI0001525,SO000760,PROD009
SOI0001526,SO000760,PROD010
SOI0001527,SO000760,PROD041
SOI0001528,SO000761,PROD040
SOI0001529,SO000761,PROD019
SOI0001530,SO000762,PROD043
SOI0001531,SO000762,PROD006
SOI0001532,SO000762,PROD034
SOI0001533,SO000763,PROD029
SOI0001534,SO000763,PROD048
SOI0001535,SO000763,PROD020
SOI0001536,SO000764,PROD019
SOI0001537,SO000765,PROD035
SOI0001538,SO000766,PROD034
SOI0001539,SO000767,PROD008
SOI0001540,SO000767,PROD007
SOI0001541,SO000767,PROD027
SOI0001542,SO000768,PROD042
SOI0001543,SO000768,PROD018
SOI0001544,SO000769,PROD004
SOI0001545,SO000769,PROD033
SOI0001546,SO000770,PROD010
SOI0001547,SO000770,PROD039
SOI0001548,SO000771,PROD030
SOI0001549,SO000771,PROD043
SOI0001550,SO000772,PROD006
SOI0001551,SO000772,PROD029
SOI0001552,SO000772,PROD024
SOI0001553,SO000773,PROD041
SOI0001554,SO000774,PROD001
SOI0001555,SO000774,PROD036
SOI0001556,SO000774,PROD046
SOI0001557,SO000775,PROD046
SOI0001558,SO000775,PROD015
SOI0001559,SO000776,PROD020
SOI0001560,SO000776,PROD022
SOI0001561,SO000776,PROD019
SOI0001562,SO000777,PROD033
SOI0001563,SO000777,PROD014
SOI0001564,SO000778,PROD001
SOI0001565,SO000778,PROD034
SOI0001566,SO000779,PROD010
SOI0001567,SO000779,PROD042
SOI0001568,SO000780,PROD037
SOI0001569,SO000780,PROD015
SOI0001570,SO000780,PROD044
SOI0001571,SO000781,PROD041
SOI0001572,SO000781,PROD020
SOI0001573,SO000781,PROD024
SOI0001574,SO000782,PROD020
SOI0001575,SO000782,PROD033
SOI0001576,SO000783,PROD001
SOI0001577,SO000784,PROD027
SOI0001578,SO000784,PROD033
SOI0001579,SO000784,PROD007
SOI0001580,SO000785,PROD004
SOI0001581,SO000785,PROD043
SOI0001582,SO000786,PROD006
SOI0001583,SO000787,PROD005
SOI0001584,SO000787,PROD047
SOI0001585,SO000788,PROD004
SOI0001586,SO000788,PROD032
SOI0001587,SO000788,PROD027
SOI0001588,SO000789,PROD018
SOI0001589,SO000789,PROD022
SOI0001590,SO000789,PROD015
SOI0001591,SO000790,PROD031
SOI0001592,SO000790,PROD026
SOI0001593,SO000791,PROD034
SOI0001594,SO000792,PROD038
SOI0001595,SO000792,PROD044
SOI0001596,SO000792,PROD033
SOI0001597,SO000793,PROD039
SOI0001598,SO000794,PROD017
SOI0001599,SO000795,PROD017
SOI0001600,SO000795,PROD010
SOI0001601,SO000796,PROD003
SOI0001602,SO000796,PROD042
SOI0001603,SO000797,PROD006
SOI0001604,SO000797,PROD028
SOI0001605,SO000797,PROD026
SOI0001606,SO000798,PROD042
SOI0001607,SO000799,PROD032
SOI0001608,SO000799,PROD040
SOI0001609,SO000800,PROD007
SOI0001610,SO000801,PROD017
SOI0001611,SO000801,PROD016
SOI0001612,SO000802,PROD013
SOI0001613,SO000803,PROD009
SOI0001614,SO000803,PROD046
SOI0001615,SO000803,PROD018
SOI0001616,SO000804,PROD012
SOI0001617,SO000805,PROD027
SOI0001618,SO000805,PROD035
SOI0001619,SO000806,PROD033
SOI0001620,SO000806,PROD006
SOI0001621,SO000807,PROD030
SOI0001622,SO000807,PROD037
SOI0001623,SO000808,PROD003
SOI0001624,SO000809,PROD004
SOI0001625,SO000810,PROD022
SOI0001626,SO000810,PROD017
SOI0001627,SO000810,PROD007
SOI0001628,SO000811,PROD014
SOI0001629,SO000811,PROD030
SOI0001630,SO000811,PROD020
SOI0001631,SO000812,PROD032
SOI0001632,SO000812,PROD028
SOI0001633,SO000812,PROD043
SOI0001634,SO000813,PROD015
SOI0001635,SO000814,PROD025
SOI0001636,SO000814,PROD039
SOI0001637,SO000814,PROD037
SOI0001638,SO000815,PROD015
SOI0001639,SO000816,PROD034
SOI0001640,SO000816,PROD044
SOI0001641,SO000817,PROD028
SOI0001642,SO000818,PROD021
SOI0001643,SO000818,PROD046
