event_id,timestamp,activity
EV007161,2025-04-13 00:00:00,Complete Sale
EV006920,2025-04-13 00:00:00,Complete Sale
EV006926,2025-04-13 00:00:00,Complete Sale
EV008175,2025-04-13 00:00:00,Create Sales Order
EV006621,2025-04-13 00:00:00,Complete Sale
EV003101,2025-04-13 00:00:00,Add PO Item
EV012624,2025-04-13 00:00:00,Complete Sale
EV003717,2025-04-13 00:00:00,Dispatch Delivery
EV010503,2025-04-13 00:00:00,Ship Product
EV007164,2025-04-13 00:00:00,Ship Product
EV012271,2025-04-13 00:00:00,Ship Product
EV006031,2025-04-13 00:00:00,Ship Product
EV010792,2025-04-13 00:00:00,Complete Sale
EV012722,2025-04-13 00:00:00,Create Sales Order
EV008902,2025-04-13 00:00:00,Create Sales Order
EV003531,2025-04-13 00:00:00,Receive Goods
EV005223,2025-04-13 00:00:00,Create Purchase Order
EV006620,2025-04-13 00:00:00,Ship Product
EV012233,2025-04-13 00:00:00,Complete Sale
EV012723,2025-04-13 01:00:00,Add Sales Order Item
EV008906,2025-04-13 01:00:00,Add Sales Order Item
EV008903,2025-04-13 01:00:00,Add Sales Order Item
EV008176,2025-04-13 01:00:00,Add Sales Order Item
EV005224,2025-04-13 04:00:00,Approve Purchase Order
EV003532,2025-04-13 08:00:00,Put Away
EV012269,2025-04-14 00:00:00,Complete Sale
EV000129,2025-04-14 00:00:00,Receive Goods
EV007297,2025-04-14 00:00:00,Create Sales Order
EV007165,2025-04-14 00:00:00,Complete Sale
EV012272,2025-04-14 00:00:00,Complete Sale
EV012431,2025-04-14 00:00:00,Create Sales Order
EV009087,2025-04-14 00:00:00,Complete Sale
EV000817,2025-04-14 00:00:00,Receive Goods
EV008775,2025-04-14 00:00:00,Return Product
EV005225,2025-04-14 00:00:00,Add PO Item
EV009086,2025-04-14 00:00:00,Ship Product
EV007142,2025-04-14 00:00:00,Ship Product
EV012268,2025-04-14 00:00:00,Ship Product
EV012432,2025-04-14 01:00:00,Add Sales Order Item
EV007301,2025-04-14 01:00:00,Add Sales Order Item
EV007298,2025-04-14 01:00:00,Add Sales Order Item
EV000130,2025-04-14 08:00:00,Put Away
EV000818,2025-04-14 08:00:00,Put Away
EV000769,2025-04-15 00:00:00,Receive Goods
EV011621,2025-04-15 00:00:00,Create Sales Order
EV009941,2025-04-15 00:00:00,Create Sales Order
EV008879,2025-04-15 00:00:00,Ship Product
EV011011,2025-04-15 00:00:00,Create Sales Order
EV001763,2025-04-15 00:00:00,Receive Goods
EV001951,2025-04-15 00:00:00,Receive Goods
EV008880,2025-04-15 00:00:00,Complete Sale
EV010882,2025-04-15 00:00:00,Create Sales Order
EV007466,2025-04-15 00:00:00,Create Sales Order
EV002064,2025-04-15 00:00:00,Receive Goods
EV007143,2025-04-15 00:00:00,Complete Sale
EV007135,2025-04-15 00:00:00,Ship Product
EV004617,2025-04-15 00:00:00,Dispatch Delivery
EV012549,2025-04-15 00:00:00,Complete Sale
EV004259,2025-04-15 00:00:00,Dispatch Delivery
EV009089,2025-04-15 00:00:00,Ship Product
EV007456,2025-04-15 00:00:00,Create Sales Order
EV009090,2025-04-15 00:00:00,Complete Sale
EV010504,2025-04-15 00:00:00,Complete Sale
EV006032,2025-04-15 00:00:00,Complete Sale
EV009942,2025-04-15 01:00:00,Add Sales Order Item
EV011013,2025-04-15 01:00:00,Add Sales Order Item
EV011012,2025-04-15 01:00:00,Add Sales Order Item
EV007467,2025-04-15 01:00:00,Add Sales Order Item
EV007457,2025-04-15 01:00:00,Add Sales Order Item
EV007460,2025-04-15 01:00:00,Add Sales Order Item
EV011622,2025-04-15 01:00:00,Add Sales Order Item
EV011623,2025-04-15 01:00:00,Add Sales Order Item
EV010884,2025-04-15 01:00:00,Add Sales Order Item
EV007463,2025-04-15 01:00:00,Add Sales Order Item
EV010883,2025-04-15 01:00:00,Add Sales Order Item
EV007470,2025-04-15 01:00:00,Add Sales Order Item
EV001952,2025-04-15 08:00:00,Put Away
EV001764,2025-04-15 08:00:00,Put Away
EV002065,2025-04-15 08:00:00,Put Away
EV000770,2025-04-15 08:00:00,Put Away
EV007464,2025-04-16 00:00:00,Ship Product
EV005226,2025-04-16 00:00:00,Dispatch Delivery
EV012531,2025-04-16 00:00:00,Complete Sale
EV010088,2025-04-16 00:00:00,Create Sales Order
EV009509,2025-04-16 00:00:00,Ship Product
EV002659,2025-04-16 00:00:00,Create Purchase Order
EV009504,2025-04-16 00:00:00,Ship Product
EV004401,2025-04-16 00:00:00,Create Purchase Order
EV010466,2025-04-16 00:00:00,Create Sales Order
EV002791,2025-04-16 00:00:00,Receive Goods
EV013238,2025-04-16 00:00:00,Create Sales Order
EV008907,2025-04-16 00:00:00,Ship Product
EV008905,2025-04-16 00:00:00,Complete Sale
EV008904,2025-04-16 00:00:00,Ship Product
EV008704,2025-04-16 00:00:00,Create Sales Order
EV008327,2025-04-16 00:00:00,Create Sales Order
EV010833,2025-04-16 00:00:00,Create Sales Order
EV007773,2025-04-16 00:00:00,Create Sales Order
EV014041,2025-04-16 00:00:00,Create Sales Order
EV012530,2025-04-16 00:00:00,Ship Product
EV007377,2025-04-16 00:00:00,Create Sales Order
EV001217,2025-04-16 00:00:00,Receive Goods
EV001215,2025-04-16 00:00:00,Receive Goods
EV010705,2025-04-16 00:00:00,Create Sales Order
EV001213,2025-04-16 00:00:00,Receive Goods
EV008328,2025-04-16 01:00:00,Add Sales Order Item
EV008705,2025-04-16 01:00:00,Add Sales Order Item
EV010709,2025-04-16 01:00:00,Add Sales Order Item
EV010089,2025-04-16 01:00:00,Add Sales Order Item
EV007777,2025-04-16 01:00:00,Add Sales Order Item
EV013239,2025-04-16 01:00:00,Add Sales Order Item
EV010467,2025-04-16 01:00:00,Add Sales Order Item
EV010834,2025-04-16 01:00:00,Add Sales Order Item
EV014042,2025-04-16 01:00:00,Add Sales Order Item
EV010706,2025-04-16 01:00:00,Add Sales Order Item
EV014045,2025-04-16 01:00:00,Add Sales Order Item
EV014046,2025-04-16 01:00:00,Add Sales Order Item
EV007381,2025-04-16 01:00:00,Add Sales Order Item
EV010470,2025-04-16 01:00:00,Add Sales Order Item
EV007378,2025-04-16 01:00:00,Add Sales Order Item
EV010837,2025-04-16 01:00:00,Add Sales Order Item
EV007774,2025-04-16 01:00:00,Add Sales Order Item
EV010092,2025-04-16 01:00:00,Add Sales Order Item
EV002660,2025-04-16 04:00:00,Approve Purchase Order
EV004402,2025-04-16 04:00:00,Approve Purchase Order
EV001214,2025-04-16 08:00:00,Put Away
EV001216,2025-04-16 08:00:00,Put Away
EV002792,2025-04-16 08:00:00,Put Away
EV001218,2025-04-16 08:00:00,Put Away
EV009676,2025-04-17 00:00:00,Create Sales Order
EV010707,2025-04-17 00:00:00,Ship Product
EV014480,2025-04-17 00:00:00,Create Sales Order
EV007779,2025-04-17 00:00:00,Complete Sale
EV010090,2025-04-17 00:00:00,Ship Product
EV007382,2025-04-17 00:00:00,Ship Product
EV002661,2025-04-17 00:00:00,Add PO Item
EV007458,2025-04-17 00:00:00,Ship Product
EV008745,2025-04-17 00:00:00,Create Sales Order
EV000204,2025-04-17 00:00:00,Create Purchase Order
EV007136,2025-04-17 00:00:00,Complete Sale
EV007459,2025-04-17 00:00:00,Complete Sale
EV007383,2025-04-17 00:00:00,Complete Sale
EV007139,2025-04-17 00:00:00,Ship Product
EV000081,2025-04-17 00:00:00,Receive Goods
EV008178,2025-04-17 00:00:00,Complete Sale
EV004403,2025-04-17 00:00:00,Add PO Item
EV008177,2025-04-17 00:00:00,Ship Product
EV007302,2025-04-17 00:00:00,Ship Product
EV015048,2025-04-17 00:00:00,Create Sales Order
EV007778,2025-04-17 00:00:00,Ship Product
EV011624,2025-04-17 00:00:00,Ship Product
EV003362,2025-04-17 00:00:00,Dispatch Delivery
EV007471,2025-04-17 00:00:00,Ship Product
EV007465,2025-04-17 00:00:00,Complete Sale
EV014484,2025-04-17 01:00:00,Add Sales Order Item
EV015052,2025-04-17 01:00:00,Add Sales Order Item
EV009677,2025-04-17 01:00:00,Add Sales Order Item
EV014481,2025-04-17 01:00:00,Add Sales Order Item
EV015049,2025-04-17 01:00:00,Add Sales Order Item
EV008749,2025-04-17 01:00:00,Add Sales Order Item
EV008746,2025-04-17 01:00:00,Add Sales Order Item
EV000205,2025-04-17 04:00:00,Approve Purchase Order
EV000082,2025-04-17 08:00:00,Put Away
EV003814,2025-04-18 00:00:00,Dispatch Delivery
EV010471,2025-04-18 00:00:00,Ship Product
EV001300,2025-04-18 00:00:00,Create Purchase Order
EV001765,2025-04-18 00:00:00,Dispatch Delivery
EV014043,2025-04-18 00:00:00,Ship Product
EV011015,2025-04-18 00:00:00,Complete Sale
EV011852,2025-04-18 00:00:00,Create Sales Order
EV007469,2025-04-18 00:00:00,Complete Sale
EV010469,2025-04-18 00:00:00,Complete Sale
EV001957,2025-04-18 00:00:00,Receive Goods
EV011014,2025-04-18 00:00:00,Ship Product
EV014405,2025-04-18 00:00:00,Create Sales Order
EV007468,2025-04-18 00:00:00,Ship Product
EV002799,2025-04-18 00:00:00,Create Purchase Order
EV003369,2025-04-18 00:00:00,Dispatch Delivery
EV009505,2025-04-18 00:00:00,Complete Sale
EV011625,2025-04-18 00:00:00,Complete Sale
EV002066,2025-04-18 00:00:00,Dispatch Delivery
EV005028,2025-04-18 00:00:00,Create Purchase Order
EV001954,2025-04-18 00:00:00,Receive Goods
EV004620,2025-04-18 00:00:00,Dispatch Delivery
EV007299,2025-04-18 00:00:00,Ship Product
EV015050,2025-04-18 00:00:00,Ship Product
EV000206,2025-04-18 00:00:00,Add PO Item
EV010468,2025-04-18 00:00:00,Ship Product
EV015051,2025-04-18 00:00:00,Complete Sale
EV008908,2025-04-18 00:00:00,Complete Sale
EV009944,2025-04-18 00:00:00,Complete Sale
EV009943,2025-04-18 00:00:00,Ship Product
EV010710,2025-04-18 00:00:00,Ship Product
EV009510,2025-04-18 00:00:00,Complete Sale
EV007775,2025-04-18 00:00:00,Ship Product
EV014486,2025-04-18 00:00:00,Complete Sale
EV014485,2025-04-18 00:00:00,Ship Product
EV003102,2025-04-18 00:00:00,Dispatch Delivery
EV007472,2025-04-18 00:00:00,Complete Sale
EV006043,2025-04-18 00:00:00,Return Product
EV014406,2025-04-18 01:00:00,Add Sales Order Item
EV014409,2025-04-18 01:00:00,Add Sales Order Item
EV011857,2025-04-18 01:00:00,Add Sales Order Item
EV011853,2025-04-18 01:00:00,Add Sales Order Item
EV014410,2025-04-18 01:00:00,Add Sales Order Item
EV011856,2025-04-18 01:00:00,Add Sales Order Item
EV001301,2025-04-18 04:00:00,Approve Purchase Order
EV005029,2025-04-18 04:00:00,Approve Purchase Order
EV002800,2025-04-18 04:00:00,Approve Purchase Order
EV001958,2025-04-18 08:00:00,Put Away
EV001955,2025-04-18 08:00:00,Put Away
EV007379,2025-04-19 00:00:00,Ship Product
EV001302,2025-04-19 00:00:00,Add PO Item
EV014044,2025-04-19 00:00:00,Complete Sale
EV010711,2025-04-19 00:00:00,Complete Sale
EV007303,2025-04-19 00:00:00,Complete Sale
EV002801,2025-04-19 00:00:00,Add PO Item
EV002802,2025-04-19 00:00:00,Add PO Item
EV010708,2025-04-19 00:00:00,Complete Sale
EV010091,2025-04-19 00:00:00,Complete Sale
EV005031,2025-04-19 00:00:00,Add PO Item
EV008329,2025-04-19 00:00:00,Ship Product
EV007140,2025-04-19 00:00:00,Complete Sale
EV005030,2025-04-19 00:00:00,Add PO Item
EV003533,2025-04-19 00:00:00,Dispatch Delivery
EV010835,2025-04-19 00:00:00,Ship Product
EV009391,2025-04-19 00:00:00,Create Sales Order
EV010836,2025-04-19 00:00:00,Complete Sale
EV003817,2025-04-19 00:00:00,Dispatch Delivery
EV014048,2025-04-19 00:00:00,Complete Sale
EV014047,2025-04-19 00:00:00,Ship Product
EV009392,2025-04-19 01:00:00,Add Sales Order Item
EV009398,2025-04-19 01:00:00,Add Sales Order Item
EV009395,2025-04-19 01:00:00,Add Sales Order Item
EV009345,2025-04-20 00:00:00,Create Sales Order
EV006745,2025-04-20 00:00:00,Create Sales Order
EV008238,2025-04-20 00:00:00,Create Sales Order
EV000516,2025-04-20 00:00:00,Create Purchase Order
EV007300,2025-04-20 00:00:00,Complete Sale
EV012440,2025-04-20 00:00:00,Create Sales Order
EV008330,2025-04-20 00:00:00,Complete Sale
EV008706,2025-04-20 00:00:00,Ship Product
EV008707,2025-04-20 00:00:00,Complete Sale
EV000723,2025-04-20 00:00:00,Create Purchase Order
EV004404,2025-04-20 00:00:00,Dispatch Delivery
EV006469,2025-04-20 00:00:00,Create Sales Order
EV010685,2025-04-20 00:00:00,Create Sales Order
EV000104,2025-04-20 00:00:00,Create Purchase Order
EV008230,2025-04-20 00:00:00,Return Product
EV009396,2025-04-20 00:00:00,Ship Product
EV007380,2025-04-20 00:00:00,Complete Sale
EV014482,2025-04-20 00:00:00,Ship Product
EV007462,2025-04-20 00:00:00,Complete Sale
EV002502,2025-04-20 00:00:00,Receive Goods
EV010472,2025-04-20 00:00:00,Complete Sale
EV007776,2025-04-20 00:00:00,Complete Sale
EV007461,2025-04-20 00:00:00,Ship Product
EV006749,2025-04-20 01:00:00,Add Sales Order Item
EV006746,2025-04-20 01:00:00,Add Sales Order Item
EV006476,2025-04-20 01:00:00,Add Sales Order Item
EV008239,2025-04-20 01:00:00,Add Sales Order Item
EV009346,2025-04-20 01:00:00,Add Sales Order Item
EV012444,2025-04-20 01:00:00,Add Sales Order Item
EV012441,2025-04-20 01:00:00,Add Sales Order Item
EV006470,2025-04-20 01:00:00,Add Sales Order Item
EV010686,2025-04-20 01:00:00,Add Sales Order Item
EV006473,2025-04-20 01:00:00,Add Sales Order Item
EV000517,2025-04-20 04:00:00,Approve Purchase Order
EV000105,2025-04-20 04:00:00,Approve Purchase Order
EV000724,2025-04-20 04:00:00,Approve Purchase Order
EV002503,2025-04-20 08:00:00,Put Away
EV010687,2025-04-21 00:00:00,Ship Product
EV013504,2025-04-21 00:00:00,Create Sales Order
EV013518,2025-04-21 00:00:00,Create Sales Order
EV000725,2025-04-21 00:00:00,Add PO Item
EV010093,2025-04-21 00:00:00,Ship Product
EV012442,2025-04-21 00:00:00,Ship Product
EV000106,2025-04-21 00:00:00,Add PO Item
EV004781,2025-04-21 00:00:00,Create Purchase Order
EV012443,2025-04-21 00:00:00,Complete Sale
EV000107,2025-04-21 00:00:00,Add PO Item
EV010688,2025-04-21 00:00:00,Complete Sale
EV011438,2025-04-21 00:00:00,Create Sales Order
EV009279,2025-04-21 00:00:00,Create Sales Order
EV010838,2025-04-21 00:00:00,Ship Product
EV002067,2025-04-21 00:00:00,Receive Goods
EV008747,2025-04-21 00:00:00,Ship Product
EV001766,2025-04-21 00:00:00,Receive Goods
EV002797,2025-04-21 00:00:00,Receive Goods
EV008726,2025-04-21 00:00:00,Create Sales Order
EV014483,2025-04-21 00:00:00,Complete Sale
EV014411,2025-04-21 00:00:00,Ship Product
EV000518,2025-04-21 00:00:00,Add PO Item
EV009399,2025-04-21 00:00:00,Ship Product
EV000207,2025-04-21 00:00:00,Dispatch Delivery
EV011255,2025-04-21 00:00:00,Create Sales Order
EV009678,2025-04-21 00:00:00,Ship Product
EV013522,2025-04-21 01:00:00,Add Sales Order Item
EV011439,2025-04-21 01:00:00,Add Sales Order Item
EV013525,2025-04-21 01:00:00,Add Sales Order Item
EV009280,2025-04-21 01:00:00,Add Sales Order Item
EV011256,2025-04-21 01:00:00,Add Sales Order Item
EV009283,2025-04-21 01:00:00,Add Sales Order Item
EV008727,2025-04-21 01:00:00,Add Sales Order Item
EV011259,2025-04-21 01:00:00,Add Sales Order Item
EV009286,2025-04-21 01:00:00,Add Sales Order Item
EV011260,2025-04-21 01:00:00,Add Sales Order Item
EV013519,2025-04-21 01:00:00,Add Sales Order Item
EV013508,2025-04-21 01:00:00,Add Sales Order Item
EV013505,2025-04-21 01:00:00,Add Sales Order Item
EV004782,2025-04-21 04:00:00,Approve Purchase Order
EV002068,2025-04-21 08:00:00,Put Away
EV002798,2025-04-21 08:00:00,Put Away
EV001767,2025-04-21 08:00:00,Put Away
EV007162,2025-04-22 00:00:00,Return Product
EV003715,2025-04-22 00:00:00,Receive Goods
EV010839,2025-04-22 00:00:00,Complete Sale
EV009397,2025-04-22 00:00:00,Complete Sale
EV006471,2025-04-22 00:00:00,Ship Product
EV011858,2025-04-22 00:00:00,Ship Product
EV014412,2025-04-22 00:00:00,Complete Sale
EV004819,2025-04-22 00:00:00,Create Purchase Order
EV014407,2025-04-22 00:00:00,Ship Product
EV010459,2025-04-22 00:00:00,Create Sales Order
EV004783,2025-04-22 00:00:00,Add PO Item
EV009284,2025-04-22 00:00:00,Ship Product
EV009282,2025-04-22 00:00:00,Complete Sale
EV006472,2025-04-22 00:00:00,Complete Sale
EV010094,2025-04-22 00:00:00,Complete Sale
EV003105,2025-04-22 00:00:00,Dispatch Delivery
EV015053,2025-04-22 00:00:00,Ship Product
EV008240,2025-04-22 00:00:00,Ship Product
EV006747,2025-04-22 00:00:00,Ship Product
EV002061,2025-04-22 00:00:00,Receive Goods
EV009281,2025-04-22 00:00:00,Ship Product
EV006750,2025-04-22 00:00:00,Ship Product
EV010460,2025-04-22 01:00:00,Add Sales Order Item
EV010463,2025-04-22 01:00:00,Add Sales Order Item
EV004820,2025-04-22 04:00:00,Approve Purchase Order
EV002062,2025-04-22 08:00:00,Put Away
EV003716,2025-04-22 08:00:00,Put Away
EV004821,2025-04-23 00:00:00,Add PO Item
EV010552,2025-04-23 00:00:00,Create Sales Order
EV004822,2025-04-23 00:00:00,Add PO Item
EV002708,2025-04-23 00:00:00,Receive Goods
EV006797,2025-04-23 00:00:00,Create Sales Order
EV003718,2025-04-23 00:00:00,Receive Goods
EV006751,2025-04-23 00:00:00,Complete Sale
EV006748,2025-04-23 00:00:00,Complete Sale
EV008748,2025-04-23 00:00:00,Complete Sale
EV004250,2025-04-23 00:00:00,Receive Goods
EV004252,2025-04-23 00:00:00,Receive Goods
EV009285,2025-04-23 00:00:00,Complete Sale
EV000519,2025-04-23 00:00:00,Dispatch Delivery
EV009287,2025-04-23 00:00:00,Ship Product
EV009393,2025-04-23 00:00:00,Ship Product
EV013707,2025-04-23 00:00:00,Create Sales Order
EV009394,2025-04-23 00:00:00,Complete Sale
EV011854,2025-04-23 00:00:00,Ship Product
EV013523,2025-04-23 00:00:00,Ship Product
EV002662,2025-04-23 00:00:00,Dispatch Delivery
EV009679,2025-04-23 00:00:00,Complete Sale
EV009288,2025-04-23 00:00:00,Complete Sale
EV009400,2025-04-23 00:00:00,Complete Sale
EV010553,2025-04-23 01:00:00,Add Sales Order Item
EV013709,2025-04-23 01:00:00,Add Sales Order Item
EV006798,2025-04-23 01:00:00,Add Sales Order Item
EV006804,2025-04-23 01:00:00,Add Sales Order Item
EV013708,2025-04-23 01:00:00,Add Sales Order Item
EV013712,2025-04-23 01:00:00,Add Sales Order Item
EV006801,2025-04-23 01:00:00,Add Sales Order Item
EV004251,2025-04-23 08:00:00,Put Away
EV004253,2025-04-23 08:00:00,Put Away
EV003719,2025-04-23 08:00:00,Put Away
EV002709,2025-04-23 08:00:00,Put Away
EV010464,2025-04-24 00:00:00,Ship Product
EV011262,2025-04-24 00:00:00,Complete Sale
EV010465,2025-04-24 00:00:00,Complete Sale
EV011261,2025-04-24 00:00:00,Ship Product
EV007668,2025-04-24 00:00:00,Create Sales Order
EV000726,2025-04-24 00:00:00,Dispatch Delivery
EV013520,2025-04-24 00:00:00,Ship Product
EV013526,2025-04-24 00:00:00,Ship Product
EV013507,2025-04-24 00:00:00,Complete Sale
EV013506,2025-04-24 00:00:00,Ship Product
EV010555,2025-04-24 00:00:00,Complete Sale
EV005032,2025-04-24 00:00:00,Dispatch Delivery
EV008241,2025-04-24 00:00:00,Complete Sale
EV010554,2025-04-24 00:00:00,Ship Product
EV015054,2025-04-24 00:00:00,Complete Sale
EV011859,2025-04-24 00:00:00,Complete Sale
EV001303,2025-04-24 00:00:00,Dispatch Delivery
EV011855,2025-04-24 00:00:00,Complete Sale
EV009348,2025-04-24 00:00:00,Complete Sale
EV009347,2025-04-24 00:00:00,Ship Product
EV010462,2025-04-24 00:00:00,Complete Sale
EV010384,2025-04-24 00:00:00,Create Sales Order
EV010461,2025-04-24 00:00:00,Ship Product
EV002803,2025-04-24 00:00:00,Dispatch Delivery
EV002808,2025-04-24 00:00:00,Dispatch Delivery
EV004060,2025-04-24 00:00:00,Create Purchase Order
EV014408,2025-04-24 00:00:00,Complete Sale
EV013524,2025-04-24 00:00:00,Complete Sale
EV010385,2025-04-24 01:00:00,Add Sales Order Item
EV010388,2025-04-24 01:00:00,Add Sales Order Item
EV007669,2025-04-24 01:00:00,Add Sales Order Item
EV004061,2025-04-24 04:00:00,Approve Purchase Order
EV013710,2025-04-25 00:00:00,Ship Product
EV002711,2025-04-25 00:00:00,Receive Goods
EV004784,2025-04-25 00:00:00,Dispatch Delivery
EV012445,2025-04-25 00:00:00,Ship Product
EV006663,2025-04-25 00:00:00,Create Sales Order
EV004478,2025-04-25 00:00:00,Create Purchase Order
EV011440,2025-04-25 00:00:00,Ship Product
EV006799,2025-04-25 00:00:00,Ship Product
EV003108,2025-04-25 00:00:00,Dispatch Delivery
EV011257,2025-04-25 00:00:00,Ship Product
EV006474,2025-04-25 00:00:00,Ship Product
EV013527,2025-04-25 00:00:00,Complete Sale
EV000616,2025-04-25 00:00:00,Create Purchase Order
EV004062,2025-04-25 00:00:00,Add PO Item
EV006477,2025-04-25 00:00:00,Ship Product
EV013521,2025-04-25 00:00:00,Complete Sale
EV005037,2025-04-25 00:00:00,Dispatch Delivery
EV006475,2025-04-25 00:00:00,Complete Sale
EV006667,2025-04-25 01:00:00,Add Sales Order Item
EV006664,2025-04-25 01:00:00,Add Sales Order Item
EV000617,2025-04-25 04:00:00,Approve Purchase Order
EV004479,2025-04-25 04:00:00,Approve Purchase Order
EV002712,2025-04-25 08:00:00,Put Away
EV004063,2025-04-26 00:00:00,Dispatch Delivery
EV006800,2025-04-26 00:00:00,Complete Sale
EV012667,2025-04-26 00:00:00,Create Sales Order
EV000424,2025-04-26 00:00:00,Create Purchase Order
EV013509,2025-04-26 00:00:00,Ship Product
EV000618,2025-04-26 00:00:00,Add PO Item
EV013711,2025-04-26 00:00:00,Complete Sale
EV013184,2025-04-26 00:00:00,Create Sales Order
EV011258,2025-04-26 00:00:00,Complete Sale
EV000084,2025-04-26 00:00:00,Receive Goods
EV007484,2025-04-26 00:00:00,Create Sales Order
EV001652,2025-04-26 00:00:00,Create Purchase Order
EV002665,2025-04-26 00:00:00,Dispatch Delivery
EV013510,2025-04-26 00:00:00,Complete Sale
EV008728,2025-04-26 00:00:00,Ship Product
EV004823,2025-04-26 00:00:00,Dispatch Delivery
EV008729,2025-04-26 00:00:00,Complete Sale
EV007670,2025-04-26 00:00:00,Ship Product
EV004480,2025-04-26 00:00:00,Add PO Item
EV004407,2025-04-26 00:00:00,Dispatch Delivery
EV006805,2025-04-26 00:00:00,Ship Product
EV002663,2025-04-26 00:00:00,Receive Goods
EV007485,2025-04-26 01:00:00,Add Sales Order Item
EV012669,2025-04-26 01:00:00,Add Sales Order Item
EV007488,2025-04-26 01:00:00,Add Sales Order Item
EV012668,2025-04-26 01:00:00,Add Sales Order Item
EV013185,2025-04-26 01:00:00,Add Sales Order Item
EV007491,2025-04-26 01:00:00,Add Sales Order Item
EV001653,2025-04-26 04:00:00,Approve Purchase Order
EV000425,2025-04-26 04:00:00,Approve Purchase Order
EV002664,2025-04-26 08:00:00,Put Away
EV000085,2025-04-26 08:00:00,Put Away
EV004255,2025-04-27 00:00:00,Receive Goods
EV002192,2025-04-27 00:00:00,Create Purchase Order
EV006478,2025-04-27 00:00:00,Complete Sale
EV001304,2025-04-27 00:00:00,Receive Goods
EV012446,2025-04-27 00:00:00,Complete Sale
EV001654,2025-04-27 00:00:00,Add PO Item
EV005337,2025-04-27 00:00:00,Create Purchase Order
EV003026,2025-04-27 00:00:00,Create Purchase Order
EV004257,2025-04-27 00:00:00,Receive Goods
EV004772,2025-04-27 00:00:00,Create Purchase Order
EV002668,2025-04-27 00:00:00,Dispatch Delivery
EV011441,2025-04-27 00:00:00,Complete Sale
EV000426,2025-04-27 00:00:00,Add PO Item
EV000108,2025-04-27 00:00:00,Dispatch Delivery
EV011722,2025-04-27 00:00:00,Create Sales Order
EV006802,2025-04-27 00:00:00,Ship Product
EV007489,2025-04-27 00:00:00,Ship Product
EV013968,2025-04-27 00:00:00,Create Sales Order
EV006665,2025-04-27 00:00:00,Ship Product
EV001224,2025-04-27 00:00:00,Receive Goods
EV006806,2025-04-27 00:00:00,Complete Sale
EV001226,2025-04-27 00:00:00,Receive Goods
EV011726,2025-04-27 01:00:00,Add Sales Order Item
EV011723,2025-04-27 01:00:00,Add Sales Order Item
EV011729,2025-04-27 01:00:00,Add Sales Order Item
EV013972,2025-04-27 01:00:00,Add Sales Order Item
EV013969,2025-04-27 01:00:00,Add Sales Order Item
EV002193,2025-04-27 04:00:00,Approve Purchase Order
EV004773,2025-04-27 04:00:00,Approve Purchase Order
EV003027,2025-04-27 04:00:00,Approve Purchase Order
EV005338,2025-04-27 04:00:00,Approve Purchase Order
EV001305,2025-04-27 08:00:00,Put Away
EV001227,2025-04-27 08:00:00,Put Away
EV004256,2025-04-27 08:00:00,Put Away
EV004258,2025-04-27 08:00:00,Put Away
EV001225,2025-04-27 08:00:00,Put Away
EV012385,2025-04-28 00:00:00,Create Sales Order
EV004481,2025-04-28 00:00:00,Dispatch Delivery
EV007671,2025-04-28 00:00:00,Complete Sale
EV005339,2025-04-28 00:00:00,Add PO Item
EV003815,2025-04-28 00:00:00,Receive Goods
EV012160,2025-04-28 00:00:00,Create Sales Order
EV004785,2025-04-28 00:00:00,Receive Goods
EV002194,2025-04-28 00:00:00,Add PO Item
EV011537,2025-04-28 00:00:00,Create Sales Order
EV006803,2025-04-28 00:00:00,Complete Sale
EV011724,2025-04-28 00:00:00,Ship Product
EV000208,2025-04-28 00:00:00,Receive Goods
EV004774,2025-04-28 00:00:00,Add PO Item
EV003103,2025-04-28 00:00:00,Receive Goods
EV003028,2025-04-28 00:00:00,Add PO Item
EV007137,2025-04-28 00:00:00,Return Product
EV010389,2025-04-28 00:00:00,Ship Product
EV006668,2025-04-28 00:00:00,Ship Product
EV003029,2025-04-28 00:00:00,Add PO Item
EV012390,2025-04-28 01:00:00,Add Sales Order Item
EV012386,2025-04-28 01:00:00,Add Sales Order Item
EV011542,2025-04-28 01:00:00,Add Sales Order Item
EV012161,2025-04-28 01:00:00,Add Sales Order Item
EV011538,2025-04-28 01:00:00,Add Sales Order Item
EV012164,2025-04-28 01:00:00,Add Sales Order Item
EV011541,2025-04-28 01:00:00,Add Sales Order Item
EV012389,2025-04-28 01:00:00,Add Sales Order Item
EV004786,2025-04-28 08:00:00,Put Away
EV003104,2025-04-28 08:00:00,Put Away
EV000209,2025-04-28 08:00:00,Put Away
EV003816,2025-04-28 08:00:00,Put Away
EV009095,2025-04-29 00:00:00,Create Sales Order
EV013970,2025-04-29 00:00:00,Ship Product
EV011725,2025-04-29 00:00:00,Complete Sale
EV002666,2025-04-29 00:00:00,Receive Goods
EV010386,2025-04-29 00:00:00,Ship Product
EV006666,2025-04-29 00:00:00,Complete Sale
EV006949,2025-04-29 00:00:00,Create Sales Order
EV007490,2025-04-29 00:00:00,Complete Sale
EV011727,2025-04-29 00:00:00,Ship Product
EV001306,2025-04-29 00:00:00,Dispatch Delivery
EV012686,2025-04-29 00:00:00,Create Sales Order
EV003818,2025-04-29 00:00:00,Receive Goods
EV001856,2025-04-29 00:00:00,Create Purchase Order
