delivery_id,supplier_id,channel_id,dispatch_date,expected_arrival_date,actual_arrival_date,delay_days,transportation_cost
DEL000327,SUP009,CH003,2025-04-12,2025-04-15,2025-04-15,0,1611.48
DEL000328,SUP009,CH003,2025-04-18,2025-04-21,2025-04-21,0,915.83
DEL000329,SUP013,CH002,2025-08-26,2025-09-23,2025-09-23,0,594.16
DEL000330,SUP013,CH002,2025-09-03,2025-10-01,2025-10-01,0,324.39
DEL000331,SUP013,CH002,2025-09-06,2025-10-04,2025-10-04,0,1302.24
DEL000332,SUP004,CH002,2025-10-23,2025-11-20,2025-11-20,0,1194.98
DEL000333,SUP008,CH005,2025-07-26,2025-08-02,2025-08-02,0,1292.14
DEL000334,SUP014,CH003,2025-10-05,2025-10-08,2025-10-08,0,579.3
DEL000335,SUP013,CH001,2025-07-25,2025-08-04,2025-08-04,0,1191.55
DEL000336,SUP013,CH001,2025-07-26,2025-08-05,2025-08-05,0,1045.85
DEL000337,SUP008,CH003,2025-10-21,2025-10-24,2025-10-24,0,1674.7
DEL000338,SUP008,CH003,2025-10-25,2025-10-28,2025-10-28,0,920.92
DEL000339,SUP014,CH001,2025-08-04,2025-08-14,2025-08-14,0,1430.79
DEL000340,SUP010,CH004,2025-01-08,2025-01-26,2025-01-26,0,467.78
DEL000341,SUP013,CH004,2025-03-17,2025-04-04,2025-04-04,0,1649.27
DEL000342,SUP005,CH002,2026-03-09,2026-04-06,2026-04-06,0,659.03
DEL000343,SUP005,CH002,2026-03-12,2026-04-09,2026-04-09,0,1789.64
DEL000344,SUP013,CH005,2025-05-06,2025-05-13,2025-05-13,0,1045.67
DEL000345,SUP013,CH005,2025-05-10,2025-05-17,2025-05-17,0,1776.07
DEL000346,SUP002,CH005,2025-07-19,2025-07-26,2025-07-26,0,1097.24
DEL000347,SUP002,CH005,2025-07-24,2025-07-31,2025-07-31,0,853.32
DEL000348,SUP002,CH005,2025-07-31,2025-08-07,2025-08-07,0,403.56
DEL000349,SUP004,CH003,2025-06-02,2025-06-05,2025-06-05,0,1086.37
DEL000350,SUP004,CH003,2025-06-07,2025-06-10,2025-06-10,0,483.2
DEL000351,SUP004,CH003,2025-06-15,2025-06-18,2025-06-24,6,287.9
DEL000352,SUP007,CH005,2026-02-24,2026-03-03,2026-03-03,0,1484.4
DEL000353,SUP007,CH005,2026-03-01,2026-03-08,2026-03-08,0,440.06
DEL000354,SUP007,CH005,2026-03-07,2026-03-14,2026-03-14,0,1725.04
DEL000355,SUP010,CH002,2026-02-01,2026-03-01,2026-03-01,0,273.54
DEL000356,SUP010,CH002,2026-02-05,2026-03-05,2026-03-17,12,902.69
DEL000357,SUP010,CH002,2026-02-08,2026-03-08,2026-03-08,0,1496.83
DEL000358,SUP003,CH001,2025-10-07,2025-10-17,2025-10-17,0,268.08
DEL000359,SUP001,CH004,2025-10-01,2025-10-19,2025-10-27,8,1519.06
DEL000360,SUP001,CH004,2025-10-07,2025-10-25,2025-10-25,0,228.58
DEL000361,SUP006,CH005,2025-04-08,2025-04-15,2025-04-15,0,1649.44
DEL000362,SUP006,CH005,2025-04-11,2025-04-18,2025-04-18,0,325.05
DEL000363,SUP006,CH005,2025-04-11,2025-04-18,2025-04-18,0,867.61
DEL000364,SUP004,CH004,2025-10-10,2025-10-28,2025-10-28,0,1558.37
DEL000365,SUP008,CH004,2025-02-10,2025-02-28,2025-02-28,0,790.38
DEL000366,SUP008,CH004,2025-02-14,2025-03-04,2025-03-04,0,942.28
DEL000367,SUP005,CH005,2025-09-27,2025-10-04,2025-10-04,0,1189.86
DEL000368,SUP005,CH005,2025-10-05,2025-10-12,2025-10-12,0,1779.7
DEL000369,SUP005,CH005,2025-10-08,2025-10-15,2025-10-15,0,313.99
DEL000370,SUP013,CH004,2025-11-05,2025-11-23,2025-11-23,0,1032.12
DEL000371,SUP013,CH004,2025-11-08,2025-11-26,2025-11-26,0,1724.76
DEL000372,SUP013,CH004,2025-11-11,2025-11-29,2025-11-29,0,982.82
DEL000373,SUP011,CH002,2025-02-24,2025-03-24,2025-03-24,0,423.66
DEL000374,SUP008,CH002,2025-01-25,2025-02-22,2025-02-28,6,1183.02
DEL000375,SUP008,CH002,2025-01-29,2025-02-26,2025-03-09,11,222.04
DEL000376,SUP015,CH001,2025-07-29,2025-08-08,2025-08-08,0,1048.71
DEL000377,SUP015,CH001,2025-07-29,2025-08-08,2025-08-08,0,751.73
DEL000378,SUP015,CH001,2025-08-02,2025-08-12,2025-08-12,0,1452.51
DEL000379,SUP012,CH001,2026-01-17,2026-01-27,2026-01-27,0,1686.66
DEL000380,SUP012,CH001,2026-01-21,2026-01-31,2026-01-31,0,1075.18
DEL000381,SUP012,CH001,2026-01-21,2026-01-31,2026-02-15,15,924.01
DEL000382,SUP014,CH004,2025-02-23,2025-03-13,2025-03-13,0,409.47
DEL000383,SUP005,CH003,2025-04-09,2025-04-12,2025-04-22,10,1688.17
DEL000384,SUP005,CH003,2025-04-12,2025-04-15,2025-04-15,0,614.14
DEL000385,SUP005,CH003,2025-04-18,2025-04-21,2025-04-21,0,647.18
DEL000386,SUP007,CH003,2026-01-29,2026-02-01,2026-02-16,15,682.24
DEL000387,SUP007,CH003,2026-01-30,2026-02-02,2026-02-10,8,1288.06
DEL000388,SUP014,CH004,2025-08-01,2025-08-19,2025-08-19,0,1346.8
DEL000389,SUP014,CH004,2025-08-06,2025-08-24,2025-08-24,0,1115.12
DEL000390,SUP010,CH005,2025-06-18,2025-06-25,2025-06-25,0,398.3
DEL000391,SUP010,CH005,2025-06-18,2025-06-25,2025-06-25,0,409.2
DEL000392,SUP010,CH005,2025-06-27,2025-07-04,2025-07-04,0,1336.57
DEL000393,SUP015,CH003,2026-03-03,2026-03-06,2026-03-06,0,1053.2
DEL000394,SUP015,CH003,2026-03-04,2026-03-07,2026-03-07,0,222.6
DEL000395,SUP015,CH003,2026-03-11,2026-03-14,2026-03-20,6,373.2
DEL000396,SUP007,CH002,2025-12-11,2026-01-08,2026-01-08,0,805.79
DEL000397,SUP007,CH002,2025-12-19,2026-01-16,2026-01-16,0,343.57
DEL000398,SUP010,CH001,2025-06-07,2025-06-17,2025-06-17,0,1006.75
DEL000399,SUP006,CH001,2026-03-24,2026-04-03,2026-04-03,0,1632.81
DEL000400,SUP003,CH001,2025-12-17,2025-12-27,2025-12-27,0,350.95
DEL000401,SUP003,CH001,2025-12-18,2025-12-28,2025-12-28,0,349.23
DEL000402,SUP003,CH001,2025-12-21,2025-12-31,2025-12-31,0,1478.76
DEL000403,SUP002,CH001,2025-01-22,2025-02-01,2025-02-01,0,267.93
DEL000404,SUP002,CH001,2025-01-23,2025-02-02,2025-02-02,0,828.38
DEL000405,SUP002,CH001,2025-01-26,2025-02-05,2025-02-05,0,1629.99
DEL000406,SUP006,CH004,2026-02-02,2026-02-20,2026-02-20,0,1004.29
DEL000407,SUP012,CH001,2025-07-12,2025-07-22,2025-07-22,0,610.75
DEL000408,SUP012,CH001,2025-07-15,2025-07-25,2025-07-25,0,1748.15
DEL000409,SUP007,CH004,2025-09-21,2025-10-09,2025-10-09,0,1134.66
DEL000410,SUP007,CH004,2025-09-24,2025-10-12,2025-10-12,0,1102.18
DEL000411,SUP013,CH002,2026-02-26,2026-03-26,2026-03-26,0,389.88
DEL000412,SUP013,CH001,2025-04-30,2025-05-10,2025-05-10,0,1348.9
DEL000413,SUP013,CH001,2025-05-04,2025-05-14,2025-05-14,0,366.64
DEL000414,SUP013,CH001,2025-05-11,2025-05-21,2025-05-21,0,971.8
DEL000415,SUP001,CH002,2025-07-26,2025-08-23,2025-08-23,0,1715.99
DEL000416,SUP001,CH002,2025-08-03,2025-08-31,2025-08-31,0,504.07
DEL000417,SUP001,CH002,2025-08-05,2025-09-02,2025-09-02,0,307.45
DEL000418,SUP013,CH003,2025-09-29,2025-10-02,2025-10-02,0,1602.03
DEL000419,SUP013,CH003,2025-10-04,2025-10-07,2025-10-07,0,1059.48
DEL000420,SUP013,CH005,2025-08-02,2025-08-09,2025-08-09,0,515.14
DEL000421,SUP013,CH005,2025-08-06,2025-08-13,2025-08-13,0,752.61
DEL000422,SUP007,CH005,2025-10-13,2025-10-20,2025-10-20,0,1035.17
DEL000423,SUP007,CH005,2025-10-19,2025-10-26,2025-10-26,0,293.95
DEL000424,SUP007,CH005,2025-10-25,2025-11-01,2025-11-01,0,933.4
DEL000425,SUP009,CH005,2025-11-16,2025-11-23,2025-11-23,0,1590.98
DEL000426,SUP013,CH004,2025-09-29,2025-10-17,2025-10-17,0,546.03
DEL000427,SUP013,CH004,2025-10-03,2025-10-21,2025-10-21,0,500.97
DEL000428,SUP013,CH004,2025-10-08,2025-10-26,2025-10-31,5,1620.85
DEL000429,SUP006,CH004,2025-11-20,2025-12-08,2025-12-08,0,263.24
DEL000430,SUP011,CH003,2025-02-08,2025-02-11,2025-02-11,0,1410.4
DEL000431,SUP011,CH003,2025-02-09,2025-02-12,2025-02-12,0,719.43
DEL000432,SUP011,CH003,2025-02-14,2025-02-17,2025-02-17,0,1157.07
DEL000433,SUP001,CH002,2025-10-14,2025-11-11,2025-11-11,0,489.13
DEL000434,SUP001,CH002,2025-10-18,2025-11-15,2025-11-21,6,1422.52
DEL000435,SUP001,CH002,2025-10-25,2025-11-22,2025-12-06,14,307.16
DEL000436,SUP007,CH001,2025-01-14,2025-01-24,2025-01-24,0,996.8
DEL000437,SUP007,CH001,2025-01-19,2025-01-29,2025-01-29,0,421.73
DEL000438,SUP007,CH001,2025-01-23,2025-02-02,2025-02-02,0,1108.39
DEL000439,SUP014,CH003,2026-01-31,2026-02-03,2026-02-03,0,1357.99
DEL000440,SUP013,CH004,2025-11-26,2025-12-14,2025-12-18,4,290.06
DEL000441,SUP013,CH004,2025-12-04,2025-12-22,2025-12-22,0,881.99
DEL000442,SUP013,CH004,2025-12-05,2025-12-23,2025-12-23,0,1001.06
DEL000443,SUP015,CH003,2026-02-07,2026-02-10,2026-02-10,0,1618.14
DEL000444,SUP015,CH003,2026-02-16,2026-02-19,2026-02-19,0,869.72
DEL000445,SUP015,CH003,2026-02-19,2026-02-22,2026-02-22,0,939.56
DEL000446,SUP002,CH002,2025-07-16,2025-08-13,2025-08-26,13,1163.39
DEL000447,SUP002,CH002,2025-07-23,2025-08-20,2025-08-20,0,1556.27
DEL000448,SUP002,CH002,2025-07-24,2025-08-21,2025-08-25,4,275.6
DEL000449,SUP013,CH005,2025-05-19,2025-05-26,2025-05-26,0,217.5
DEL000450,SUP013,CH005,2025-05-21,2025-05-28,2025-05-28,0,1088.41
DEL000451,SUP006,CH002,2025-04-02,2025-04-30,2025-04-30,0,1089.4
DEL000452,SUP006,CH002,2025-04-05,2025-05-03,2025-05-03,0,1759.34
DEL000453,SUP001,CH003,2026-03-03,2026-03-06,2026-03-15,9,578.72
DEL000454,SUP001,CH003,2026-03-02,2026-03-05,2026-03-05,0,398.15
DEL000455,SUP011,CH005,2025-02-02,2025-02-09,2025-02-09,0,309.79
DEL000456,SUP011,CH005,2025-02-11,2025-02-18,2025-02-18,0,1411.76
DEL000457,SUP011,CH005,2025-02-15,2025-02-22,2025-02-22,0,715.94
DEL000458,SUP006,CH003,2025-11-23,2025-11-26,2025-11-26,0,1409.79
DEL000459,SUP006,CH003,2025-11-29,2025-12-02,2025-12-05,3,1063.1
DEL000460,SUP006,CH003,2025-12-01,2025-12-04,2025-12-04,0,278.52
DEL000461,SUP003,CH003,2025-08-08,2025-08-11,2025-08-11,0,1199.62
DEL000462,SUP003,CH003,2025-08-14,2025-08-17,2025-08-21,4,1043.84
DEL000463,SUP014,CH001,2025-05-06,2025-05-16,2025-05-16,0,1523.91
DEL000464,SUP013,CH004,2025-06-22,2025-07-10,2025-07-10,0,789.17
DEL000465,SUP013,CH004,2025-06-30,2025-07-18,2025-07-18,0,797.41
DEL000466,SUP004,CH004,2026-02-20,2026-03-10,2026-03-10,0,1505.17
DEL000467,SUP004,CH004,2026-03-01,2026-03-19,2026-03-19,0,377.31
DEL000468,SUP004,CH004,2026-03-04,2026-03-22,2026-03-22,0,843.42
DEL000469,SUP007,CH004,2025-04-02,2025-04-20,2025-04-20,0,538.79
DEL000470,SUP007,CH004,2025-04-07,2025-04-25,2025-05-04,9,1292.82
DEL000471,SUP015,CH005,2025-12-19,2025-12-26,2025-12-26,0,1227.71
DEL000472,SUP009,CH005,2026-03-01,2026-03-08,2026-03-08,0,1538.63
DEL000473,SUP009,CH005,2026-03-04,2026-03-11,2026-03-11,0,1077.78
DEL000474,SUP007,CH001,2026-03-28,2026-04-07,2026-04-07,0,1659.53
DEL000475,SUP007,CH001,2026-04-04,2026-04-14,2026-04-14,0,1526.54
DEL000476,SUP007,CH001,2026-04-08,2026-04-18,2026-04-18,0,1222.74
DEL000477,SUP013,CH005,2025-08-25,2025-09-01,2025-09-01,0,803.65
DEL000478,SUP013,CH005,2025-08-30,2025-09-06,2025-09-06,0,899.18
DEL000479,SUP013,CH005,2025-09-02,2025-09-09,2025-09-09,0,1044.07
DEL000480,SUP008,CH001,2026-02-07,2026-02-17,2026-02-17,0,1069.29
DEL000481,SUP008,CH001,2026-02-10,2026-02-20,2026-02-20,0,656.35
DEL000482,SUP012,CH001,2025-10-19,2025-10-29,2025-10-29,0,1285.3
DEL000483,SUP012,CH001,2025-10-27,2025-11-06,2025-11-06,0,266.0
DEL000484,SUP012,CH001,2025-10-30,2025-11-09,2025-11-09,0,225.29
DEL000485,SUP007,CH001,2025-10-29,2025-11-08,2025-11-08,0,1314.76
DEL000486,SUP007,CH001,2025-11-04,2025-11-14,2025-11-14,0,241.63
DEL000487,SUP015,CH005,2025-03-01,2025-03-08,2025-03-08,0,734.97
DEL000488,SUP013,CH001,2025-01-09,2025-01-19,2025-01-19,0,1244.11
DEL000489,SUP013,CH001,2025-01-12,2025-01-22,2025-01-22,0,1661.31
DEL000490,SUP006,CH001,2025-08-19,2025-08-29,2025-08-29,0,1405.54
DEL000491,SUP006,CH001,2025-08-22,2025-09-01,2025-09-01,0,572.08
DEL000492,SUP006,CH001,2025-08-23,2025-09-02,2025-09-02,0,988.54
DEL000493,SUP013,CH003,2026-02-06,2026-02-09,2026-02-09,0,1516.91
DEL000494,SUP001,CH002,2025-04-06,2025-05-04,2025-05-19,15,1690.92
DEL000495,SUP001,CH002,2025-04-05,2025-05-03,2025-05-03,0,748.16
DEL000496,SUP001,CH002,2025-04-11,2025-05-09,2025-05-24,15,994.5
DEL000497,SUP009,CH002,2025-02-11,2025-03-11,2025-03-11,0,1516.7
DEL000498,SUP013,CH002,2025-06-24,2025-07-22,2025-07-22,0,665.68
DEL000499,SUP013,CH002,2025-06-27,2025-07-25,2025-07-25,0,1263.33
DEL000500,SUP013,CH002,2025-07-03,2025-07-31,2025-07-31,0,872.26
DEL000501,SUP003,CH003,2025-04-23,2025-04-26,2025-04-26,0,1104.75
DEL000502,SUP003,CH003,2025-04-26,2025-04-29,2025-04-29,0,834.48
DEL000503,SUP003,CH003,2025-04-27,2025-04-30,2025-05-05,5,1489.31
DEL000504,SUP014,CH004,2025-08-15,2025-09-02,2025-09-02,0,837.83
DEL000505,SUP001,CH003,2025-08-18,2025-08-21,2025-08-21,0,1508.54
DEL000506,SUP014,CH005,2025-11-16,2025-11-23,2025-11-23,0,1132.29
DEL000507,SUP014,CH005,2025-11-19,2025-11-26,2025-11-26,0,1274.25
DEL000508,SUP012,CH003,2025-12-06,2025-12-09,2025-12-09,0,1599.76
DEL000509,SUP007,CH002,2025-03-26,2025-04-23,2025-04-23,0,1302.0
DEL000510,SUP007,CH002,2025-03-28,2025-04-25,2025-04-25,0,1335.29
DEL000511,SUP007,CH002,2025-04-03,2025-05-01,2025-05-01,0,567.92
DEL000512,SUP006,CH002,2025-06-11,2025-07-09,2025-07-09,0,423.2
DEL000513,SUP009,CH002,2025-01-18,2025-02-15,2025-02-15,0,1491.92
DEL000514,SUP009,CH002,2025-01-23,2025-02-20,2025-02-20,0,1385.3
DEL000515,SUP009,CH002,2025-01-24,2025-02-21,2025-02-21,0,204.33
DEL000516,SUP008,CH005,2025-07-01,2025-07-08,2025-07-08,0,1047.4
DEL000517,SUP008,CH005,2025-07-08,2025-07-15,2025-07-15,0,479.96
DEL000518,SUP005,CH004,2025-02-14,2025-03-04,2025-03-04,0,995.24
DEL000519,SUP005,CH004,2025-02-18,2025-03-08,2025-03-08,0,1358.42
DEL000520,SUP001,CH001,2025-09-04,2025-09-14,2025-09-14,0,1591.49
DEL000521,SUP001,CH001,2025-09-06,2025-09-16,2025-09-16,0,1244.46
DEL000522,SUP012,CH001,2025-11-07,2025-11-17,2025-11-17,0,1280.55
DEL000523,SUP012,CH001,2025-11-07,2025-11-17,2025-11-17,0,1619.88
DEL000524,SUP006,CH002,2025-03-19,2025-04-16,2025-04-16,0,615.59
DEL000525,SUP006,CH002,2025-03-23,2025-04-20,2025-05-03,13,1220.46
DEL000526,SUP006,CH002,2025-03-24,2025-04-21,2025-04-21,0,1307.02
DEL000527,SUP013,CH001,2025-04-24,2025-05-04,2025-05-04,0,1781.52
DEL000528,SUP013,CH001,2025-04-24,2025-05-04,2025-05-04,0,765.26
DEL000529,SUP007,CH001,2025-08-31,2025-09-10,2025-09-10,0,726.05
DEL000530,SUP007,CH001,2025-09-04,2025-09-14,2025-09-14,0,1309.61
DEL000531,SUP001,CH005,2025-01-25,2025-02-01,2025-02-01,0,1154.76
DEL000532,SUP009,CH004,2025-09-15,2025-10-03,2025-10-14,11,1729.38
DEL000533,SUP009,CH004,2025-09-20,2025-10-08,2025-10-08,0,551.99
DEL000534,SUP009,CH004,2025-09-23,2025-10-11,2025-10-11,0,555.13
DEL000535,SUP003,CH001,2026-01-29,2026-02-08,2026-02-08,0,1239.72
DEL000536,SUP003,CH001,2026-02-01,2026-02-11,2026-02-18,7,1459.11
DEL000537,SUP003,CH001,2026-02-05,2026-02-15,2026-02-15,0,535.08
DEL000538,SUP011,CH001,2025-07-21,2025-07-31,2025-07-31,0,890.11
DEL000539,SUP011,CH001,2025-07-26,2025-08-05,2025-08-05,0,1257.39
DEL000540,SUP011,CH001,2025-07-31,2025-08-10,2025-08-10,0,863.08
DEL000541,SUP001,CH001,2025-11-06,2025-11-16,2025-11-16,0,398.17
DEL000542,SUP001,CH001,2025-11-13,2025-11-23,2025-11-23,0,257.96
DEL000543,SUP015,CH003,2025-09-12,2025-09-15,2025-09-21,6,546.87
DEL000544,SUP015,CH003,2025-09-14,2025-09-17,2025-09-17,0,201.58
DEL000545,SUP014,CH001,2025-07-03,2025-07-13,2025-07-13,0,554.92
DEL000546,SUP012,CH004,2025-06-04,2025-06-22,2025-06-22,0,1770.04
DEL000547,SUP012,CH004,2025-06-04,2025-06-22,2025-06-22,0,1778.72
DEL000548,SUP012,CH004,2025-06-10,2025-06-28,2025-06-28,0,1196.91
DEL000549,SUP008,CH002,2026-03-18,2026-04-15,2026-04-15,0,806.6
DEL000550,SUP008,CH002,2026-03-21,2026-04-18,2026-04-18,0,292.16
DEL000551,SUP005,CH003,2025-07-05,2025-07-08,2025-07-08,0,1277.62
DEL000552,SUP005,CH003,2025-07-10,2025-07-13,2025-07-18,5,1567.03
DEL000553,SUP005,CH003,2025-07-14,2025-07-17,2025-07-17,0,211.97
DEL000554,SUP003,CH001,2025-11-18,2025-11-28,2025-11-28,0,1141.03
DEL000555,SUP003,CH001,2025-11-24,2025-12-04,2025-12-04,0,1150.87
DEL000556,SUP003,CH001,2025-11-30,2025-12-10,2025-12-10,0,1266.93
DEL000557,SUP001,CH002,2025-09-13,2025-10-11,2025-10-22,11,1778.6
DEL000558,SUP001,CH002,2025-09-17,2025-10-15,2025-10-26,11,869.24
DEL000559,SUP001,CH002,2025-09-22,2025-10-20,2025-10-20,0,1600.47
DEL000560,SUP008,CH005,2026-03-02,2026-03-09,2026-03-09,0,738.21
DEL000561,SUP008,CH005,2026-03-04,2026-03-11,2026-03-11,0,1662.43
DEL000562,SUP013,CH004,2025-01-12,2025-01-30,2025-01-30,0,1068.71
DEL000563,SUP013,CH004,2025-01-15,2025-02-02,2025-02-02,0,1118.15
DEL000564,SUP013,CH004,2025-01-17,2025-02-04,2025-02-04,0,405.09
DEL000565,SUP011,CH004,2025-08-03,2025-08-21,2025-08-21,0,1345.81
DEL000566,SUP011,CH004,2025-08-09,2025-08-27,2025-08-27,0,645.15
DEL000567,SUP001,CH004,2025-12-03,2025-12-21,2025-12-30,9,1078.22
DEL000568,SUP007,CH004,2025-02-04,2025-02-22,2025-02-22,0,1078.33
DEL000569,SUP007,CH004,2025-02-07,2025-02-25,2025-02-25,0,1248.18
DEL000570,SUP001,CH001,2025-03-03,2025-03-13,2025-03-13,0,1150.55
DEL000571,SUP001,CH001,2025-03-08,2025-03-18,2025-03-30,12,1439.07
DEL000572,SUP001,CH001,2025-03-14,2025-03-24,2025-03-28,4,1401.34
DEL000573,SUP013,CH002,2025-05-04,2025-06-01,2025-06-01,0,346.5
DEL000574,SUP013,CH002,2025-05-07,2025-06-04,2025-06-04,0,1387.73
DEL000575,SUP013,CH002,2025-05-08,2025-06-05,2025-06-12,7,627.09
DEL000576,SUP012,CH003,2026-01-24,2026-01-27,2026-02-03,7,568.17
DEL000577,SUP012,CH003,2026-01-25,2026-01-28,2026-01-28,0,1188.46
DEL000578,SUP007,CH002,2026-02-19,2026-03-19,2026-03-19,0,1423.56
DEL000579,SUP007,CH002,2026-02-23,2026-03-23,2026-03-23,0,937.57
DEL000580,SUP007,CH002,2026-03-01,2026-03-29,2026-03-29,0,597.88
DEL000581,SUP009,CH002,2025-04-09,2025-05-07,2025-05-07,0,992.86
DEL000582,SUP009,CH003,2025-08-02,2025-08-05,2025-08-13,8,1612.49
DEL000583,SUP013,CH001,2025-05-27,2025-06-06,2025-06-06,0,917.53
DEL000584,SUP013,CH001,2025-06-02,2025-06-12,2025-06-12,0,1357.69
DEL000585,SUP015,CH003,2026-03-15,2026-03-18,2026-03-18,0,555.12
DEL000586,SUP013,CH001,2025-04-18,2025-04-28,2025-04-28,0,528.42
DEL000587,SUP013,CH001,2025-04-22,2025-05-02,2025-05-02,0,1599.72
DEL000588,SUP013,CH001,2025-04-25,2025-05-05,2025-05-05,0,1743.33
DEL000589,SUP013,CH004,2025-03-04,2025-03-22,2025-03-22,0,471.9
DEL000590,SUP012,CH004,2026-03-05,2026-03-23,2026-03-23,0,1281.63
DEL000591,SUP012,CH004,2026-03-09,2026-03-27,2026-03-27,0,1700.33
DEL000592,SUP012,CH004,2026-03-12,2026-03-30,2026-03-30,0,1337.86
DEL000593,SUP013,CH001,2025-09-27,2025-10-07,2025-10-07,0,632.98
DEL000594,SUP005,CH004,2026-03-28,2026-04-15,2026-04-15,0,504.67
DEL000595,SUP005,CH004,2026-04-01,2026-04-19,2026-04-19,0,1302.24
DEL000596,SUP005,CH004,2026-04-07,2026-04-25,2026-04-25,0,1641.77
DEL000597,SUP008,CH003,2025-09-06,2025-09-09,2025-09-09,0,290.91
DEL000598,SUP008,CH003,2025-09-06,2025-09-09,2025-09-09,0,476.84
DEL000599,SUP011,CH001,2025-06-23,2025-07-03,2025-07-03,0,1338.75
DEL000600,SUP002,CH002,2025-10-17,2025-11-14,2025-11-14,0,398.06
DEL000601,SUP004,CH005,2025-10-04,2025-10-11,2025-10-11,0,699.36
DEL000602,SUP001,CH003,2025-02-02,2025-02-05,2025-02-05,0,1161.29
DEL000603,SUP001,CH003,2025-02-01,2025-02-04,2025-02-07,3,322.62
DEL000604,SUP001,CH003,2025-02-06,2025-02-09,2025-02-09,0,1275.18
DEL000605,SUP001,CH005,2025-03-26,2025-04-02,2025-04-06,4,783.49
DEL000606,SUP001,CH005,2025-03-31,2025-04-07,2025-04-07,0,1699.22
DEL000607,SUP003,CH005,2025-12-10,2025-12-17,2025-12-17,0,1363.22
DEL000608,SUP001,CH004,2025-03-10,2025-03-28,2025-04-02,5,1085.49
DEL000609,SUP011,CH003,2025-08-12,2025-08-15,2025-08-25,10,1690.87
DEL000610,SUP002,CH005,2025-03-18,2025-03-25,2025-03-25,0,205.79
DEL000611,SUP002,CH005,2025-03-22,2025-03-29,2025-03-29,0,1322.03
DEL000612,SUP013,CH001,2025-02-18,2025-02-28,2025-02-28,0,638.79
DEL000613,SUP013,CH001,2025-02-19,2025-03-01,2025-03-01,0,1492.53
DEL000614,SUP010,CH001,2026-03-22,2026-04-01,2026-04-01,0,379.4
DEL000615,SUP010,CH001,2026-03-26,2026-04-05,2026-04-05,0,412.07
DEL000616,SUP005,CH001,2025-02-20,2025-03-02,2025-03-02,0,1100.75
DEL000617,SUP013,CH003,2025-06-01,2025-06-04,2025-06-04,0,1483.05
DEL000618,SUP008,CH002,2025-09-13,2025-10-11,2025-10-11,0,982.36
DEL000619,SUP008,CH002,2025-09-17,2025-10-15,2025-10-15,0,362.3
DEL000620,SUP014,CH004,2026-01-02,2026-01-20,2026-01-20,0,314.84
DEL000621,SUP006,CH002,2025-01-10,2025-02-07,2025-02-07,0,1722.47
DEL000622,SUP006,CH002,2025-01-18,2025-02-15,2025-02-15,0,1226.66
DEL000623,SUP005,CH001,2026-03-11,2026-03-21,2026-03-21,0,718.12
DEL000624,SUP005,CH001,2026-03-16,2026-03-26,2026-03-26,0,253.78
DEL000625,SUP005,CH001,2026-03-18,2026-03-28,2026-03-28,0,1221.97
DEL000626,SUP008,CH001,2025-02-14,2025-02-24,2025-02-24,0,1352.73
DEL000627,SUP008,CH001,2025-02-20,2025-03-02,2025-03-02,0,979.17
DEL000628,SUP012,CH001,2025-01-07,2025-01-17,2025-01-17,0,609.5
DEL000629,SUP012,CH001,2025-01-16,2025-01-26,2025-02-09,14,240.8
DEL000630,SUP009,CH001,2025-02-02,2025-02-12,2025-02-12,0,667.03
DEL000631,SUP009,CH001,2025-02-08,2025-02-18,2025-02-18,0,697.96
DEL000632,SUP009,CH004,2025-02-20,2025-03-10,2025-03-10,0,850.4
DEL000633,SUP009,CH004,2025-02-24,2025-03-14,2025-03-14,0,639.95
DEL000634,SUP013,CH002,2025-04-17,2025-05-15,2025-05-15,0,744.22
DEL000635,SUP013,CH002,2025-04-18,2025-05-16,2025-05-16,0,1275.02
DEL000636,SUP006,CH004,2026-01-12,2026-01-30,2026-02-08,9,261.96
DEL000637,SUP012,CH004,2025-02-27,2025-03-17,2025-03-17,0,1284.71
DEL000638,SUP012,CH004,2025-03-03,2025-03-21,2025-03-21,0,753.94
DEL000639,SUP001,CH004,2025-05-07,2025-05-25,2025-05-25,0,1310.47
DEL000640,SUP005,CH004,2025-06-05,2025-06-23,2025-07-07,14,461.09
DEL000641,SUP009,CH005,2026-01-24,2026-01-31,2026-01-31,0,658.79
DEL000642,SUP009,CH005,2026-01-29,2026-02-05,2026-02-05,0,1296.4
DEL000643,SUP009,CH003,2025-09-10,2025-09-13,2025-09-19,6,1317.81
DEL000644,SUP009,CH003,2025-09-17,2025-09-20,2025-09-20,0,1683.09
DEL000645,SUP009,CH003,2025-09-18,2025-09-21,2025-09-24,3,1236.74
DEL000646,SUP005,CH003,2025-11-15,2025-11-18,2025-11-18,0,1025.44
DEL000647,SUP011,CH003,2025-06-21,2025-06-24,2025-07-03,9,679.22
DEL000648,SUP011,CH003,2025-06-22,2025-06-25,2025-07-08,13,1560.45
DEL000649,SUP004,CH001,2025-05-12,2025-05-22,2025-05-22,0,1045.86
DEL000650,SUP009,CH001,2025-11-07,2025-11-17,2025-11-17,0,1092.16
DEL000651,SUP009,CH001,2025-11-09,2025-11-19,2025-11-25,6,1099.11
DEL000652,SUP014,CH001,2026-03-28,2026-04-07,2026-04-12,5,782.98
DEL000653,SUP014,CH001,2026-03-28,2026-04-07,2026-04-07,0,724.96
