batch_id,delivery_item_id,po_item_id,product_id,supplier_id,warehouse_id,received_date,quantity_received,purchase_unit_price,quantity_remaining
BAT0000290,DELI0000290,POI000146,PROD037,SUP008,WH004,2025-06-02,50,21.69,50
BAT0000291,DELI0000291,POI000147,PROD003,SUP002,WH003,2025-03-30,193,109.44,0
BAT0000292,DELI0000292,POI000148,PROD027,SUP007,WH002,2025-07-31,133,57.77,133
BAT0000293,DELI0000293,POI000149,PROD045,SUP007,WH005,2025-07-31,115,97.58,115
BAT0000294,DELI0000294,POI000150,PROD044,SUP007,WH005,2025-07-31,38,42.04,38
BAT0000295,DELI0000295,POI000148,PROD027,SUP007,WH001,2025-08-22,79,57.77,79
BAT0000296,DELI0000296,POI000149,PROD045,SUP007,WH002,2025-08-22,82,97.58,82
BAT0000297,DELI0000297,POI000150,PROD044,SUP007,WH003,2025-08-22,87,42.04,87
BAT0000298,DELI0000298,POI000151,PROD017,SUP011,WH005,2025-10-10,37,75.13,37
BAT0000299,DELI0000299,POI000151,PROD017,SUP011,WH001,2025-10-18,54,75.13,54
BAT0000300,DELI0000300,POI000152,PROD014,SUP004,WH005,2025-08-11,89,93.46,89
BAT0000301,DELI0000301,POI000152,PROD014,SUP004,WH004,2025-08-19,72,93.46,72
BAT0000302,DELI0000302,POI000153,PROD036,SUP013,WH002,2025-04-09,73,27.23,0
BAT0000303,DELI0000303,POI000154,PROD048,SUP013,WH001,2025-04-09,97,38.8,97
BAT0000304,DELI0000304,POI000155,PROD032,SUP013,WH005,2025-04-09,46,111.6,46
BAT0000305,DELI0000305,POI000153,PROD036,SUP013,WH002,2025-04-16,118,27.23,105
BAT0000306,DELI0000306,POI000154,PROD048,SUP013,WH001,2025-04-16,111,38.8,111
BAT0000307,DELI0000307,POI000155,PROD032,SUP013,WH003,2025-04-16,79,111.6,79
BAT0000308,DELI0000308,POI000156,PROD044,SUP007,WH005,2025-04-27,69,40.03,69
BAT0000309,DELI0000309,POI000157,PROD027,SUP007,WH001,2025-04-27,45,58.64,45
BAT0000310,DELI0000310,POI000156,PROD044,SUP007,WH005,2025-05-02,35,40.03,35
BAT0000311,DELI0000311,POI000157,PROD027,SUP007,WH001,2025-05-02,89,58.64,89
BAT0000312,DELI0000312,POI000158,PROD026,SUP011,WH005,2025-03-13,23,31.91,0
BAT0000313,DELI0000313,POI000158,PROD026,SUP011,WH004,2025-03-21,35,31.91,35
BAT0000314,DELI0000314,POI000158,PROD026,SUP011,WH003,2025-03-21,17,31.91,17
BAT0000315,DELI0000315,POI000159,PROD042,SUP010,WH005,2025-09-23,52,103.16,52
BAT0000316,DELI0000316,POI000159,PROD042,SUP010,WH003,2025-10-12,46,103.16,46
BAT0000317,DELI0000317,POI000160,PROD021,SUP015,WH004,2025-06-18,83,96.43,83
BAT0000318,DELI0000318,POI000161,PROD022,SUP015,WH004,2025-06-18,84,47.32,84
BAT0000319,DELI0000319,POI000162,PROD020,SUP015,WH001,2025-06-18,76,79.25,76
BAT0000320,DELI0000320,POI000160,PROD021,SUP015,WH004,2025-06-21,100,96.43,100
BAT0000321,DELI0000321,POI000161,PROD022,SUP015,WH003,2025-06-21,111,47.32,111
BAT0000322,DELI0000322,POI000162,PROD020,SUP015,WH004,2025-06-21,84,79.25,84
BAT0000323,DELI0000323,POI000163,PROD003,SUP002,WH002,2025-05-26,50,102.51,50
BAT0000324,DELI0000324,POI000163,PROD003,SUP002,WH004,2025-05-31,46,102.51,46
BAT0000325,DELI0000325,POI000163,PROD003,SUP002,WH002,2025-06-05,43,102.51,43
BAT0000326,DELI0000326,POI000164,PROD047,SUP003,WH005,2025-09-29,206,53.43,206
BAT0000327,DELI0000327,POI000165,PROD005,SUP008,WH003,2026-03-14,63,17.08,63
BAT0000328,DELI0000328,POI000165,PROD005,SUP008,WH005,2026-03-15,142,17.08,142
BAT0000329,DELI0000329,POI000166,PROD028,SUP013,WH004,2025-04-27,55,11.89,55
BAT0000330,DELI0000330,POI000166,PROD028,SUP013,WH004,2025-05-02,68,11.89,68
BAT0000331,DELI0000331,POI000167,PROD034,SUP001,WH005,2025-10-13,42,43.55,42
BAT0000332,DELI0000332,POI000167,PROD034,SUP001,WH003,2025-11-03,24,43.55,24
BAT0000333,DELI0000333,POI000168,PROD017,SUP004,WH002,2025-10-10,61,75.87,61
BAT0000334,DELI0000334,POI000169,PROD024,SUP006,WH003,2025-08-18,128,107.38,128
BAT0000335,DELI0000335,POI000169,PROD024,SUP006,WH004,2025-08-14,75,107.38,75
BAT0000336,DELI0000336,POI000170,PROD032,SUP005,WH004,2025-06-09,94,117.84,94
BAT0000337,DELI0000337,POI000170,PROD032,SUP005,WH005,2025-06-15,115,117.84,115
BAT0000338,DELI0000338,POI000171,PROD031,SUP013,WH004,2025-10-03,90,88.02,90
BAT0000339,DELI0000339,POI000171,PROD031,SUP013,WH003,2025-09-30,44,88.02,44
BAT0000340,DELI0000340,POI000172,PROD035,SUP007,WH004,2025-07-20,27,63.64,27
BAT0000341,DELI0000341,POI000173,PROD001,SUP007,WH003,2025-07-20,152,99.12,152
BAT0000342,DELI0000342,POI000172,PROD035,SUP007,WH002,2025-07-24,15,63.64,15
BAT0000343,DELI0000343,POI000173,PROD001,SUP007,WH004,2025-07-24,27,99.12,27
BAT0000344,DELI0000344,POI000172,PROD035,SUP007,WH002,2025-08-12,12,63.64,12
BAT0000345,DELI0000345,POI000173,PROD001,SUP007,WH003,2025-08-12,39,99.12,39
BAT0000346,DELI0000346,POI000174,PROD039,SUP013,WH003,2026-01-02,27,31.14,27
BAT0000347,DELI0000347,POI000175,PROD024,SUP013,WH003,2026-01-02,19,102.75,19
BAT0000348,DELI0000348,POI000174,PROD039,SUP013,WH005,2026-01-10,12,31.14,12
BAT0000349,DELI0000349,POI000175,PROD024,SUP013,WH003,2026-01-10,8,102.75,8
BAT0000350,DELI0000350,POI000174,PROD039,SUP013,WH005,2026-01-11,22,31.14,22
BAT0000351,DELI0000351,POI000175,PROD024,SUP013,WH001,2026-01-11,13,102.75,13
BAT0000352,DELI0000352,POI000176,PROD025,SUP001,WH002,2025-12-04,113,83.76,113
BAT0000353,DELI0000353,POI000176,PROD025,SUP001,WH001,2025-12-07,54,83.76,54
BAT0000354,DELI0000354,POI000177,PROD009,SUP014,WH004,2025-03-13,96,24.91,41
BAT0000355,DELI0000355,POI000177,PROD009,SUP014,WH004,2025-03-19,39,24.91,39
BAT0000356,DELI0000356,POI000177,PROD009,SUP014,WH005,2025-03-23,78,24.91,78
BAT0000357,DELI0000357,POI000178,PROD008,SUP007,WH004,2025-02-14,73,89.03,73
BAT0000358,DELI0000358,POI000178,PROD008,SUP007,WH004,2025-02-17,117,89.03,117
BAT0000359,DELI0000359,POI000179,PROD010,SUP008,WH001,2026-02-02,82,54.34,82
BAT0000360,DELI0000360,POI000180,PROD005,SUP008,WH001,2026-02-02,103,17.3,103
BAT0000361,DELI0000361,POI000181,PROD027,SUP007,WH002,2025-05-01,107,57.88,107
BAT0000362,DELI0000362,POI000181,PROD027,SUP007,WH004,2025-05-06,51,57.88,51
BAT0000363,DELI0000363,POI000182,PROD015,SUP010,WH002,2025-08-23,44,63.95,44
BAT0000364,DELI0000364,POI000182,PROD015,SUP010,WH003,2025-08-28,35,63.95,35
BAT0000365,DELI0000365,POI000182,PROD015,SUP010,WH005,2025-08-30,39,63.95,39
BAT0000366,DELI0000366,POI000183,PROD035,SUP005,WH004,2026-03-16,208,58.02,208
BAT0000367,DELI0000367,POI000184,PROD002,SUP005,WH005,2026-03-16,187,58.27,187
BAT0000368,DELI0000368,POI000185,PROD041,SUP007,WH003,2025-09-16,22,57.85,22
BAT0000369,DELI0000369,POI000185,PROD041,SUP007,WH004,2025-09-22,35,57.85,35
BAT0000370,DELI0000370,POI000186,PROD016,SUP004,WH005,2025-01-20,123,33.96,0
BAT0000371,DELI0000371,POI000186,PROD016,SUP004,WH003,2025-01-29,43,33.96,0
BAT0000372,DELI0000372,POI000186,PROD016,SUP004,WH003,2025-01-30,35,33.96,0
BAT0000373,DELI0000373,POI000187,PROD020,SUP009,WH004,2026-01-08,81,78.29,81
BAT0000374,DELI0000374,POI000188,PROD041,SUP009,WH003,2026-01-08,87,61.65,87
BAT0000375,DELI0000375,POI000187,PROD020,SUP009,WH003,2026-01-13,131,78.29,131
BAT0000376,DELI0000376,POI000188,PROD041,SUP009,WH003,2026-01-13,60,61.65,60
BAT0000377,DELI0000377,POI000189,PROD024,SUP006,WH001,2025-07-08,174,118.72,174
BAT0000378,DELI0000378,POI000190,PROD047,SUP006,WH002,2025-07-08,171,48.43,162
BAT0000379,DELI0000379,POI000191,PROD008,SUP012,WH001,2026-04-10,99,105.31,99
BAT0000380,DELI0000380,POI000192,PROD002,SUP012,WH005,2026-04-10,135,61.27,135
BAT0000381,DELI0000381,POI000193,PROD032,SUP001,WH002,2026-01-03,66,102.4,66
BAT0000382,DELI0000382,POI000194,PROD040,SUP001,WH002,2026-01-03,110,73.06,110
BAT0000383,DELI0000383,POI000195,PROD029,SUP005,WH004,2026-01-21,20,25.69,20
BAT0000384,DELI0000384,POI000196,PROD003,SUP005,WH003,2026-01-21,36,111.41,36
BAT0000385,DELI0000385,POI000195,PROD029,SUP005,WH005,2026-01-29,14,25.69,14
BAT0000386,DELI0000386,POI000196,PROD003,SUP005,WH005,2026-01-29,18,111.41,18
BAT0000387,DELI0000387,POI000195,PROD029,SUP005,WH005,2026-02-03,18,25.69,18
BAT0000388,DELI0000388,POI000196,PROD003,SUP005,WH003,2026-02-03,29,111.41,29
BAT0000389,DELI0000389,POI000197,PROD005,SUP006,WH002,2025-12-26,20,18.19,20
BAT0000390,DELI0000390,POI000198,PROD017,SUP006,WH003,2025-12-26,65,69.68,65
BAT0000391,DELI0000391,POI000197,PROD005,SUP006,WH002,2025-12-29,14,18.19,14
BAT0000392,DELI0000392,POI000198,PROD017,SUP006,WH003,2025-12-29,35,69.68,35
BAT0000393,DELI0000393,POI000197,PROD005,SUP006,WH002,2026-01-07,8,18.19,8
BAT0000394,DELI0000394,POI000198,PROD017,SUP006,WH003,2026-01-07,18,69.68,18
BAT0000395,DELI0000395,POI000199,PROD034,SUP013,WH005,2025-12-20,21,50.25,21
BAT0000396,DELI0000396,POI000199,PROD034,SUP013,WH002,2025-12-25,21,50.25,21
BAT0000397,DELI0000397,POI000200,PROD036,SUP013,WH001,2026-01-28,23,32.7,23
BAT0000398,DELI0000398,POI000200,PROD036,SUP013,WH001,2026-02-02,19,32.7,19
BAT0000399,DELI0000399,POI000200,PROD036,SUP013,WH005,2026-02-03,10,32.7,10
BAT0000400,DELI0000400,POI000201,PROD043,SUP008,WH002,2025-06-28,80,80.52,80
BAT0000401,DELI0000401,POI000202,PROD017,SUP006,WH004,2026-03-14,160,66.96,160
BAT0000402,DELI0000402,POI000203,PROD019,SUP010,WH001,2026-02-02,37,109.04,37
BAT0000403,DELI0000403,POI000203,PROD019,SUP010,WH005,2026-02-05,22,109.04,22
BAT0000404,DELI0000404,POI000203,PROD019,SUP010,WH003,2026-02-12,34,109.04,34
BAT0000405,DELI0000405,POI000204,PROD022,SUP015,WH004,2025-12-31,119,43.93,119
BAT0000406,DELI0000406,POI000205,PROD021,SUP015,WH004,2025-12-31,26,96.09,26
BAT0000407,DELI0000407,POI000204,PROD022,SUP015,WH003,2025-12-26,72,43.93,72
BAT0000408,DELI0000408,POI000205,PROD021,SUP015,WH002,2025-12-26,52,96.09,52
BAT0000409,DELI0000409,POI000206,PROD026,SUP009,WH003,2025-04-03,40,28.58,40
BAT0000410,DELI0000410,POI000206,PROD026,SUP009,WH004,2025-04-09,33,28.58,33
BAT0000411,DELI0000411,POI000207,PROD008,SUP007,WH001,2025-12-02,40,93.08,40
BAT0000412,DELI0000412,POI000207,PROD008,SUP007,WH004,2025-12-05,20,93.08,20
BAT0000413,DELI0000413,POI000207,PROD008,SUP007,WH004,2025-12-06,23,93.08,23
BAT0000414,DELI0000414,POI000208,PROD040,SUP001,WH005,2025-06-07,70,73.06,70
BAT0000415,DELI0000415,POI000209,PROD042,SUP001,WH001,2025-06-07,33,89.11,33
BAT0000416,DELI0000416,POI000208,PROD040,SUP001,WH002,2025-06-04,84,73.06,84
BAT0000417,DELI0000417,POI000209,PROD042,SUP001,WH002,2025-06-04,54,89.11,30
BAT0000418,DELI0000418,POI000210,PROD014,SUP014,WH003,2025-05-09,44,104.94,44
BAT0000419,DELI0000419,POI000210,PROD014,SUP014,WH001,2025-05-10,25,104.94,25
BAT0000420,DELI0000420,POI000211,PROD012,SUP013,WH001,2026-01-26,81,116.69,81
BAT0000421,DELI0000421,POI000212,PROD038,SUP013,WH005,2026-01-26,45,65.69,45
BAT0000422,DELI0000422,POI000211,PROD012,SUP013,WH004,2026-01-30,56,116.69,56
BAT0000423,DELI0000423,POI000212,PROD038,SUP013,WH005,2026-01-30,50,65.69,50
BAT0000424,DELI0000424,POI000213,PROD047,SUP003,WH005,2026-03-03,34,50.25,34
BAT0000425,DELI0000425,POI000213,PROD047,SUP003,WH002,2026-03-05,21,50.25,21
BAT0000426,DELI0000426,POI000213,PROD047,SUP003,WH005,2026-03-14,14,50.25,14
BAT0000427,DELI0000427,POI000214,PROD037,SUP009,WH004,2026-02-26,56,21.6,56
BAT0000428,DELI0000428,POI000214,PROD037,SUP009,WH004,2026-03-04,29,21.6,29
BAT0000429,DELI0000429,POI000215,PROD011,SUP004,WH005,2025-06-21,125,55.34,90
BAT0000430,DELI0000430,POI000216,PROD022,SUP015,WH003,2025-03-20,110,47.55,0
BAT0000431,DELI0000431,POI000216,PROD022,SUP015,WH005,2025-03-20,71,47.55,0
BAT0000432,DELI0000432,POI000217,PROD021,SUP008,WH001,2025-06-09,210,89.57,210
BAT0000433,DELI0000433,POI000218,PROD041,SUP008,WH005,2025-06-09,44,60.51,0
BAT0000434,DELI0000434,POI000219,PROD036,SUP014,WH001,2025-08-24,116,27.06,116
BAT0000435,DELI0000435,POI000219,PROD036,SUP014,WH002,2025-08-29,51,27.06,51
BAT0000436,DELI0000436,POI000219,PROD036,SUP014,WH002,2025-08-31,28,27.06,28
BAT0000437,DELI0000437,POI000220,PROD023,SUP005,WH001,2025-07-16,46,112.77,0
BAT0000438,DELI0000438,POI000220,PROD023,SUP005,WH002,2025-07-22,38,112.77,0
BAT0000439,DELI0000439,POI000221,PROD028,SUP015,WH002,2025-12-31,27,12.4,27
BAT0000440,DELI0000440,POI000221,PROD028,SUP015,WH005,2026-01-15,24,12.4,24
BAT0000441,DELI0000441,POI000222,PROD015,SUP015,WH002,2026-03-27,188,55.0,188
BAT0000442,DELI0000442,POI000223,PROD007,SUP009,WH004,2025-04-11,31,87.17,31
BAT0000443,DELI0000443,POI000223,PROD007,SUP009,WH004,2025-04-15,11,87.17,11
BAT0000444,DELI0000444,POI000223,PROD007,SUP009,WH005,2025-04-21,9,87.17,9
BAT0000445,DELI0000445,POI000224,PROD032,SUP013,WH003,2025-09-23,44,111.0,44
BAT0000446,DELI0000446,POI000225,PROD046,SUP013,WH001,2025-09-23,53,105.91,53
BAT0000447,DELI0000447,POI000224,PROD032,SUP013,WH002,2025-10-01,15,111.0,15
BAT0000448,DELI0000448,POI000225,PROD046,SUP013,WH003,2025-10-01,30,105.91,30
BAT0000449,DELI0000449,POI000224,PROD032,SUP013,WH003,2025-10-04,11,111.0,11
BAT0000450,DELI0000450,POI000225,PROD046,SUP013,WH004,2025-10-04,41,105.91,41
BAT0000451,DELI0000451,POI000226,PROD001,SUP004,WH002,2025-11-20,93,97.88,93
BAT0000452,DELI0000452,POI000227,PROD009,SUP008,WH005,2025-08-02,152,21.17,152
BAT0000453,DELI0000453,POI000228,PROD018,SUP014,WH002,2025-10-08,120,15.18,120
BAT0000454,DELI0000454,POI000229,PROD036,SUP014,WH004,2025-10-08,118,28.18,118
BAT0000455,DELI0000455,POI000230,PROD012,SUP013,WH005,2025-08-04,82,119.86,82
BAT0000456,DELI0000456,POI000230,PROD012,SUP013,WH002,2025-08-05,41,119.86,41
BAT0000457,DELI0000457,POI000231,PROD037,SUP008,WH002,2025-10-24,85,21.07,85
BAT0000458,DELI0000458,POI000231,PROD037,SUP008,WH003,2025-10-28,87,21.07,87
BAT0000459,DELI0000459,POI000232,PROD025,SUP014,WH001,2025-08-14,116,89.38,116
BAT0000460,DELI0000460,POI000233,PROD019,SUP010,WH002,2025-01-26,167,104.11,0
BAT0000461,DELI0000461,POI000234,PROD016,SUP013,WH005,2025-04-04,75,35.07,33
BAT0000462,DELI0000462,POI000235,PROD024,SUP013,WH005,2025-04-04,98,108.29,0
BAT0000463,DELI0000463,POI000236,PROD002,SUP005,WH004,2026-04-06,70,62.29,70
BAT0000464,DELI0000464,POI000236,PROD002,SUP005,WH001,2026-04-09,106,62.29,106
BAT0000465,DELI0000465,POI000237,PROD032,SUP013,WH003,2025-05-13,37,121.92,37
BAT0000466,DELI0000466,POI000238,PROD028,SUP013,WH004,2025-05-13,56,14.1,56
BAT0000467,DELI0000467,POI000237,PROD032,SUP013,WH003,2025-05-17,22,121.92,22
BAT0000468,DELI0000468,POI000238,PROD028,SUP013,WH005,2025-05-17,78,14.1,78
BAT0000469,DELI0000469,POI000239,PROD039,SUP002,WH004,2025-07-26,72,32.54,72
BAT0000470,DELI0000470,POI000239,PROD039,SUP002,WH004,2025-07-31,43,32.54,43
BAT0000471,DELI0000471,POI000239,PROD039,SUP002,WH001,2025-08-07,29,32.54,29
BAT0000472,DELI0000472,POI000240,PROD016,SUP004,WH001,2025-06-05,41,33.76,41
BAT0000473,DELI0000473,POI000240,PROD016,SUP004,WH004,2025-06-10,52,33.76,52
BAT0000474,DELI0000474,POI000240,PROD016,SUP004,WH003,2025-06-24,42,33.76,42
BAT0000475,DELI0000475,POI000241,PROD006,SUP007,WH003,2026-03-03,28,127.8,28
BAT0000476,DELI0000476,POI000242,PROD008,SUP007,WH001,2026-03-03,17,100.01,17
BAT0000477,DELI0000477,POI000243,PROD038,SUP007,WH001,2026-03-03,24,61.83,24
BAT0000478,DELI0000478,POI000241,PROD006,SUP007,WH002,2026-03-08,5,127.8,5
BAT0000479,DELI0000479,POI000242,PROD008,SUP007,WH005,2026-03-08,23,100.01,23
BAT0000480,DELI0000480,POI000243,PROD038,SUP007,WH005,2026-03-08,25,61.83,25
BAT0000481,DELI0000481,POI000241,PROD006,SUP007,WH001,2026-03-14,10,127.8,10
BAT0000482,DELI0000482,POI000242,PROD008,SUP007,WH003,2026-03-14,18,100.01,18
BAT0000483,DELI0000483,POI000243,PROD038,SUP007,WH005,2026-03-14,18,61.83,18
BAT0000484,DELI0000484,POI000244,PROD045,SUP010,WH002,2026-03-01,41,102.77,41
BAT0000485,DELI0000485,POI000244,PROD045,SUP010,WH004,2026-03-17,29,102.77,29
BAT0000486,DELI0000486,POI000244,PROD045,SUP010,WH005,2026-03-08,24,102.77,24
BAT0000487,DELI0000487,POI000245,PROD022,SUP003,WH004,2025-10-17,48,48.43,48
BAT0000488,DELI0000488,POI000246,PROD034,SUP001,WH002,2025-10-27,95,43.55,95
BAT0000489,DELI0000489,POI000246,PROD034,SUP001,WH005,2025-10-25,48,43.55,48
BAT0000490,DELI0000490,POI000247,PROD021,SUP006,WH004,2025-04-15,91,85.7,91
BAT0000491,DELI0000491,POI000247,PROD021,SUP006,WH001,2025-04-18,26,85.7,26
BAT0000492,DELI0000492,POI000247,PROD021,SUP006,WH004,2025-04-18,16,85.7,16
BAT0000493,DELI0000493,POI000248,PROD011,SUP004,WH004,2025-10-28,130,52.9,130
BAT0000494,DELI0000494,POI000249,PROD009,SUP008,WH003,2025-02-28,62,21.96,0
BAT0000495,DELI0000495,POI000249,PROD009,SUP008,WH001,2025-03-04,108,21.96,0
BAT0000496,DELI0000496,POI000250,PROD047,SUP005,WH003,2025-10-04,115,49.5,115
BAT0000497,DELI0000497,POI000251,PROD023,SUP005,WH004,2025-10-04,84,116.21,84
BAT0000498,DELI0000498,POI000250,PROD047,SUP005,WH004,2025-10-12,20,49.5,20
BAT0000499,DELI0000499,POI000251,PROD023,SUP005,WH003,2025-10-12,42,116.21,42
BAT0000500,DELI0000500,POI000250,PROD047,SUP005,WH004,2025-10-15,37,49.5,37
BAT0000501,DELI0000501,POI000251,PROD023,SUP005,WH005,2025-10-15,84,116.21,84
BAT0000502,DELI0000502,POI000252,PROD004,SUP013,WH004,2025-11-23,111,84.13,111
BAT0000503,DELI0000503,POI000252,PROD004,SUP013,WH001,2025-11-26,35,84.13,35
BAT0000504,DELI0000504,POI000252,PROD004,SUP013,WH003,2025-11-29,29,84.13,29
BAT0000505,DELI0000505,POI000253,PROD030,SUP011,WH003,2025-03-24,88,89.36,0
BAT0000506,DELI0000506,POI000254,PROD048,SUP008,WH004,2025-02-28,73,41.27,0
BAT0000507,DELI0000507,POI000254,PROD048,SUP008,WH005,2025-03-09,91,41.27,0
BAT0000508,DELI0000508,POI000255,PROD020,SUP015,WH005,2025-08-08,65,78.66,65
BAT0000509,DELI0000509,POI000255,PROD020,SUP015,WH004,2025-08-08,26,78.66,26
BAT0000510,DELI0000510,POI000255,PROD020,SUP015,WH004,2025-08-12,31,78.66,31
BAT0000511,DELI0000511,POI000256,PROD036,SUP012,WH002,2026-01-27,30,30.4,30
BAT0000512,DELI0000512,POI000257,PROD016,SUP012,WH005,2026-01-27,26,32.68,26
BAT0000513,DELI0000513,POI000256,PROD036,SUP012,WH003,2026-01-31,5,30.4,5
BAT0000514,DELI0000514,POI000257,PROD016,SUP012,WH005,2026-01-31,25,32.68,25
BAT0000515,DELI0000515,POI000256,PROD036,SUP012,WH004,2026-02-15,9,30.4,9
BAT0000516,DELI0000516,POI000257,PROD016,SUP012,WH004,2026-02-15,33,32.68,33
BAT0000517,DELI0000517,POI000258,PROD009,SUP014,WH002,2025-03-13,98,22.71,91
BAT0000518,DELI0000518,POI000259,PROD035,SUP005,WH005,2025-04-22,105,58.96,105
BAT0000519,DELI0000519,POI000259,PROD035,SUP005,WH002,2025-04-15,52,58.96,14
BAT0000520,DELI0000520,POI000259,PROD035,SUP005,WH003,2025-04-21,53,58.96,53
BAT0000521,DELI0000521,POI000260,PROD038,SUP007,WH004,2026-02-16,60,62.88,60
BAT0000522,DELI0000522,POI000260,PROD038,SUP007,WH001,2026-02-10,135,62.88,135
BAT0000523,DELI0000523,POI000261,PROD009,SUP014,WH005,2025-08-19,78,21.74,78
BAT0000524,DELI0000524,POI000261,PROD009,SUP014,WH002,2025-08-24,83,21.74,83
BAT0000525,DELI0000525,POI000262,PROD015,SUP010,WH002,2025-06-25,18,57.0,18
BAT0000526,DELI0000526,POI000262,PROD015,SUP010,WH003,2025-06-25,18,57.0,18
BAT0000527,DELI0000527,POI000262,PROD015,SUP010,WH005,2025-07-04,11,57.0,11
BAT0000528,DELI0000528,POI000263,PROD015,SUP015,WH005,2026-03-06,60,56.99,60
BAT0000529,DELI0000529,POI000263,PROD015,SUP015,WH004,2026-03-07,69,56.99,69
BAT0000530,DELI0000530,POI000263,PROD015,SUP015,WH001,2026-03-20,34,56.99,34
BAT0000531,DELI0000531,POI000264,PROD035,SUP007,WH001,2026-01-08,40,56.14,40
BAT0000532,DELI0000532,POI000264,PROD035,SUP007,WH004,2026-01-16,49,56.14,49
BAT0000533,DELI0000533,POI000265,PROD045,SUP010,WH002,2025-06-17,80,108.43,80
BAT0000534,DELI0000534,POI000266,PROD021,SUP006,WH003,2026-04-03,207,99.86,207
BAT0000535,DELI0000535,POI000267,PROD008,SUP003,WH003,2025-12-27,42,103.85,42
BAT0000536,DELI0000536,POI000267,PROD008,SUP003,WH004,2025-12-28,10,103.85,10
BAT0000537,DELI0000537,POI000267,PROD008,SUP003,WH004,2025-12-31,9,103.85,9
BAT0000538,DELI0000538,POI000268,PROD005,SUP002,WH002,2025-02-01,63,17.43,0
BAT0000539,DELI0000539,POI000268,PROD005,SUP002,WH004,2025-02-02,32,17.43,0
BAT0000540,DELI0000540,POI000268,PROD005,SUP002,WH005,2025-02-05,38,17.43,0
BAT0000541,DELI0000541,POI000269,PROD044,SUP006,WH004,2026-02-20,176,43.87,176
BAT0000542,DELI0000542,POI000270,PROD016,SUP012,WH005,2025-07-22,122,34.56,122
BAT0000543,DELI0000543,POI000270,PROD016,SUP012,WH005,2025-07-25,56,34.56,56
BAT0000544,DELI0000544,POI000271,PROD041,SUP007,WH002,2025-10-09,26,58.4,26
BAT0000545,DELI0000545,POI000271,PROD041,SUP007,WH001,2025-10-12,39,58.4,39
BAT0000546,DELI0000546,POI000272,PROD032,SUP013,WH004,2026-03-26,86,120.96,86
BAT0000547,DELI0000547,POI000273,PROD024,SUP013,WH003,2026-03-26,50,117.02,50
BAT0000548,DELI0000548,POI000274,PROD031,SUP013,WH005,2026-03-26,42,93.46,42
BAT0000549,DELI0000549,POI000275,PROD013,SUP013,WH001,2025-05-10,41,76.68,37
BAT0000550,DELI0000550,POI000275,PROD013,SUP013,WH003,2025-05-14,32,76.68,32
BAT0000551,DELI0000551,POI000275,PROD013,SUP013,WH003,2025-05-21,14,76.68,14
BAT0000552,DELI0000552,POI000276,PROD032,SUP001,WH005,2025-08-23,87,102.4,87
BAT0000553,DELI0000553,POI000277,PROD034,SUP001,WH004,2025-08-23,24,43.55,24
BAT0000554,DELI0000554,POI000276,PROD032,SUP001,WH002,2025-08-31,77,102.4,77
BAT0000555,DELI0000555,POI000277,PROD034,SUP001,WH004,2025-08-31,12,43.55,12
BAT0000556,DELI0000556,POI000276,PROD032,SUP001,WH005,2025-09-02,41,102.4,41
BAT0000557,DELI0000557,POI000277,PROD034,SUP001,WH004,2025-09-02,19,43.55,19
BAT0000558,DELI0000558,POI000278,PROD016,SUP013,WH003,2025-10-02,55,33.04,55
BAT0000559,DELI0000559,POI000279,PROD028,SUP013,WH005,2025-10-02,62,12.12,62
BAT0000560,DELI0000560,POI000278,PROD016,SUP013,WH005,2025-10-07,102,33.04,102
BAT0000561,DELI0000561,POI000279,PROD028,SUP013,WH004,2025-10-07,83,12.12,83
BAT0000562,DELI0000562,POI000280,PROD016,SUP013,WH003,2025-08-09,20,33.24,20
BAT0000563,DELI0000563,POI000280,PROD016,SUP013,WH002,2025-08-13,30,33.24,30
BAT0000564,DELI0000564,POI000281,PROD045,SUP007,WH002,2025-10-20,145,100.78,145
BAT0000565,DELI0000565,POI000281,PROD045,SUP007,WH005,2025-10-26,34,100.78,34
BAT0000566,DELI0000566,POI000281,PROD045,SUP007,WH004,2025-11-01,40,100.78,40
BAT0000567,DELI0000567,POI000282,PROD011,SUP009,WH004,2025-11-23,119,46.82,119
BAT0000568,DELI0000568,POI000283,PROD012,SUP009,WH001,2025-11-23,141,119.66,141
BAT0000569,DELI0000569,POI000284,PROD040,SUP013,WH004,2025-10-17,96,88.91,96
BAT0000570,DELI0000570,POI000285,PROD038,SUP013,WH004,2025-10-17,81,67.03,81
BAT0000571,DELI0000571,POI000284,PROD040,SUP013,WH004,2025-10-21,23,88.91,23
BAT0000572,DELI0000572,POI000285,PROD038,SUP013,WH002,2025-10-21,37,67.03,37
BAT0000573,DELI0000573,POI000284,PROD040,SUP013,WH004,2025-10-31,31,88.91,31
BAT0000574,DELI0000574,POI000285,PROD038,SUP013,WH001,2025-10-31,28,67.03,28
BAT0000575,DELI0000575,POI000286,PROD014,SUP006,WH005,2025-12-08,75,97.99,75
BAT0000576,DELI0000576,POI000287,PROD005,SUP006,WH005,2025-12-08,74,19.69,74
BAT0000577,DELI0000577,POI000288,PROD002,SUP006,WH003,2025-12-08,214,59.56,214
BAT0000578,DELI0000578,POI000289,PROD027,SUP011,WH004,2025-02-11,22,55.51,0
BAT0000579,DELI0000579,POI000289,PROD027,SUP011,WH001,2025-02-12,12,55.51,0
