sale_id,sales_order_item_id,batch_id,customer_id,sale_date,quantity,selling_unit_price,revenue
SALE0000665,SOI0000668,BAT0000956,CUST019,2025-10-24,3,183.17,549.51
SALE0000666,SOI0000669,BAT0000886,CUST054,2025-07-08,5,103.44,517.2
SALE0000667,SOI0000670,BAT0000495,CUST004,2025-05-23,2,30.48,60.96
SALE0000668,SOI0000671,BAT0000955,CUST041,2025-10-22,6,191.76,1150.56
SALE0000669,SOI0000672,BAT0000695,CUST070,2025-10-26,2,193.56,387.12
SALE0000670,SOI0000673,BAT0000687,CUST070,2025-10-24,4,104.33,417.32
SALE0000671,SOI0000674,BAT0000001,CUST070,2025-10-24,2,84.85,169.7
SALE0000672,SOI0000675,BAT0000819,CUST078,2026-05-20,2,247.6,495.2
SALE0000673,SOI0000676,BAT0000370,CUST078,2026-05-19,1,57.31,57.31
SALE0000674,SOI0000677,BAT0000506,CUST078,2026-05-18,3,80.64,241.92
SALE0000675,SOI0000678,BAT0000996,CUST082,2025-12-19,7,219.16,1534.12
SALE0000676,SOI0000679,BAT0001131,CUST082,2025-12-23,2,45.03,90.06
SALE0000677,SOI0000680,BAT0000587,CUST082,2025-12-20,4,49.85,199.4
SALE0000678,SOI0000681,BAT0001131,CUST093,2025-05-03,3,47.44,142.32
SALE0000679,SOI0000682,BAT0000886,CUST093,2025-05-01,1,99.15,99.15
SALE0000680,SOI0000683,BAT0000687,CUST069,2026-02-06,6,79.23,475.38
SALE0000681,SOI0000684,BAT0000655,CUST069,2026-02-04,5,83.54,417.7
SALE0000682,SOI0000685,BAT0001067,CUST048,2025-07-13,5,116.88,584.4
SALE0000683,SOI0000686,BAT0000955,CUST048,2025-07-13,7,137.21,960.47
SALE0000684,SOI0000687,BAT0000955,CUST092,2025-07-31,5,138.56,692.8
SALE0000685,SOI0000688,BAT0000539,CUST092,2025-08-03,4,33.49,133.96
SALE0000686,SOI0000689,BAT0000001,CUST075,2025-12-07,7,114.97,804.79
SALE0000687,SOI0000690,BAT0000370,CUST075,2025-12-08,3,61.42,184.26
SALE0000688,SOI0000691,BAT0000291,CUST075,2025-12-12,7,200.92,1406.44
SALE0000689,SOI0000692,BAT0000291,CUST011,2026-01-12,3,218.01,654.03
SALE0000690,SOI0000693,BAT0001131,CUST018,2025-07-12,4,39.48,157.92
SALE0000691,SOI0000694,BAT0000850,CUST056,2026-05-28,5,221.93,1109.65
SALE0000692,SOI0000695,BAT0000370,CUST056,2026-05-25,1,71.94,71.94
SALE0000693,SOI0000696,BAT0001169,CUST030,2026-05-26,5,23.43,117.15
SALE0000694,SOI0000697,BAT0000539,CUST030,2026-05-23,3,27.37,82.11
SALE0000695,SOI0000698,BAT0000831,CUST030,2026-05-27,7,163.01,1141.07
SALE0000696,SOI0000699,BAT0000799,CUST092,2026-02-01,6,152.76,916.56
SALE0000697,SOI0000700,BAT0000210,CUST092,2026-02-03,7,186.68,1306.76
SALE0000698,SOI0000701,BAT0000505,CUST024,2025-05-11,6,152.11,912.66
SALE0000699,SOI0000702,BAT0000819,CUST068,2025-12-22,3,187.83,563.49
SALE0000700,SOI0000703,BAT0001211,CUST068,2025-12-18,2,149.54,299.08
SALE0000701,SOI0000704,BAT0001172,CUST068,2025-12-18,1,106.35,106.35
SALE0000702,SOI0000705,BAT0000133,CUST002,2025-12-05,5,176.71,883.55
SALE0000703,SOI0000706,BAT0001112,CUST060,2026-05-27,5,21.73,108.65
SALE0000704,SOI0000707,BAT0000133,CUST060,2026-05-27,2,180.28,360.56
SALE0000705,SOI0000708,BAT0001157,CUST036,2025-06-10,3,48.02,144.06
SALE0000706,SOI0000709,BAT0000850,CUST036,2025-06-14,6,223.84,1343.04
SALE0000707,SOI0000710,BAT0000955,CUST060,2026-04-15,6,178.66,1071.96
SALE0000708,SOI0000711,BAT0000588,CUST060,2026-04-13,4,189.08,756.32
SALE0000709,SOI0000712,BAT0000955,CUST075,2025-05-13,5,191.95,959.75
SALE0000710,SOI0000713,BAT0000819,CUST075,2025-05-14,5,203.47,1017.35
SALE0000711,SOI0000714,BAT0000027,CUST075,2025-05-12,3,123.62,370.86
SALE0000712,SOI0000715,BAT0001131,CUST004,2026-01-28,5,50.58,252.9
SALE0000713,SOI0000716,BAT0000799,CUST004,2026-01-27,6,165.23,991.38
SALE0000714,SOI0000717,BAT0000506,CUST061,2025-05-22,5,69.78,348.9
SALE0000715,SOI0000718,BAT0000695,CUST061,2025-05-22,2,153.75,307.5
SALE0000716,SOI0000719,BAT0000686,CUST045,2026-06-05,1,166.44,166.44
SALE0000717,SOI0000720,BAT0000133,CUST045,2026-06-07,1,132.85,132.85
SALE0000718,SOI0000721,BAT0000122,CUST045,2026-06-02,3,136.25,408.75
SALE0000719,SOI0000722,BAT0000506,CUST045,2026-03-11,6,79.12,474.72
SALE0000720,SOI0000723,BAT0000996,CUST045,2026-03-12,5,271.05,1355.25
SALE0000721,SOI0000724,BAT0000687,CUST045,2026-03-10,3,77.04,231.12
SALE0000722,SOI0000725,BAT0000716,CUST005,2025-08-20,7,63.03,441.21
SALE0000723,SOI0000726,BAT0000831,CUST005,2025-08-18,7,137.44,962.08
SALE0000724,SOI0000727,BAT0000495,CUST006,2025-12-05,7,42.7,298.9
SALE0000725,SOI0000728,BAT0000291,CUST006,2025-12-08,5,165.58,827.9
SALE0000726,SOI0000729,BAT0000799,CUST089,2025-11-06,1,136.41,136.41
SALE0000727,SOI0000730,BAT0000189,CUST089,2025-11-07,3,105.4,316.2
SALE0000728,SOI0000731,BAT0000370,CUST089,2025-11-04,1,62.2,62.2
SALE0000729,SOI0000732,BAT0000825,CUST089,2026-05-26,4,127.48,509.92
SALE0000730,SOI0000733,BAT0000506,CUST089,2026-05-22,4,57.49,229.96
SALE0000731,SOI0000734,BAT0000587,CUST072,2025-10-09,6,43.68,262.08
SALE0000732,SOI0000735,BAT0000122,CUST072,2025-10-05,2,128.44,256.88
SALE0000733,SOI0000736,BAT0000495,CUST072,2025-10-05,1,46.46,46.46
SALE0000734,SOI0000737,BAT0000588,CUST082,2025-06-20,3,201.12,603.36
SALE0000735,SOI0000738,BAT0000807,CUST082,2025-06-22,3,36.06,108.18
SALE0000736,SOI0000739,BAT0000032,CUST066,2025-08-31,4,170.6,682.4
SALE0000737,SOI0000740,BAT0000027,CUST066,2025-09-01,4,129.51,518.04
SALE0000738,SOI0000741,BAT0000760,CUST099,2026-02-25,3,170.03,510.09
SALE0000739,SOI0000742,BAT0001172,CUST099,2026-02-23,5,93.56,467.8
SALE0000740,SOI0000743,BAT0000955,CUST078,2025-06-21,5,163.93,819.65
SALE0000741,SOI0000744,BAT0000687,CUST001,2025-05-25,3,70.86,212.58
SALE0000742,SOI0000745,BAT0000825,CUST001,2025-05-27,5,134.94,674.7
SALE0000743,SOI0000746,BAT0000831,CUST064,2026-05-08,4,181.12,724.48
SALE0000744,SOI0000747,BAT0000210,CUST064,2026-05-10,2,205.23,410.46
SALE0000745,SOI0000748,BAT0000655,CUST064,2026-05-10,3,112.78,338.34
SALE0000746,SOI0000749,BAT0000197,CUST024,2026-05-05,4,58.78,235.12
SALE0000747,SOI0000750,BAT0001328,CUST090,2025-08-17,5,82.97,414.85
SALE0000748,SOI0000751,BAT0000761,CUST090,2025-08-12,6,150.97,905.82
SALE0000749,SOI0000752,BAT0001211,CUST090,2025-08-15,5,139.95,699.75
SALE0000750,SOI0000753,BAT0001157,CUST038,2025-09-07,2,52.81,105.62
SALE0000751,SOI0000754,BAT0001328,CUST038,2025-09-08,4,102.39,409.56
SALE0000752,SOI0000755,BAT0000799,CUST010,2026-03-15,1,133.34,133.34
SALE0000753,SOI0000756,BAT0000695,CUST010,2026-03-12,5,167.38,836.9
SALE0000754,SOI0000757,BAT0000825,CUST098,2025-08-25,1,130.53,130.53
SALE0000755,SOI0000758,BAT0001112,CUST098,2025-08-29,3,22.15,66.45
SALE0000756,SOI0000759,BAT0000032,CUST098,2025-08-27,7,152.85,1069.95
SALE0000757,SOI0000760,BAT0000133,CUST028,2025-08-27,3,152.34,457.02
SALE0000758,SOI0000761,BAT0000001,CUST028,2025-08-25,5,101.17,505.85
SALE0000759,SOI0000762,BAT0001328,CUST028,2025-08-26,2,85.37,170.74
SALE0000760,SOI0000763,BAT0000506,CUST008,2025-11-18,4,71.43,285.72
SALE0000761,SOI0000764,BAT0001328,CUST008,2025-11-18,6,80.77,484.62
SALE0000762,SOI0000765,BAT0000431,CUST008,2025-11-18,1,82.35,82.35
SALE0000763,SOI0000766,BAT0001328,CUST011,2026-04-02,1,104.25,104.25
SALE0000764,SOI0000767,BAT0000370,CUST011,2026-04-03,2,70.04,140.08
SALE0000765,SOI0000768,BAT0000197,CUST011,2026-03-31,6,71.71,430.26
SALE0000766,SOI0000769,BAT0001328,CUST031,2026-04-01,7,106.86,748.02
SALE0000767,SOI0000770,BAT0000761,CUST031,2026-03-29,5,155.41,777.05
SALE0000768,SOI0000771,BAT0000189,CUST095,2025-06-16,1,125.41,125.41
SALE0000769,SOI0000772,BAT0001112,CUST095,2025-06-15,7,24.64,172.48
SALE0000770,SOI0000773,BAT0001328,CUST088,2026-02-05,2,105.68,211.36
SALE0000771,SOI0000774,BAT0000506,CUST088,2026-02-06,2,89.39,178.78
SALE0000772,SOI0000775,BAT0000687,CUST048,2025-11-18,2,75.24,150.48
SALE0000773,SOI0000776,BAT0000495,CUST018,2025-04-17,4,47.71,190.84
SALE0000774,SOI0000777,BAT0000197,CUST080,2025-09-15,1,75.21,75.21
SALE0000775,SOI0000778,BAT0000837,CUST080,2025-09-18,7,226.64,1586.48
SALE0000776,SOI0000779,BAT0001328,CUST030,2025-07-02,6,73.36,440.16
SALE0000777,SOI0000780,BAT0000001,CUST100,2026-03-03,2,71.86,143.72
SALE0000778,SOI0000781,BAT0000495,CUST091,2025-06-28,7,39.06,273.42
SALE0000779,SOI0000782,BAT0000754,CUST091,2025-06-27,5,201.01,1005.05
SALE0000780,SOI0000783,BAT0000831,CUST091,2025-06-25,6,198.67,1192.02
SALE0000781,SOI0000784,BAT0000755,CUST003,2025-07-11,6,207.75,1246.5
SALE0000782,SOI0000785,BAT0000761,CUST003,2025-07-16,5,117.55,587.75
SALE0000783,SOI0000786,BAT0000291,CUST003,2025-07-14,7,186.4,1304.8
SALE0000784,SOI0000787,BAT0000506,CUST046,2025-07-27,3,80.07,240.21
SALE0000785,SOI0000788,BAT0000850,CUST046,2025-07-27,1,235.12,235.12
SALE0000786,SOI0000789,BAT0000291,CUST046,2025-07-26,7,196.54,1375.78
SALE0000787,SOI0000790,BAT0000587,CUST027,2025-04-08,4,43.86,175.44
SALE0000788,SOI0000791,BAT0000133,CUST048,2026-04-20,1,147.69,147.69
SALE0000789,SOI0000792,BAT0000460,CUST048,2026-04-21,1,217.67,217.67
SALE0000790,SOI0000793,BAT0000197,CUST054,2025-04-24,1,70.2,70.2
SALE0000791,SOI0000794,BAT0000001,CUST034,2026-01-27,1,73.8,73.8
SALE0000792,SOI0000795,BAT0001048,CUST034,2026-01-26,4,84.51,338.04
SALE0000793,SOI0000796,BAT0000189,CUST075,2026-06-14,1,92.79,92.79
SALE0000794,SOI0000797,BAT0001174,CUST085,2025-08-01,6,78.58,471.48
SALE0000795,SOI0000798,BAT0000760,CUST089,2026-06-09,6,139.38,836.28
SALE0000796,SOI0000799,BAT0001174,CUST089,2026-06-08,5,103.76,518.8
SALE0000797,SOI0000800,BAT0001157,CUST076,2026-01-19,5,45.78,228.9
SALE0000798,SOI0000801,BAT0000460,CUST076,2026-01-18,1,217.07,217.07
SALE0000799,SOI0000802,BAT0000505,CUST076,2026-01-19,3,169.03,507.09
SALE0000800,SOI0000803,BAT0000761,CUST067,2025-04-07,4,123.0,492.0
SALE0000801,SOI0000804,BAT0000655,CUST043,2025-06-24,1,81.79,81.79
SALE0000802,SOI0000805,BAT0000996,CUST028,2026-06-26,3,248.13,744.39
SALE0000803,SOI0000806,BAT0000996,CUST033,2025-10-09,1,276.95,276.95
SALE0000804,SOI0000807,BAT0000587,CUST033,2025-10-08,3,39.92,119.76
SALE0000805,SOI0000808,BAT0000807,CUST036,2025-06-10,5,42.59,212.95
SALE0000806,SOI0000809,BAT0000825,CUST012,2025-12-17,2,144.55,289.1
SALE0000807,SOI0000810,BAT0000189,CUST012,2025-12-15,4,120.7,482.8
SALE0000808,SOI0000811,BAT0000686,CUST080,2025-10-24,7,141.69,991.83
SALE0000809,SOI0000812,BAT0000807,CUST009,2025-10-24,3,50.03,150.09
SALE0000810,SOI0000813,BAT0001048,CUST039,2026-03-01,6,64.74,388.44
SALE0000811,SOI0000814,BAT0000996,CUST039,2026-02-27,5,200.26,1001.3
SALE0000812,SOI0000815,BAT0000588,CUST039,2026-02-28,5,144.39,721.95
SALE0000813,SOI0000816,BAT0000760,CUST019,2025-12-16,2,187.88,375.76
SALE0000814,SOI0000817,BAT0000587,CUST027,2025-04-20,2,36.23,72.46
SALE0000815,SOI0000818,BAT0000430,CUST009,2025-10-13,2,78.08,156.16
SALE0000816,SOI0000819,BAT0000755,CUST091,2025-07-07,3,145.37,436.11
SALE0000817,SOI0000820,BAT0000631,CUST037,2025-11-02,3,145.65,436.95
SALE0000818,SOI0000821,BAT0001328,CUST095,2025-07-02,4,103.2,412.8
SALE0000819,SOI0000822,BAT0000837,CUST012,2026-04-19,3,255.43,766.29
SALE0000820,SOI0000823,BAT0000955,CUST012,2026-04-18,4,130.44,521.76
SALE0000821,SOI0000824,BAT0000755,CUST012,2026-04-15,1,175.7,175.7
SALE0000822,SOI0000825,BAT0000851,CUST019,2025-11-26,6,209.05,1254.3
SALE0000823,SOI0000826,BAT0000431,CUST019,2025-12-01,1,64.54,64.54
SALE0000824,SOI0000827,BAT0000001,CUST019,2025-11-29,5,104.15,520.75
SALE0000825,SOI0000828,BAT0000001,CUST058,2026-03-02,5,106.59,532.95
SALE0000826,SOI0000829,BAT0000291,CUST058,2026-03-01,6,186.25,1117.5
SALE0000827,SOI0000830,BAT0000507,CUST093,2025-07-06,3,65.19,195.57
SALE0000828,SOI0000831,BAT0000197,CUST093,2025-07-05,2,55.61,111.22
SALE0000829,SOI0000832,BAT0000430,CUST093,2025-07-06,1,91.09,91.09
SALE0000830,SOI0000833,BAT0000832,CUST054,2025-08-03,3,174.88,524.64
SALE0000831,SOI0000834,BAT0000001,CUST054,2025-08-03,5,115.14,575.7
SALE0000832,SOI0000835,BAT0000831,CUST054,2025-08-05,1,188.4,188.4
SALE0000833,SOI0000836,BAT0000032,CUST043,2025-11-18,2,156.23,312.46
SALE0000834,SOI0000837,BAT0000800,CUST043,2025-11-17,7,192.88,1350.16
SALE0000835,SOI0000838,BAT0000122,CUST054,2025-11-04,1,169.43,169.43
SALE0000836,SOI0000839,BAT0000189,CUST054,2025-11-09,5,131.12,655.6
SALE0000837,SOI0000840,BAT0000832,CUST054,2025-11-05,2,145.99,291.98
SALE0000838,SOI0000841,BAT0001169,CUST032,2026-03-05,4,19.84,79.36
SALE0000839,SOI0000842,BAT0000505,CUST032,2026-03-04,2,130.34,260.68
SALE0000840,SOI0000843,BAT0000755,CUST026,2025-08-08,6,144.01,864.06
SALE0000841,SOI0000844,BAT0000370,CUST026,2025-08-12,2,69.6,139.2
SALE0000842,SOI0000845,BAT0000655,CUST066,2026-05-05,5,126.09,630.45
SALE0000843,SOI0000846,BAT0000831,CUST066,2026-05-08,4,196.72,786.88
SALE0000844,SOI0000847,BAT0000832,CUST058,2026-03-25,3,151.47,454.41
SALE0000845,SOI0000848,BAT0000839,CUST005,2026-06-26,5,68.43,342.15
SALE0000846,SOI0000849,BAT0000189,CUST005,2026-06-27,6,87.59,525.54
SALE0000847,SOI0000850,BAT0000631,CUST005,2026-06-23,4,180.97,723.88
SALE0000848,SOI0000851,BAT0000689,CUST091,2025-12-16,5,75.73,378.65
SALE0000849,SOI0000852,BAT0001211,CUST091,2025-12-14,1,113.52,113.52
SALE0000850,SOI0000853,BAT0000686,CUST079,2025-06-03,6,175.3,1051.8
SALE0000851,SOI0000854,BAT0000032,CUST060,2026-03-17,2,148.75,297.5
SALE0000852,SOI0000855,BAT0000996,CUST060,2026-03-17,3,233.11,699.33
SALE0000853,SOI0000856,BAT0001211,CUST060,2026-03-17,3,120.44,361.32
SALE0000854,SOI0000857,BAT0000370,CUST004,2026-06-10,2,70.48,140.96
SALE0000855,SOI0000858,BAT0000760,CUST004,2026-06-07,1,132.46,132.46
SALE0000856,SOI0000859,BAT0001067,CUST010,2025-11-03,3,112.95,338.85
SALE0000857,SOI0000860,BAT0000819,CUST010,2025-10-31,2,157.9,315.8
SALE0000858,SOI0000861,BAT0001174,CUST041,2026-03-18,2,83.43,166.86
SALE0000859,SOI0000862,BAT0000837,CUST041,2026-03-19,2,225.85,451.7
SALE0000860,SOI0000863,BAT0000695,CUST041,2026-03-19,4,182.92,731.68
SALE0000861,SOI0000864,BAT0000133,CUST066,2025-11-30,3,166.61,499.83
SALE0000862,SOI0000865,BAT0000507,CUST043,2026-02-15,3,64.09,192.27
SALE0000863,SOI0000866,BAT0000032,CUST044,2026-06-05,7,213.06,1491.42
SALE0000864,SOI0000867,BAT0001113,CUST031,2025-06-28,3,87.81,263.43
SALE0000865,SOI0000868,BAT0000832,CUST031,2025-07-01,1,123.91,123.91
SALE0000866,SOI0000869,BAT0000507,CUST031,2025-06-27,4,77.49,309.96
SALE0000867,SOI0000870,BAT0000027,CUST076,2026-03-23,7,96.56,675.92
SALE0000868,SOI0000871,BAT0000839,CUST076,2026-03-26,4,53.73,214.92
SALE0000869,SOI0000872,BAT0000587,CUST096,2025-08-07,1,42.53,42.53
SALE0000870,SOI0000873,BAT0000210,CUST073,2025-10-22,7,164.87,1154.09
SALE0000871,SOI0000874,BAT0001067,CUST073,2025-10-18,6,134.72,808.32
SALE0000872,SOI0000875,BAT0000027,CUST073,2025-10-21,1,96.47,96.47
SALE0000873,SOI0000876,BAT0000760,CUST091,2025-10-15,1,130.78,130.78
SALE0000874,SOI0000877,BAT0000655,CUST091,2025-10-19,7,81.58,571.06
SALE0000875,SOI0000878,BAT0000800,CUST054,2026-02-10,4,142.65,570.6
SALE0000876,SOI0000879,BAT0000291,CUST054,2026-02-09,4,191.91,767.64
SALE0000877,SOI0000880,BAT0000189,CUST098,2026-06-16,5,84.32,421.6
SALE0000878,SOI0000881,BAT0000291,CUST023,2025-10-05,7,199.59,1397.13
SALE0000879,SOI0000882,BAT0000133,CUST004,2026-02-18,2,135.81,271.62
SALE0000880,SOI0000883,BAT0001211,CUST036,2026-03-20,4,158.0,632.0
SALE0000881,SOI0000884,BAT0000430,CUST036,2026-03-14,3,67.35,202.05
SALE0000882,SOI0000885,BAT0000807,CUST051,2025-08-15,6,47.1,282.6
SALE0000883,SOI0000886,BAT0001068,CUST051,2025-08-14,4,182.64,730.56
SALE0000884,SOI0000887,BAT0000027,CUST089,2026-05-14,1,131.95,131.95
SALE0000885,SOI0000888,BAT0000832,CUST089,2026-05-18,3,132.8,398.4
SALE0000886,SOI0000889,BAT0000655,CUST089,2026-05-18,3,102.0,306.0
SALE0000887,SOI0000890,BAT0000210,CUST008,2026-04-18,5,155.98,779.9
SALE0000888,SOI0000891,BAT0000831,CUST008,2026-04-14,4,190.87,763.48
SALE0000889,SOI0000892,BAT0001211,CUST008,2026-04-18,1,149.41,149.41
SALE0000890,SOI0000893,BAT0000460,CUST046,2025-10-20,7,226.76,1587.32
SALE0000891,SOI0000894,BAT0000197,CUST004,2025-07-12,1,75.07,75.07
SALE0000892,SOI0000895,BAT0001169,CUST004,2025-07-13,5,28.74,143.7
SALE0000893,SOI0000896,BAT0001211,CUST060,2026-04-10,2,157.97,315.94
SALE0000894,SOI0000897,BAT0000507,CUST060,2026-04-12,1,69.69,69.69
SALE0000895,SOI0000898,BAT0001112,CUST060,2026-04-10,3,32.83,98.49
SALE0000896,SOI0000899,BAT0000505,CUST038,2025-08-10,3,129.06,387.18
SALE0000897,SOI0000900,BAT0000587,CUST038,2025-08-12,5,39.17,195.85
SALE0000898,SOI0000901,BAT0000430,CUST038,2025-08-13,2,80.08,160.16
SALE0000899,SOI0000902,BAT0000197,CUST045,2025-09-27,1,75.69,75.69
SALE0000900,SOI0000903,BAT0000370,CUST045,2025-09-25,6,74.57,447.42
SALE0000901,SOI0000904,BAT0000837,CUST074,2025-12-08,4,181.22,724.88
SALE0000902,SOI0000905,BAT0001169,CUST074,2025-12-08,5,25.14,125.7
SALE0000903,SOI0000906,BAT0000996,CUST074,2025-12-08,1,208.5,208.5
SALE0000904,SOI0000907,BAT0000996,CUST063,2025-07-10,5,187.19,935.95
SALE0000905,SOI0000908,BAT0001171,CUST057,2025-10-15,6,23.65,141.9
SALE0000906,SOI0000909,BAT0001112,CUST057,2025-10-17,3,23.69,71.07
SALE0000907,SOI0000910,BAT0000812,CUST057,2025-10-17,5,112.13,560.65
SALE0000908,SOI0000911,BAT0001112,CUST053,2025-11-25,4,23.89,95.56
SALE0000909,SOI0000912,BAT0001068,CUST093,2026-04-09,6,167.64,1005.84
SALE0000910,SOI0000913,BAT0000032,CUST093,2026-04-08,3,180.44,541.32
SALE0000911,SOI0000914,BAT0000539,CUST020,2025-07-30,5,26.52,132.6
SALE0000912,SOI0000915,BAT0000122,CUST020,2025-07-28,6,148.49,890.94
SALE0000913,SOI0000916,BAT0000507,CUST020,2025-07-28,1,72.36,72.36
SALE0000914,SOI0000917,BAT0000761,CUST095,2025-11-11,6,133.88,803.28
SALE0000915,SOI0000918,BAT0000495,CUST095,2025-11-16,6,47.57,285.42
SALE0000916,SOI0000919,BAT0000001,CUST089,2026-01-03,3,114.69,344.07
SALE0000917,SOI0000920,BAT0001112,CUST089,2026-01-05,3,29.52,88.56
SALE0000918,SOI0000921,BAT0000197,CUST089,2026-01-03,2,62.69,125.38
SALE0000919,SOI0000922,BAT0000689,CUST057,2025-04-20,3,95.11,285.33
SALE0000920,SOI0000923,BAT0000631,CUST048,2025-11-15,2,231.64,463.28
SALE0000921,SOI0000924,BAT0000839,CUST048,2025-11-15,1,62.01,62.01
SALE0000922,SOI0000925,BAT0001157,CUST048,2025-11-13,1,47.37,47.37
SALE0000923,SOI0000926,BAT0001157,CUST007,2025-05-31,3,62.01,186.03
SALE0000924,SOI0000927,BAT0000761,CUST007,2025-05-30,4,127.29,509.16
SALE0000925,SOI0000928,BAT0001067,CUST028,2025-04-26,7,114.47,801.29
SALE0000926,SOI0000929,BAT0000812,CUST019,2026-02-06,3,95.42,286.26
SALE0000927,SOI0000930,BAT0000813,CUST018,2026-02-21,2,73.93,147.86
SALE0000928,SOI0000931,BAT0001112,CUST066,2026-02-06,7,27.38,191.66
SALE0000929,SOI0000932,BAT0001171,CUST066,2026-02-04,5,23.19,115.95
SALE0000930,SOI0000933,BAT0000839,CUST025,2025-04-23,3,62.96,188.88
SALE0000931,SOI0000935,BAT0001068,CUST094,2025-11-08,6,175.65,1053.9
SALE0000932,SOI0000936,BAT0000955,CUST094,2025-11-04,4,160.45,641.8
SALE0000933,SOI0000937,BAT0000495,CUST094,2025-11-06,5,40.2,201.0
SALE0000934,SOI0000938,BAT0001068,CUST048,2025-06-10,3,136.84,410.52
SALE0000935,SOI0000939,BAT0000027,CUST050,2026-03-04,3,129.88,389.64
SALE0000936,SOI0000940,BAT0001112,CUST050,2026-03-08,1,24.19,24.19
SALE0000937,SOI0000941,BAT0001211,CUST070,2025-04-09,6,111.02,666.12
SALE0000938,SOI0000942,BAT0000122,CUST070,2025-04-12,6,178.85,1073.1
SALE0000939,SOI0000943,BAT0001171,CUST070,2025-04-12,1,22.12,22.12
SALE0000940,SOI0000944,BAT0000800,CUST065,2025-09-02,1,195.84,195.84
SALE0000941,SOI0000945,BAT0000631,CUST065,2025-08-30,6,151.32,907.92
SALE0000942,SOI0000946,BAT0000831,CUST044,2025-09-29,5,141.81,709.05
SALE0000943,SOI0000947,BAT0000782,CUST044,2025-09-25,3,174.11,522.33
SALE0000944,SOI0000948,BAT0000755,CUST044,2025-09-24,5,186.0,930.0
SALE0000945,SOI0000949,BAT0000996,CUST088,2025-06-29,1,241.51,241.51
SALE0000946,SOI0000950,BAT0001328,CUST088,2025-06-26,3,83.35,250.05
SALE0000947,SOI0000951,BAT0000505,CUST010,2026-05-15,3,161.6,484.8
SALE0000948,SOI0000952,BAT0000761,CUST010,2026-05-13,1,125.33,125.33
SALE0000949,SOI0000953,BAT0000507,CUST010,2026-05-13,4,85.54,342.16
SALE0000950,SOI0000954,BAT0000431,CUST091,2026-02-15,6,98.66,591.96
SALE0000951,SOI0000955,BAT0000430,CUST037,2025-08-18,2,101.44,202.88
SALE0000952,SOI0000956,BAT0000689,CUST037,2025-08-20,6,70.18,421.08
SALE0000953,SOI0000957,BAT0001048,CUST037,2025-08-17,2,94.41,188.82
SALE0000954,SOI0000958,BAT0000430,CUST003,2025-08-24,7,71.36,499.52
SALE0000955,SOI0000959,BAT0000689,CUST040,2025-06-30,4,85.62,342.48
SALE0000956,SOI0000960,BAT0000695,CUST041,2025-12-12,3,191.69,575.07
SALE0000957,SOI0000961,BAT0000998,CUST041,2025-12-11,2,184.45,368.9
SALE0000958,SOI0000962,BAT0001068,CUST041,2025-12-11,3,131.54,394.62
SALE0000959,SOI0000963,BAT0000760,CUST027,2026-05-01,1,126.39,126.39
SALE0000960,SOI0000964,BAT0000851,CUST027,2026-05-02,4,247.46,989.84
SALE0000961,SOI0000965,BAT0001328,CUST022,2026-05-25,6,79.52,477.12
SALE0000962,SOI0000966,BAT0000027,CUST022,2026-05-25,4,135.11,540.44
SALE0000963,SOI0000967,BAT0000495,CUST082,2026-04-03,7,43.47,304.29
SALE0000964,SOI0000968,BAT0001171,CUST082,2026-04-02,1,26.08,26.08
SALE0000965,SOI0000969,BAT0000998,CUST043,2026-03-08,4,178.99,715.96
SALE0000966,SOI0000970,BAT0000027,CUST043,2026-03-05,1,87.35,87.35
SALE0000967,SOI0000971,BAT0000819,CUST032,2025-04-15,3,196.92,590.76
SALE0000968,SOI0000973,BAT0001067,CUST006,2026-04-12,5,86.76,433.8
SALE0000969,SOI0000974,BAT0000505,CUST023,2026-02-19,1,183.94,183.94
SALE0000970,SOI0000975,BAT0000431,CUST023,2026-02-20,3,95.58,286.74
SALE0000971,SOI0000976,BAT0000686,CUST039,2026-02-10,5,138.84,694.2
SALE0000972,SOI0000977,BAT0000760,CUST039,2026-02-08,5,173.14,865.7
SALE0000973,SOI0000978,BAT0000825,CUST045,2025-04-16,4,106.5,426.0
SALE0000974,SOI0000979,BAT0000032,CUST045,2025-04-18,6,201.39,1208.34
SALE0000975,SOI0000980,BAT0001211,CUST093,2025-07-03,7,167.24,1170.68
SALE0000976,SOI0000981,BAT0001068,CUST093,2025-07-07,5,202.19,1010.95
SALE0000977,SOI0000982,BAT0001180,CUST093,2025-07-04,2,169.44,338.88
SALE0000978,SOI0000983,BAT0000495,CUST086,2025-06-22,4,38.57,154.28
SALE0000979,SOI0000984,BAT0000886,CUST086,2025-06-23,7,98.1,686.7
SALE0000980,SOI0000985,BAT0000716,CUST086,2025-06-20,5,59.88,299.4
SALE0000981,SOI0000986,BAT0000716,CUST067,2025-07-06,3,78.95,236.85
SALE0000982,SOI0000987,BAT0000819,CUST067,2025-07-03,7,220.59,1544.13
SALE0000983,SOI0000988,BAT0000886,CUST067,2025-07-06,5,118.0,590.0
SALE0000984,SOI0000989,BAT0000851,CUST052,2026-02-18,1,219.73,219.73
SALE0000985,SOI0000990,BAT0001211,CUST052,2026-02-16,1,166.8,166.8
SALE0000986,SOI0000991,BAT0000735,CUST052,2026-02-19,2,186.78,373.56
SALE0000987,SOI0000992,BAT0000832,CUST081,2026-01-18,4,110.29,441.16
