delivery_item_id,delivery_id,po_item_id,product_id,quantity
DELI0000558,DEL000418,POI000278,PROD016,55
DELI0000559,DEL000418,POI000279,PROD028,62
DELI0000560,DEL000419,POI000278,PROD016,102
DELI0000561,DEL000419,POI000279,PROD028,83
DELI0000562,DEL000420,POI000280,PROD016,20
DELI0000563,DEL000421,POI000280,PROD016,30
DELI0000564,DEL000422,POI000281,PROD045,145
DELI0000565,DEL000423,POI000281,PROD045,34
DELI0000566,DEL000424,POI000281,PROD045,40
DELI0000567,DEL000425,POI000282,PROD011,119
DELI0000568,DEL000425,POI000283,PROD012,141
DELI0000569,DEL000426,POI000284,PROD040,96
DELI0000570,DEL000426,POI000285,PROD038,81
DELI0000571,DEL000427,POI000284,PROD040,23
DELI0000572,DEL000427,POI000285,PROD038,37
DELI0000573,DEL000428,POI000284,PROD040,31
DELI0000574,DEL000428,POI000285,PROD038,28
DELI0000575,DEL000429,POI000286,PROD014,75
DELI0000576,DEL000429,POI000287,PROD005,74
DELI0000577,DEL000429,POI000288,PROD002,214
DELI0000578,DEL000430,POI000289,PROD027,22
DELI0000579,DEL000431,POI000289,PROD027,12
DELI0000580,DEL000432,POI000289,PROD027,13
DELI0000581,DEL000433,POI000290,PROD004,96
DELI0000582,DEL000434,POI000290,PROD004,61
DELI0000583,DEL000435,POI000290,PROD004,62
DELI0000584,DEL000436,POI000291,PROD001,28
DELI0000585,DEL000436,POI000292,PROD029,50
DELI0000586,DEL000437,POI000291,PROD001,12
DELI0000587,DEL000437,POI000292,PROD029,35
DELI0000588,DEL000438,POI000291,PROD001,14
DELI0000589,DEL000438,POI000292,PROD029,26
DELI0000590,DEL000439,POI000293,PROD040,98
DELI0000591,DEL000440,POI000294,PROD046,139
DELI0000592,DEL000441,POI000294,PROD046,48
DELI0000593,DEL000442,POI000294,PROD046,31
DELI0000594,DEL000443,POI000295,PROD022,37
DELI0000595,DEL000444,POI000295,PROD022,13
DELI0000596,DEL000445,POI000295,PROD022,17
DELI0000597,DEL000446,POI000296,PROD046,33
DELI0000598,DEL000447,POI000296,PROD046,24
DELI0000599,DEL000448,POI000296,PROD046,37
DELI0000600,DEL000449,POI000297,PROD028,116
DELI0000601,DEL000449,POI000298,PROD012,69
DELI0000602,DEL000449,POI000299,PROD004,70
DELI0000603,DEL000450,POI000297,PROD028,101
DELI0000604,DEL000450,POI000298,PROD012,31
DELI0000605,DEL000450,POI000299,PROD004,104
DELI0000606,DEL000451,POI000300,PROD047,33
DELI0000607,DEL000451,POI000301,PROD014,78
DELI0000608,DEL000452,POI000300,PROD047,46
DELI0000609,DEL000452,POI000301,PROD014,104
DELI0000610,DEL000453,POI000302,PROD034,38
DELI0000611,DEL000454,POI000302,PROD034,37
DELI0000612,DEL000455,POI000303,PROD012,100
DELI0000613,DEL000456,POI000303,PROD012,47
DELI0000614,DEL000457,POI000303,PROD012,28
DELI0000615,DEL000458,POI000304,PROD014,51
DELI0000616,DEL000459,POI000304,PROD014,11
DELI0000617,DEL000460,POI000304,PROD014,12
DELI0000618,DEL000461,POI000305,PROD008,74
DELI0000619,DEL000461,POI000306,PROD035,55
DELI0000620,DEL000462,POI000305,PROD008,70
DELI0000621,DEL000462,POI000306,PROD035,47
DELI0000622,DEL000463,POI000307,PROD038,139
DELI0000623,DEL000463,POI000308,PROD025,162
DELI0000624,DEL000464,POI000309,PROD010,46
DELI0000625,DEL000464,POI000310,PROD024,60
DELI0000626,DEL000465,POI000309,PROD010,100
DELI0000627,DEL000465,POI000310,PROD024,110
DELI0000628,DEL000466,POI000311,PROD010,58
DELI0000629,DEL000467,POI000311,PROD010,39
DELI0000630,DEL000468,POI000311,PROD010,33
DELI0000631,DEL000469,POI000312,PROD046,129
DELI0000632,DEL000470,POI000312,PROD046,77
DELI0000633,DEL000471,POI000313,PROD022,189
DELI0000634,DEL000471,POI000314,PROD034,192
DELI0000635,DEL000472,POI000315,PROD031,58
DELI0000636,DEL000473,POI000315,PROD031,104
DELI0000637,DEL000474,POI000316,PROD045,24
DELI0000638,DEL000475,POI000316,PROD045,24
DELI0000639,DEL000476,POI000316,PROD045,21
DELI0000640,DEL000477,POI000317,PROD016,12
DELI0000641,DEL000478,POI000317,PROD016,13
DELI0000642,DEL000479,POI000317,PROD016,17
DELI0000643,DEL000480,POI000318,PROD029,106
DELI0000644,DEL000481,POI000318,PROD029,108
DELI0000645,DEL000482,POI000319,PROD042,130
DELI0000646,DEL000482,POI000320,PROD030,22
DELI0000647,DEL000483,POI000319,PROD042,29
DELI0000648,DEL000483,POI000320,PROD030,12
DELI0000649,DEL000484,POI000319,PROD042,59
DELI0000650,DEL000484,POI000320,PROD030,10
DELI0000651,DEL000485,POI000321,PROD045,112
DELI0000652,DEL000486,POI000321,PROD045,63
DELI0000653,DEL000487,POI000322,PROD020,103
DELI0000654,DEL000488,POI000323,PROD010,26
DELI0000655,DEL000489,POI000323,PROD010,50
DELI0000656,DEL000490,POI000324,PROD017,35
DELI0000657,DEL000490,POI000325,PROD005,50
DELI0000658,DEL000491,POI000324,PROD017,44
DELI0000659,DEL000491,POI000325,PROD005,40
DELI0000660,DEL000492,POI000324,PROD017,34
DELI0000661,DEL000492,POI000325,PROD005,52
DELI0000662,DEL000493,POI000326,PROD048,55
DELI0000663,DEL000494,POI000327,PROD032,54
DELI0000664,DEL000495,POI000327,PROD032,20
DELI0000665,DEL000496,POI000327,PROD032,29
DELI0000666,DEL000497,POI000328,PROD012,137
DELI0000667,DEL000497,POI000329,PROD007,153
DELI0000668,DEL000498,POI000330,PROD040,109
DELI0000669,DEL000499,POI000330,PROD040,37
DELI0000670,DEL000500,POI000330,PROD040,22
DELI0000671,DEL000501,POI000331,PROD008,59
DELI0000672,DEL000502,POI000331,PROD008,52
DELI0000673,DEL000503,POI000331,PROD008,63
DELI0000674,DEL000504,POI000332,PROD006,149
DELI0000675,DEL000504,POI000333,PROD025,52
DELI0000676,DEL000505,POI000334,PROD040,144
DELI0000677,DEL000506,POI000335,PROD040,41
DELI0000678,DEL000507,POI000335,PROD040,60
DELI0000679,DEL000508,POI000336,PROD043,127
DELI0000680,DEL000508,POI000337,PROD016,132
DELI0000681,DEL000509,POI000338,PROD027,95
DELI0000682,DEL000510,POI000338,PROD027,44
DELI0000683,DEL000511,POI000338,PROD027,48
DELI0000684,DEL000512,POI000339,PROD044,155
DELI0000685,DEL000513,POI000340,PROD011,35
DELI0000686,DEL000513,POI000341,PROD007,62
DELI0000687,DEL000514,POI000340,PROD011,27
DELI0000688,DEL000514,POI000341,PROD007,25
DELI0000689,DEL000515,POI000340,PROD011,18
DELI0000690,DEL000515,POI000341,PROD007,47
DELI0000691,DEL000516,POI000342,PROD043,43
DELI0000692,DEL000516,POI000343,PROD010,73
DELI0000693,DEL000517,POI000342,PROD043,32
DELI0000694,DEL000517,POI000343,PROD010,66
DELI0000695,DEL000518,POI000344,PROD031,60
DELI0000696,DEL000519,POI000344,PROD031,134
DELI0000697,DEL000520,POI000345,PROD025,31
DELI0000698,DEL000521,POI000345,PROD025,23
DELI0000699,DEL000522,POI000346,PROD002,95
DELI0000700,DEL000522,POI000347,PROD013,40
DELI0000701,DEL000523,POI000346,PROD002,55
DELI0000702,DEL000523,POI000347,PROD013,18
DELI0000703,DEL000524,POI000348,PROD017,27
DELI0000704,DEL000525,POI000348,PROD017,22
DELI0000705,DEL000526,POI000348,PROD017,30
DELI0000706,DEL000527,POI000349,PROD048,87
DELI0000707,DEL000527,POI000350,PROD012,64
DELI0000708,DEL000528,POI000349,PROD048,50
DELI0000709,DEL000528,POI000350,PROD012,57
DELI0000710,DEL000529,POI000351,PROD018,105
DELI0000711,DEL000529,POI000352,PROD006,15
DELI0000712,DEL000529,POI000353,PROD004,46
DELI0000713,DEL000530,POI000351,PROD018,73
DELI0000714,DEL000530,POI000352,PROD006,26
DELI0000715,DEL000530,POI000353,PROD004,82
DELI0000716,DEL000531,POI000354,PROD033,119
DELI0000717,DEL000532,POI000355,PROD024,40
DELI0000718,DEL000533,POI000355,PROD024,11
DELI0000719,DEL000534,POI000355,PROD024,8
DELI0000720,DEL000535,POI000356,PROD028,50
DELI0000721,DEL000536,POI000356,PROD028,34
DELI0000722,DEL000537,POI000356,PROD028,39
DELI0000723,DEL000538,POI000357,PROD019,124
DELI0000724,DEL000538,POI000358,PROD009,34
DELI0000725,DEL000539,POI000357,PROD019,35
DELI0000726,DEL000539,POI000358,PROD009,28
DELI0000727,DEL000540,POI000357,PROD019,40
DELI0000728,DEL000540,POI000358,PROD009,19
DELI0000729,DEL000541,POI000359,PROD004,45
DELI0000730,DEL000542,POI000359,PROD004,52
DELI0000731,DEL000543,POI000360,PROD021,81
DELI0000732,DEL000544,POI000360,PROD021,119
DELI0000733,DEL000545,POI000361,PROD009,75
DELI0000734,DEL000546,POI000362,PROD006,70
DELI0000735,DEL000547,POI000362,PROD006,19
DELI0000736,DEL000548,POI000362,PROD006,39
DELI0000737,DEL000549,POI000363,PROD048,34
DELI0000738,DEL000550,POI000363,PROD048,28
DELI0000739,DEL000551,POI000364,PROD047,68
DELI0000740,DEL000552,POI000364,PROD047,23
DELI0000741,DEL000553,POI000364,PROD047,51
DELI0000742,DEL000554,POI000365,PROD022,27
DELI0000743,DEL000555,POI000365,PROD022,13
DELI0000744,DEL000556,POI000365,PROD022,21
DELI0000745,DEL000557,POI000366,PROD030,66
DELI0000746,DEL000557,POI000367,PROD025,60
DELI0000747,DEL000558,POI000366,PROD030,45
DELI0000748,DEL000558,POI000367,PROD025,22
DELI0000749,DEL000559,POI000366,PROD030,61
DELI0000750,DEL000559,POI000367,PROD025,15
DELI0000751,DEL000560,POI000368,PROD037,64
DELI0000752,DEL000561,POI000368,PROD037,115
DELI0000753,DEL000562,POI000369,PROD012,67
DELI0000754,DEL000563,POI000369,PROD012,33
DELI0000755,DEL000564,POI000369,PROD012,58
DELI0000756,DEL000565,POI000370,PROD019,135
DELI0000757,DEL000566,POI000370,PROD019,73
DELI0000758,DEL000567,POI000371,PROD033,149
DELI0000759,DEL000568,POI000372,PROD004,40
DELI0000760,DEL000569,POI000372,PROD004,37
DELI0000761,DEL000570,POI000373,PROD040,85
DELI0000762,DEL000571,POI000373,PROD040,70
DELI0000763,DEL000572,POI000373,PROD040,61
DELI0000764,DEL000573,POI000374,PROD013,86
DELI0000765,DEL000573,POI000375,PROD010,47
DELI0000766,DEL000574,POI000374,PROD013,55
DELI0000767,DEL000574,POI000375,PROD010,38
DELI0000768,DEL000575,POI000374,PROD013,59
DELI0000769,DEL000575,POI000375,PROD010,35
DELI0000770,DEL000576,POI000376,PROD016,102
DELI0000771,DEL000577,POI000376,PROD016,46
DELI0000772,DEL000578,POI000377,PROD041,34
DELI0000773,DEL000579,POI000377,PROD041,21
DELI0000774,DEL000580,POI000377,PROD041,18
DELI0000775,DEL000581,POI000378,PROD045,57
DELI0000776,DEL000582,POI000379,PROD024,67
DELI0000777,DEL000582,POI000380,PROD044,130
DELI0000778,DEL000583,POI000381,PROD040,36
DELI0000779,DEL000584,POI000381,PROD040,84
DELI0000780,DEL000585,POI000382,PROD034,42
DELI0000781,DEL000585,POI000383,PROD015,203
DELI0000782,DEL000586,POI000384,PROD013,76
DELI0000783,DEL000587,POI000384,PROD013,54
DELI0000784,DEL000588,POI000384,PROD013,28
DELI0000785,DEL000589,POI000385,PROD032,48
DELI0000786,DEL000590,POI000386,PROD042,32
DELI0000787,DEL000591,POI000386,PROD042,18
DELI0000788,DEL000592,POI000386,PROD042,25
DELI0000789,DEL000593,POI000387,PROD004,121
DELI0000790,DEL000594,POI000388,PROD003,26
DELI0000791,DEL000595,POI000388,PROD003,29
DELI0000792,DEL000596,POI000388,PROD003,14
DELI0000793,DEL000597,POI000389,PROD013,28
DELI0000794,DEL000598,POI000389,PROD013,19
DELI0000795,DEL000599,POI000390,PROD009,52
DELI0000796,DEL000600,POI000391,PROD039,93
DELI0000797,DEL000601,POI000392,PROD017,126
DELI0000798,DEL000602,POI000393,PROD042,35
DELI0000799,DEL000603,POI000393,PROD042,14
DELI0000800,DEL000604,POI000393,PROD042,12
DELI0000801,DEL000605,POI000394,PROD032,65
DELI0000802,DEL000606,POI000394,PROD032,152
DELI0000803,DEL000607,POI000395,PROD008,128
DELI0000804,DEL000608,POI000396,PROD025,65
DELI0000805,DEL000608,POI000397,PROD040,143
DELI0000806,DEL000609,POI000398,PROD026,156
DELI0000807,DEL000610,POI000399,PROD037,30
DELI0000808,DEL000610,POI000400,PROD005,70
DELI0000809,DEL000611,POI000399,PROD037,65
DELI0000810,DEL000611,POI000400,PROD005,136
DELI0000811,DEL000612,POI000401,PROD039,134
DELI0000812,DEL000612,POI000402,PROD038,88
DELI0000813,DEL000612,POI000403,PROD010,49
DELI0000814,DEL000613,POI000401,PROD039,81
DELI0000815,DEL000613,POI000402,PROD038,58
DELI0000816,DEL000613,POI000403,PROD010,36
DELI0000817,DEL000614,POI000404,PROD045,38
DELI0000818,DEL000615,POI000404,PROD045,37
DELI0000819,DEL000616,POI000405,PROD032,83
DELI0000820,DEL000617,POI000406,PROD034,181
DELI0000821,DEL000618,POI000407,PROD022,29
DELI0000822,DEL000619,POI000407,PROD022,65
DELI0000823,DEL000620,POI000408,PROD018,141
DELI0000824,DEL000621,POI000409,PROD017,35
DELI0000825,DEL000622,POI000409,PROD017,65
DELI0000826,DEL000623,POI000410,PROD035,48
DELI0000827,DEL000624,POI000410,PROD035,38
DELI0000828,DEL000625,POI000410,PROD035,56
DELI0000829,DEL000626,POI000411,PROD026,34
DELI0000830,DEL000627,POI000411,PROD026,30
DELI0000831,DEL000628,POI000412,PROD008,123
DELI0000832,DEL000628,POI000413,PROD043,114
DELI0000833,DEL000629,POI000412,PROD008,53
DELI0000834,DEL000629,POI000413,PROD043,81
DELI0000835,DEL000630,POI000414,PROD024,31
DELI0000836,DEL000630,POI000415,PROD045,30
DELI0000837,DEL000631,POI000414,PROD024,66
DELI0000838,DEL000631,POI000415,PROD045,22
DELI0000839,DEL000632,POI000416,PROD026,137
DELI0000840,DEL000632,POI000417,PROD020,59
DELI0000841,DEL000633,POI000416,PROD026,78
DELI0000842,DEL000633,POI000417,PROD020,59
DELI0000843,DEL000634,POI000418,PROD012,33
DELI0000844,DEL000634,POI000419,PROD039,30
DELI0000845,DEL000634,POI000420,PROD016,34
DELI0000846,DEL000635,POI000418,PROD012,21
DELI0000847,DEL000635,POI000419,PROD039,53
DELI0000848,DEL000635,POI000420,PROD016,66
DELI0000849,DEL000636,POI000421,PROD017,146
DELI0000850,DEL000637,POI000422,PROD023,43
DELI0000851,DEL000638,POI000422,PROD023,33
DELI0000852,DEL000639,POI000423,PROD033,147
DELI0000853,DEL000640,POI000424,PROD003,64
DELI0000854,DEL000641,POI000425,PROD045,109
DELI0000855,DEL000641,POI000426,PROD007,77
DELI0000856,DEL000642,POI000425,PROD045,61
DELI0000857,DEL000642,POI000426,PROD007,39
DELI0000858,DEL000643,POI000427,PROD024,143
DELI0000859,DEL000644,POI000427,PROD024,21
DELI0000860,DEL000645,POI000427,PROD024,44
DELI0000861,DEL000646,POI000428,PROD027,134
DELI0000862,DEL000646,POI000429,PROD029,190
DELI0000863,DEL000647,POI000430,PROD019,51
DELI0000864,DEL000647,POI000431,PROD007,99
DELI0000865,DEL000648,POI000430,PROD019,80
DELI0000866,DEL000648,POI000431,PROD007,83
DELI0000867,DEL000649,POI000432,PROD017,101
DELI0000868,DEL000650,POI000433,PROD011,137
DELI0000869,DEL000651,POI000433,PROD011,61
DELI0000870,DEL000652,POI000434,PROD014,63
DELI0000871,DEL000652,POI000435,PROD038,63
DELI0000872,DEL000653,POI000434,PROD014,35
DELI0000873,DEL000653,POI000435,PROD038,84
DELI0000874,DEL000654,POI000436,PROD005,28
DELI0000875,DEL000655,POI000436,PROD005,11
DELI0000876,DEL000656,POI000436,PROD005,7
DELI0000877,DEL000657,POI000437,PROD033,38
DELI0000878,DEL000658,POI000437,PROD033,25
DELI0000879,DEL000659,POI000437,PROD033,28
DELI0000880,DEL000660,POI000438,PROD021,74
DELI0000881,DEL000660,POI000439,PROD001,61
DELI0000882,DEL000661,POI000438,PROD021,24
DELI0000883,DEL000661,POI000439,PROD001,33
DELI0000884,DEL000662,POI000438,PROD021,19
DELI0000885,DEL000662,POI000439,PROD001,23
DELI0000886,DEL000663,POI000440,PROD035,127
DELI0000887,DEL000664,POI000440,PROD035,39
DELI0000888,DEL000665,POI000440,PROD035,46
DELI0000889,DEL000666,POI000441,PROD037,97
DELI0000890,DEL000667,POI000441,PROD037,45
DELI0000891,DEL000668,POI000442,PROD045,101
DELI0000892,DEL000669,POI000442,PROD045,44
DELI0000893,DEL000670,POI000442,PROD045,55
DELI0000894,DEL000671,POI000443,PROD018,62
DELI0000895,DEL000671,POI000444,PROD014,117
DELI0000896,DEL000672,POI000443,PROD018,19
DELI0000897,DEL000672,POI000444,PROD014,47
DELI0000898,DEL000673,POI000443,PROD018,27
DELI0000899,DEL000673,POI000444,PROD014,26
DELI0000900,DEL000674,POI000445,PROD041,63
DELI0000901,DEL000675,POI000445,PROD041,36
DELI0000902,DEL000676,POI000446,PROD042,90
DELI0000903,DEL000677,POI000447,PROD013,133
DELI0000904,DEL000677,POI000448,PROD032,167
DELI0000905,DEL000677,POI000449,PROD031,199
DELI0000906,DEL000678,POI000450,PROD048,80
DELI0000907,DEL000679,POI000451,PROD024,89
DELI0000908,DEL000680,POI000451,PROD024,58
DELI0000909,DEL000681,POI000452,PROD020,87
DELI0000910,DEL000681,POI000453,PROD015,135
DELI0000911,DEL000682,POI000452,PROD020,117
DELI0000912,DEL000682,POI000453,PROD015,83
DELI0000913,DEL000683,POI000454,PROD029,86
DELI0000914,DEL000684,POI000454,PROD029,26
DELI0000915,DEL000685,POI000454,PROD029,61
DELI0000916,DEL000686,POI000455,PROD020,60
DELI0000917,DEL000687,POI000455,PROD020,44
DELI0000918,DEL000688,POI000456,PROD041,213
DELI0000919,DEL000689,POI000457,PROD034,140
DELI0000920,DEL000689,POI000458,PROD031,77
DELI0000921,DEL000689,POI000459,PROD028,161
DELI0000922,DEL000690,POI000460,PROD031,91
DELI0000923,DEL000690,POI000461,PROD040,52
DELI0000924,DEL000690,POI000462,PROD013,59
DELI0000925,DEL000691,POI000460,PROD031,55
DELI0000926,DEL000691,POI000461,PROD040,90
DELI0000927,DEL000691,POI000462,PROD013,128
DELI0000928,DEL000692,POI000463,PROD034,44
DELI0000929,DEL000693,POI000463,PROD034,34
DELI0000930,DEL000694,POI000463,PROD034,39
DELI0000931,DEL000695,POI000464,PROD045,200
DELI0000932,DEL000695,POI000465,PROD006,110
DELI0000933,DEL000696,POI000466,PROD044,128
DELI0000934,DEL000697,POI000466,PROD044,70
DELI0000935,DEL000698,POI000467,PROD019,49
DELI0000936,DEL000698,POI000468,PROD029,40
DELI0000937,DEL000699,POI000469,PROD019,109
DELI0000938,DEL000700,POI000469,PROD019,102
DELI0000939,DEL000701,POI000470,PROD036,48
DELI0000940,DEL000702,POI000471,PROD032,163
DELI0000941,DEL000703,POI000472,PROD029,101
DELI0000942,DEL000703,POI000473,PROD047,45
DELI0000943,DEL000704,POI000472,PROD029,39
DELI0000944,DEL000704,POI000473,PROD047,14
DELI0000945,DEL000705,POI000472,PROD029,32
DELI0000946,DEL000705,POI000473,PROD047,14
DELI0000947,DEL000706,POI000474,PROD033,193
DELI0000948,DEL000706,POI000475,PROD025,213
DELI0000949,DEL000707,POI000476,PROD009,89
DELI0000950,DEL000708,POI000476,PROD009,35
DELI0000951,DEL000709,POI000476,PROD009,20
DELI0000952,DEL000710,POI000477,PROD021,42
DELI0000953,DEL000711,POI000477,PROD021,18
DELI0000954,DEL000712,POI000477,PROD021,25
DELI0000955,DEL000713,POI000478,PROD013,42
DELI0000956,DEL000714,POI000478,PROD013,27
DELI0000957,DEL000715,POI000479,PROD034,94
DELI0000958,DEL000716,POI000479,PROD034,59
DELI0000959,DEL000717,POI000480,PROD011,29
DELI0000960,DEL000718,POI000480,PROD011,10
DELI0000961,DEL000719,POI000480,PROD011,19
DELI0000962,DEL000720,POI000481,PROD024,41
DELI0000963,DEL000721,POI000482,PROD019,156
DELI0000964,DEL000721,POI000483,PROD010,114
DELI0000965,DEL000721,POI000484,PROD043,89
DELI0000966,DEL000722,POI000485,PROD011,153
DELI0000967,DEL000723,POI000486,PROD020,51
DELI0000968,DEL000724,POI000487,PROD012,112
DELI0000969,DEL000725,POI000487,PROD012,79
DELI0000970,DEL000726,POI000488,PROD042,64
DELI0000971,DEL000727,POI000488,PROD042,90
DELI0000972,DEL000728,POI000489,PROD025,99
DELI0000973,DEL000729,POI000489,PROD025,84
DELI0000974,DEL000730,POI000490,PROD024,132
DELI0000975,DEL000731,POI000491,PROD034,69
DELI0000976,DEL000732,POI000491,PROD034,50
DELI0000977,DEL000733,POI000492,PROD022,41
DELI0000978,DEL000733,POI000493,PROD035,101
DELI0000979,DEL000734,POI000494,PROD039,106
DELI0000980,DEL000735,POI000495,PROD035,39
DELI0000981,DEL000736,POI000495,PROD035,9
DELI0000982,DEL000737,POI000495,PROD035,20
DELI0000983,DEL000738,POI000496,PROD029,132
DELI0000984,DEL000739,POI000497,PROD035,173
DELI0000985,DEL000740,POI000498,PROD046,166
DELI0000986,DEL000741,POI000499,PROD013,58
DELI0000987,DEL000741,POI000500,PROD016,34
DELI0000988,DEL000742,POI000499,PROD013,80
DELI0000989,DEL000742,POI000500,PROD016,34
DELI0000990,DEL000743,POI000501,PROD025,79
DELI0000991,DEL000744,POI000502,PROD012,136
DELI0000992,DEL000744,POI000503,PROD048,57
DELI0000993,DEL000745,POI000504,PROD010,149
DELI0000994,DEL000745,POI000505,PROD036,129
DELI0000995,DEL000746,POI000506,PROD045,73
DELI0000996,DEL000747,POI000507,PROD006,37
DELI0000997,DEL000748,POI000507,PROD006,13
DELI0000998,DEL000749,POI000507,PROD006,6
DELI0000999,DEL000750,POI000508,PROD022,63
DELI0001000,DEL000750,POI000509,PROD019,22
DELI0001001,DEL000751,POI000508,PROD022,36
DELI0001002,DEL000751,POI000509,PROD019,15
DELI0001003,DEL000752,POI000508,PROD022,36
DELI0001004,DEL000752,POI000509,PROD019,26
DELI0001005,DEL000753,POI000510,PROD002,50
DELI0001006,DEL000754,POI000510,PROD002,78
DELI0001007,DEL000755,POI000511,PROD022,21
DELI0001008,DEL000756,POI000511,PROD022,14
DELI0001009,DEL000757,POI000511,PROD022,16
DELI0001010,DEL000758,POI000512,PROD001,51
DELI0001011,DEL000759,POI000512,PROD001,53
DELI0001012,DEL000760,POI000513,PROD034,219
DELI0001013,DEL000761,POI000514,PROD037,32
DELI0001014,DEL000762,POI000514,PROD037,35
DELI0001015,DEL000763,POI000514,PROD037,18
DELI0001016,DEL000764,POI000515,PROD013,85
DELI0001017,DEL000764,POI000516,PROD037,45
DELI0001018,DEL000765,POI000515,PROD013,117
DELI0001019,DEL000765,POI000516,PROD037,27
DELI0001020,DEL000766,POI000517,PROD005,73
DELI0001021,DEL000766,POI000518,PROD022,37
DELI0001022,DEL000767,POI000517,PROD005,92
DELI0001023,DEL000767,POI000518,PROD022,27
DELI0001024,DEL000768,POI000519,PROD047,97
DELI0001025,DEL000769,POI000519,PROD047,21
DELI0001026,DEL000770,POI000519,PROD047,39
DELI0001027,DEL000771,POI000520,PROD039,80
DELI0001028,DEL000772,POI000520,PROD039,51
DELI0001029,DEL000773,POI000520,PROD039,41
DELI0001030,DEL000774,POI000521,PROD046,57
DELI0001031,DEL000774,POI000522,PROD003,30
DELI0001032,DEL000775,POI000521,PROD046,31
DELI0001033,DEL000775,POI000522,PROD003,23
DELI0001034,DEL000776,POI000521,PROD046,18
DELI0001035,DEL000776,POI000522,PROD003,39
DELI0001036,DEL000777,POI000523,PROD009,42
DELI0001037,DEL000778,POI000523,PROD009,33
DELI0001038,DEL000779,POI000523,PROD009,25
DELI0001039,DEL000780,POI000524,PROD045,80
DELI0001040,DEL000781,POI000524,PROD045,35
DELI0001041,DEL000782,POI000524,PROD045,36
DELI0001042,DEL000783,POI000525,PROD046,76
DELI0001043,DEL000784,POI000525,PROD046,18
DELI0001044,DEL000785,POI000525,PROD046,22
DELI0001045,DEL000786,POI000526,PROD008,16
DELI0001046,DEL000787,POI000526,PROD008,15
DELI0001047,DEL000788,POI000526,PROD008,23
DELI0001048,DEL000789,POI000527,PROD044,217
DELI0001049,DEL000790,POI000528,PROD028,113
DELI0001050,DEL000790,POI000529,PROD020,203
DELI0001051,DEL000791,POI000530,PROD024,111
DELI0001052,DEL000791,POI000531,PROD031,45
DELI0001053,DEL000792,POI000532,PROD043,41
DELI0001054,DEL000793,POI000532,PROD043,23
DELI0001055,DEL000794,POI000532,PROD043,12
DELI0001056,DEL000795,POI000533,PROD004,101
DELI0001057,DEL000796,POI000533,PROD004,65
DELI0001058,DEL000797,POI000533,PROD004,39
DELI0001059,DEL000798,POI000534,PROD029,161
DELI0001060,DEL000799,POI000535,PROD021,26
DELI0001061,DEL000799,POI000536,PROD034,77
DELI0001062,DEL000800,POI000535,PROD021,7
DELI0001063,DEL000800,POI000536,PROD034,55
DELI0001064,DEL000801,POI000535,PROD021,12
DELI0001065,DEL000801,POI000536,PROD034,42
DELI0001066,DEL000802,POI000537,PROD033,95
DELI0001067,DEL000803,POI000538,PROD027,73
DELI0001068,DEL000803,POI000539,PROD001,32
DELI0001069,DEL000803,POI000540,PROD008,112
DELI0001070,DEL000804,POI000538,PROD027,77
DELI0001071,DEL000804,POI000539,PROD001,24
DELI0001072,DEL000804,POI000540,PROD008,30
DELI0001073,DEL000805,POI000538,PROD027,49
DELI0001074,DEL000805,POI000539,PROD001,15
DELI0001075,DEL000805,POI000540,PROD008,32
DELI0001076,DEL000806,POI000541,PROD048,96
DELI0001077,DEL000806,POI000542,PROD001,43
DELI0001078,DEL000807,POI000543,PROD002,161
DELI0001079,DEL000808,POI000544,PROD032,107
DELI0001080,DEL000808,POI000545,PROD003,122
DELI0001081,DEL000809,POI000544,PROD032,39
DELI0001082,DEL000809,POI000545,PROD003,49
DELI0001083,DEL000810,POI000544,PROD032,25
DELI0001084,DEL000810,POI000545,PROD003,28
DELI0001085,DEL000811,POI000546,PROD003,68
DELI0001086,DEL000812,POI000546,PROD003,126
DELI0001087,DEL000813,POI000547,PROD008,41
DELI0001088,DEL000814,POI000547,PROD008,17
DELI0001089,DEL000815,POI000547,PROD008,20
DELI0001090,DEL000816,POI000548,PROD008,37
DELI0001091,DEL000816,POI000549,PROD046,113
DELI0001092,DEL000817,POI000548,PROD008,19
DELI0001093,DEL000817,POI000549,PROD046,34
DELI0001094,DEL000818,POI000548,PROD008,29
DELI0001095,DEL000818,POI000549,PROD046,21
DELI0001096,DEL000819,POI000550,PROD021,16
DELI0001097,DEL000819,POI000551,PROD041,100
DELI0001098,DEL000820,POI000550,PROD021,18
DELI0001099,DEL000820,POI000551,PROD041,31
DELI0001100,DEL000821,POI000550,PROD021,9
DELI0001101,DEL000821,POI000551,PROD041,62
DELI0001102,DEL000822,POI000552,PROD019,191
DELI0001103,DEL000823,POI000553,PROD032,43
DELI0001104,DEL000824,POI000554,PROD029,68
DELI0001105,DEL000825,POI000554,PROD029,36
DELI0001106,DEL000826,POI000554,PROD029,17
DELI0001107,DEL000827,POI000555,PROD008,44
DELI0001108,DEL000827,POI000556,PROD030,74
DELI0001109,DEL000828,POI000555,PROD008,39
DELI0001110,DEL000828,POI000556,PROD030,133
DELI0001111,DEL000829,POI000557,PROD005,55
DELI0001112,DEL000830,POI000558,PROD018,80
DELI0001113,DEL000831,POI000559,PROD015,50
DELI0001114,DEL000832,POI000559,PROD015,46
DELI0001115,DEL000833,POI000559,PROD015,36
