sales_order_id,customer_id,order_date,sales_channel
SO000619,CUST037,2026-04-17,Marketplace
SO000620,CUST019,2026-05-25,Marketplace
SO000621,CUST082,2025-07-24,B2B Direct
SO000622,CUST075,2025-11-08,Online
SO000623,CUST051,2026-04-01,B2B Direct
SO000624,CUST084,2025-05-28,Online
SO000625,CUST007,2026-01-21,Online
SO000626,CUST029,2026-02-13,Online
SO000627,CUST082,2026-01-03,B2B Direct
SO000628,CUST087,2026-03-19,Online
SO000629,CUST078,2026-06-03,Retail Store
SO000630,CUST021,2026-02-20,Retail Store
SO000631,CUST070,2025-09-04,Retail Store
SO000632,CUST046,2026-04-02,Retail Store
SO000633,CUST079,2025-07-19,B2B Direct
SO000634,CUST068,2025-06-28,Marketplace
SO000635,CUST027,2025-04-15,Marketplace
SO000636,CUST046,2025-10-19,Retail Store
SO000637,CUST091,2026-05-27,Marketplace
SO000638,CUST011,2025-12-13,Retail Store
SO000639,CUST074,2025-07-27,Retail Store
SO000640,CUST100,2025-10-28,Marketplace
SO000641,CUST087,2025-07-09,Marketplace
SO000642,CUST026,2026-03-12,Online
SO000643,CUST075,2025-07-11,Retail Store
SO000644,CUST097,2026-06-06,Marketplace
SO000645,CUST028,2026-03-20,Marketplace
SO000646,CUST057,2026-04-11,Marketplace
SO000647,CUST081,2025-07-14,Online
SO000648,CUST096,2026-04-25,Retail Store
SO000649,CUST059,2025-06-20,B2B Direct
SO000650,CUST084,2025-10-24,Online
SO000651,CUST003,2026-04-29,Online
SO000652,CUST013,2026-02-21,Retail Store
SO000653,CUST022,2026-06-16,B2B Direct
SO000654,CUST096,2026-01-02,B2B Direct
SO000655,CUST017,2025-04-16,Retail Store
SO000656,CUST058,2025-11-20,Marketplace
SO000657,CUST100,2026-04-16,Online
SO000658,CUST032,2025-06-20,B2B Direct
SO000659,CUST030,2026-02-03,Marketplace
SO000660,CUST089,2025-12-18,B2B Direct
SO000661,CUST091,2025-11-01,Marketplace
SO000662,CUST038,2026-05-23,Marketplace
SO000663,CUST088,2025-12-24,Online
SO000664,CUST034,2025-09-22,B2B Direct
SO000665,CUST035,2025-04-07,B2B Direct
SO000666,CUST020,2026-02-05,Marketplace
SO000667,CUST048,2025-07-23,Retail Store
SO000668,CUST092,2025-10-07,Online
SO000669,CUST095,2025-11-08,Retail Store
SO000670,CUST069,2025-11-13,B2B Direct
SO000671,CUST042,2025-12-10,Online
SO000672,CUST015,2026-05-01,Retail Store
SO000673,CUST003,2025-07-18,B2B Direct
SO000674,CUST079,2025-10-18,Online
SO000675,CUST078,2025-06-12,Retail Store
SO000676,CUST007,2026-03-31,B2B Direct
SO000677,CUST089,2025-10-10,Retail Store
SO000678,CUST020,2025-10-28,Marketplace
SO000679,CUST065,2026-01-22,Marketplace
SO000680,CUST072,2026-01-22,Retail Store
SO000681,CUST007,2025-10-26,Marketplace
SO000682,CUST030,2026-05-13,Marketplace
SO000683,CUST064,2026-05-04,Retail Store
SO000684,CUST030,2025-12-17,Marketplace
SO000685,CUST099,2026-06-24,Retail Store
SO000686,CUST066,2026-04-08,Retail Store
SO000687,CUST072,2026-02-19,Marketplace
SO000688,CUST094,2026-04-19,B2B Direct
SO000689,CUST081,2026-01-20,Retail Store
SO000690,CUST074,2026-04-24,Retail Store
SO000691,CUST004,2026-02-27,B2B Direct
SO000692,CUST057,2025-05-31,Marketplace
SO000693,CUST017,2026-05-27,Online
SO000694,CUST070,2025-04-24,B2B Direct
SO000695,CUST090,2025-10-05,Online
SO000696,CUST017,2025-08-20,Marketplace
SO000697,CUST065,2026-02-11,Retail Store
SO000698,CUST007,2025-08-19,Retail Store
SO000699,CUST085,2026-01-31,Marketplace
SO000700,CUST001,2025-06-12,Marketplace
SO000701,CUST071,2025-08-08,Marketplace
SO000702,CUST029,2025-08-23,Marketplace
SO000703,CUST042,2025-08-06,Marketplace
SO000704,CUST024,2025-06-16,Marketplace
SO000705,CUST098,2025-04-22,Marketplace
SO000706,CUST052,2025-04-16,Retail Store
SO000707,CUST053,2026-05-25,Online
SO000708,CUST076,2026-04-09,Online
SO000709,CUST028,2025-07-09,B2B Direct
SO000710,CUST099,2025-04-08,Online
SO000711,CUST050,2026-05-04,B2B Direct
SO000712,CUST050,2025-06-13,Retail Store
SO000713,CUST016,2026-04-05,B2B Direct
SO000714,CUST068,2026-01-29,Retail Store
SO000715,CUST066,2025-06-23,Marketplace
SO000716,CUST015,2025-06-08,Marketplace
SO000717,CUST100,2026-03-18,Online
SO000718,CUST074,2025-04-23,Online
SO000719,CUST057,2025-10-28,B2B Direct
SO000720,CUST027,2025-08-23,B2B Direct
SO000721,CUST037,2025-09-06,Online
SO000722,CUST076,2025-11-12,Marketplace
SO000723,CUST031,2026-06-21,Retail Store
SO000724,CUST077,2025-12-16,Marketplace
SO000725,CUST088,2025-06-19,Online
SO000726,CUST053,2026-01-16,Retail Store
SO000727,CUST001,2025-09-28,B2B Direct
SO000728,CUST093,2025-07-07,Marketplace
SO000729,CUST086,2025-04-30,B2B Direct
SO000730,CUST072,2025-06-10,B2B Direct
SO000731,CUST010,2026-01-05,Online
SO000732,CUST004,2025-10-13,Marketplace
SO000733,CUST098,2026-03-19,Online
SO000734,CUST053,2026-02-12,Retail Store
SO000735,CUST002,2026-06-20,Retail Store
SO000736,CUST094,2025-05-04,B2B Direct
SO000737,CUST079,2025-04-20,Marketplace
SO000738,CUST087,2026-04-04,Retail Store
SO000739,CUST009,2025-09-18,Retail Store
SO000740,CUST093,2025-05-04,Retail Store
SO000741,CUST051,2025-04-16,Retail Store
SO000742,CUST032,2025-07-17,Online
SO000743,CUST056,2025-10-03,B2B Direct
SO000744,CUST071,2026-03-21,B2B Direct
SO000745,CUST022,2026-03-04,Retail Store
SO000746,CUST097,2026-01-19,B2B Direct
SO000747,CUST037,2025-08-19,B2B Direct
SO000748,CUST019,2026-03-26,B2B Direct
SO000749,CUST019,2026-06-04,B2B Direct
SO000750,CUST023,2026-04-16,Online
SO000751,CUST025,2026-03-25,Retail Store
SO000752,CUST081,2025-06-16,Online
SO000753,CUST086,2025-09-06,B2B Direct
SO000754,CUST051,2025-04-08,Retail Store
SO000755,CUST055,2025-09-08,Retail Store
SO000756,CUST034,2026-03-30,Retail Store
SO000757,CUST087,2025-09-04,Retail Store
SO000758,CUST090,2025-10-12,B2B Direct
SO000759,CUST051,2025-05-22,Retail Store
SO000760,CUST085,2025-06-09,Marketplace
SO000761,CUST023,2025-04-16,Marketplace
SO000762,CUST040,2025-12-30,Retail Store
SO000763,CUST033,2025-08-02,B2B Direct
SO000764,CUST055,2025-09-13,Marketplace
SO000765,CUST047,2025-11-22,Marketplace
SO000766,CUST009,2026-05-04,Marketplace
SO000767,CUST053,2026-03-21,Online
SO000768,CUST065,2025-04-15,Online
SO000769,CUST054,2026-02-26,Marketplace
SO000770,CUST052,2025-06-26,B2B Direct
SO000771,CUST052,2026-03-04,B2B Direct
SO000772,CUST037,2025-09-25,Marketplace
SO000773,CUST054,2025-10-23,Marketplace
SO000774,CUST054,2025-06-14,Online
SO000775,CUST059,2025-06-29,Online
SO000776,CUST090,2025-08-17,Marketplace
SO000777,CUST005,2025-09-05,B2B Direct
SO000778,CUST054,2025-06-15,Marketplace
SO000779,CUST061,2026-01-26,Retail Store
SO000780,CUST079,2025-07-11,Marketplace
SO000781,CUST006,2025-08-09,Retail Store
SO000782,CUST091,2025-08-14,Marketplace
SO000783,CUST055,2025-11-20,B2B Direct
SO000784,CUST022,2026-03-06,B2B Direct
SO000785,CUST078,2025-04-15,B2B Direct
SO000786,CUST002,2026-01-10,Retail Store
SO000787,CUST036,2026-06-07,Marketplace
SO000788,CUST084,2025-11-07,B2B Direct
SO000789,CUST063,2026-04-15,Online
SO000790,CUST072,2025-09-26,Online
SO000791,CUST063,2026-05-30,Online
SO000792,CUST069,2025-10-16,Marketplace
SO000793,CUST089,2025-09-13,Online
SO000794,CUST029,2025-07-23,Retail Store
SO000795,CUST083,2025-09-19,Marketplace
SO000796,CUST089,2026-04-10,Marketplace
SO000797,CUST033,2026-05-06,Marketplace
SO000798,CUST006,2025-09-27,Retail Store
SO000799,CUST067,2025-08-31,Retail Store
SO000800,CUST076,2025-11-16,B2B Direct
SO000801,CUST050,2025-10-23,Retail Store
SO000802,CUST053,2026-05-08,B2B Direct
SO000803,CUST008,2026-01-08,Online
SO000804,CUST097,2025-09-24,B2B Direct
SO000805,CUST010,2025-10-31,B2B Direct
SO000806,CUST093,2026-01-15,Online
SO000807,CUST097,2025-11-14,B2B Direct
SO000808,CUST016,2025-05-15,Retail Store
SO000809,CUST068,2025-07-03,Online
SO000810,CUST096,2026-05-31,Marketplace
SO000811,CUST079,2025-07-18,B2B Direct
SO000812,CUST074,2026-05-16,Retail Store
SO000813,CUST006,2025-11-20,Online
SO000814,CUST063,2025-09-27,Online
SO000815,CUST063,2026-06-17,Retail Store
SO000816,CUST086,2025-08-24,Marketplace
SO000817,CUST094,2025-06-27,Online
SO000818,CUST098,2025-08-11,Retail Store
SO000819,CUST029,2025-05-08,Retail Store
SO000820,CUST086,2025-06-29,Marketplace
SO000821,CUST038,2025-04-21,Online
SO000822,CUST076,2026-06-03,Online
SO000823,CUST033,2025-08-01,B2B Direct
SO000824,CUST035,2026-01-08,Online
SO000825,CUST081,2026-02-27,Marketplace
SO000826,CUST004,2025-10-05,Retail Store
SO000827,CUST053,2025-05-21,Marketplace
SO000828,CUST086,2025-10-17,Online
SO000829,CUST022,2026-03-27,Retail Store
SO000830,CUST083,2026-02-17,Marketplace
SO000831,CUST070,2026-04-16,Online
SO000832,CUST079,2026-03-25,Online
SO000833,CUST078,2025-08-08,Online
SO000834,CUST090,2025-06-03,B2B Direct
SO000835,CUST069,2025-06-06,B2B Direct
SO000836,CUST014,2025-06-01,B2B Direct
SO000837,CUST074,2025-07-25,Retail Store
SO000838,CUST074,2026-01-11,Marketplace
SO000839,CUST070,2026-04-25,Retail Store
SO000840,CUST024,2026-01-16,Online
SO000841,CUST009,2026-02-10,Online
SO000842,CUST083,2026-03-11,Retail Store
SO000843,CUST014,2025-08-24,Marketplace
SO000844,CUST077,2026-03-11,Retail Store
SO000845,CUST034,2025-05-17,Retail Store
SO000846,CUST077,2025-04-21,Marketplace
SO000847,CUST084,2025-06-09,Marketplace
SO000848,CUST077,2025-10-18,Retail Store
SO000849,CUST090,2025-08-03,Online
SO000850,CUST006,2025-09-15,Online
SO000851,CUST039,2025-06-05,Retail Store
SO000852,CUST096,2025-04-05,Online
SO000853,CUST060,2025-09-13,Marketplace
SO000854,CUST095,2025-04-08,B2B Direct
SO000855,CUST049,2025-09-26,Marketplace
SO000856,CUST085,2026-02-17,B2B Direct
SO000857,CUST024,2025-06-10,Retail Store
SO000858,CUST044,2025-10-10,Retail Store
SO000859,CUST090,2025-11-13,B2B Direct
SO000860,CUST025,2025-06-21,Retail Store
SO000861,CUST035,2025-04-28,B2B Direct
SO000862,CUST018,2026-02-25,Online
SO000863,CUST055,2025-09-16,B2B Direct
SO000864,CUST025,2026-02-21,Retail Store
SO000865,CUST023,2025-12-15,Retail Store
SO000866,CUST005,2025-07-16,B2B Direct
SO000867,CUST037,2026-03-24,Online
SO000868,CUST027,2025-10-04,Retail Store
SO000869,CUST087,2025-12-29,Marketplace
SO000870,CUST038,2026-04-30,Marketplace
SO000871,CUST100,2026-04-24,Online
SO000872,CUST010,2026-04-15,Retail Store
SO000873,CUST028,2025-11-29,Marketplace
SO000874,CUST044,2025-04-15,Online
SO000875,CUST026,2025-11-01,Online
SO000876,CUST054,2025-07-06,B2B Direct
SO000877,CUST013,2025-09-23,B2B Direct
SO000878,CUST095,2025-07-02,Marketplace
SO000879,CUST037,2025-06-10,Marketplace
SO000880,CUST078,2025-07-01,B2B Direct
SO000881,CUST040,2025-04-06,Retail Store
SO000882,CUST028,2026-01-30,Marketplace
SO000883,CUST074,2025-08-09,Online
SO000884,CUST081,2025-10-05,Online
SO000885,CUST077,2026-05-27,Online
SO000886,CUST092,2025-11-10,B2B Direct
SO000887,CUST023,2026-06-19,Retail Store
SO000888,CUST074,2025-06-09,Online
SO000889,CUST073,2025-04-27,Online
SO000890,CUST099,2026-01-10,Marketplace
SO000891,CUST081,2025-06-10,B2B Direct
SO000892,CUST042,2026-02-02,Marketplace
SO000893,CUST071,2025-08-15,Marketplace
SO000894,CUST051,2025-10-15,Marketplace
SO000895,CUST076,2026-01-26,Online
SO000896,CUST062,2025-10-10,Retail Store
SO000897,CUST050,2026-02-23,B2B Direct
SO000898,CUST088,2025-05-24,Online
SO000899,CUST050,2026-02-15,B2B Direct
SO000900,CUST053,2025-08-13,Online
SO000901,CUST075,2026-05-04,Retail Store
SO000902,CUST015,2025-06-04,Retail Store
SO000903,CUST072,2025-07-04,B2B Direct
SO000904,CUST069,2026-05-26,Marketplace
SO000905,CUST062,2026-05-20,Online
SO000906,CUST082,2025-10-10,B2B Direct
SO000907,CUST014,2025-07-24,Marketplace
SO000908,CUST093,2026-05-26,Online
SO000909,CUST046,2026-01-24,Retail Store
SO000910,CUST053,2025-04-18,Online
SO000911,CUST050,2025-06-16,Marketplace
SO000912,CUST021,2026-04-15,Online
SO000913,CUST017,2025-11-22,Marketplace
SO000914,CUST100,2025-05-21,Online
SO000915,CUST003,2025-12-28,B2B Direct
SO000916,CUST032,2026-03-13,Retail Store
SO000917,CUST099,2025-04-08,Online
SO000918,CUST054,2025-05-16,Online
SO000919,CUST013,2026-02-14,Retail Store
SO000920,CUST055,2026-06-10,Online
SO000921,CUST045,2026-01-10,Retail Store
SO000922,CUST053,2025-06-06,Marketplace
SO000923,CUST008,2025-12-08,B2B Direct
SO000924,CUST014,2025-11-25,B2B Direct
SO000925,CUST057,2025-06-12,Retail Store
SO000926,CUST005,2025-05-28,B2B Direct
SO000927,CUST008,2025-07-10,Retail Store
SO000928,CUST010,2026-06-12,B2B Direct
SO000929,CUST077,2026-02-22,Online
SO000930,CUST006,2026-03-26,B2B Direct
SO000931,CUST096,2026-03-09,Marketplace
SO000932,CUST069,2025-09-05,B2B Direct
SO000933,CUST096,2025-11-15,Online
SO000934,CUST056,2025-06-25,B2B Direct
SO000935,CUST021,2025-05-15,Online
SO000936,CUST066,2026-04-08,Marketplace
SO000937,CUST082,2026-03-14,Marketplace
SO000938,CUST010,2026-04-02,B2B Direct
SO000939,CUST073,2025-09-30,Online
SO000940,CUST043,2026-05-03,Marketplace
SO000941,CUST086,2025-05-10,Retail Store
SO000942,CUST033,2025-05-06,B2B Direct
SO000943,CUST096,2025-10-08,B2B Direct
SO000944,CUST089,2025-10-03,Online
SO000945,CUST023,2025-10-09,Online
SO000946,CUST054,2026-03-04,Retail Store
SO000947,CUST003,2026-05-06,Online
SO000948,CUST085,2026-04-11,Online
SO000949,CUST058,2025-06-22,Online
SO000950,CUST088,2026-04-15,Online
SO000951,CUST035,2025-06-02,B2B Direct
SO000952,CUST005,2026-01-23,Marketplace
SO000953,CUST075,2025-04-28,Retail Store
SO000954,CUST051,2026-05-15,Retail Store
SO000955,CUST009,2026-06-15,Online
SO000956,CUST068,2025-10-03,Marketplace
SO000957,CUST073,2025-10-04,Retail Store
SO000958,CUST048,2026-04-06,B2B Direct
SO000959,CUST037,2025-11-18,Retail Store
SO000960,CUST040,2025-08-16,Marketplace
SO000961,CUST050,2025-07-21,B2B Direct
SO000962,CUST022,2025-04-11,Online
SO000963,CUST084,2025-08-15,B2B Direct
SO000964,CUST028,2025-06-11,Online
SO000965,CUST077,2025-06-22,Online
SO000966,CUST022,2025-04-09,Retail Store
SO000967,CUST082,2026-05-04,Online
SO000968,CUST073,2025-09-07,Marketplace
SO000969,CUST090,2026-02-27,Online
SO000970,CUST075,2025-08-19,Marketplace
SO000971,CUST090,2025-10-22,B2B Direct
SO000972,CUST013,2026-01-10,B2B Direct
SO000973,CUST096,2025-08-11,Online
SO000974,CUST052,2026-06-23,Marketplace
SO000975,CUST018,2026-03-12,Online
SO000976,CUST036,2025-08-31,B2B Direct
SO000977,CUST046,2026-01-22,Retail Store
SO000978,CUST075,2025-04-04,B2B Direct
SO000979,CUST059,2026-03-12,Retail Store
SO000980,CUST036,2026-03-09,Marketplace
SO000981,CUST059,2025-10-06,B2B Direct
SO000982,CUST031,2026-04-23,Marketplace
SO000983,CUST019,2025-04-28,Retail Store
SO000984,CUST079,2026-02-27,Retail Store
SO000985,CUST016,2025-11-23,Retail Store
SO000986,CUST082,2026-02-06,Online
SO000987,CUST098,2026-05-27,Marketplace
SO000988,CUST068,2026-06-11,Online
SO000989,CUST044,2025-04-14,Retail Store
SO000990,CUST079,2025-11-05,B2B Direct
SO000991,CUST085,2025-04-20,Online
SO000992,CUST058,2026-05-19,B2B Direct
SO000993,CUST080,2025-08-13,Online
SO000994,CUST081,2025-09-23,Marketplace
SO000995,CUST029,2025-08-25,B2B Direct
SO000996,CUST094,2025-06-30,Online
SO000997,CUST075,2025-05-27,Retail Store
SO000998,CUST094,2025-08-23,Retail Store
SO000999,CUST010,2025-05-31,Marketplace
SO001000,CUST031,2026-02-07,Marketplace
SO001001,CUST016,2025-05-05,Online
SO001002,CUST070,2025-05-27,Retail Store
SO001003,CUST003,2025-09-24,B2B Direct
SO001004,CUST093,2025-05-17,Online
SO001005,CUST081,2025-06-24,Online
SO001006,CUST014,2025-04-12,Retail Store
SO001007,CUST030,2025-05-31,Marketplace
SO001008,CUST092,2026-04-04,B2B Direct
SO001009,CUST086,2026-04-18,Marketplace
SO001010,CUST041,2025-04-11,Online
SO001011,CUST068,2025-07-27,Online
SO001012,CUST100,2025-07-01,Retail Store
SO001013,CUST006,2026-05-04,Marketplace
SO001014,CUST008,2025-08-25,Online
SO001015,CUST029,2026-04-24,Online
SO001016,CUST021,2026-06-21,Marketplace
SO001017,CUST078,2025-08-09,Retail Store
SO001018,CUST031,2026-04-09,B2B Direct
SO001019,CUST098,2025-06-30,B2B Direct
SO001020,CUST100,2025-10-16,B2B Direct
SO001021,CUST056,2025-04-06,Marketplace
SO001022,CUST026,2026-04-28,B2B Direct
SO001023,CUST032,2026-03-20,B2B Direct
SO001024,CUST024,2025-11-26,Marketplace
SO001025,CUST057,2025-11-15,Retail Store
SO001026,CUST047,2025-06-08,Retail Store
SO001027,CUST003,2025-05-08,Retail Store
SO001028,CUST098,2025-04-26,Online
SO001029,CUST097,2025-10-03,Retail Store
SO001030,CUST045,2026-01-01,Online
SO001031,CUST017,2025-04-29,Retail Store
SO001032,CUST074,2026-06-19,Marketplace
SO001033,CUST086,2025-08-28,B2B Direct
SO001034,CUST040,2025-07-19,Marketplace
SO001035,CUST096,2025-04-08,Online
SO001036,CUST029,2025-10-27,B2B Direct
SO001037,CUST007,2025-04-13,Retail Store
SO001038,CUST004,2025-06-29,Marketplace
SO001039,CUST005,2025-10-07,B2B Direct
SO001040,CUST009,2026-01-11,Marketplace
SO001041,CUST010,2025-10-17,B2B Direct
SO001042,CUST078,2025-07-05,Online
SO001043,CUST067,2026-02-09,Online
SO001044,CUST044,2025-12-15,Retail Store
SO001045,CUST079,2025-12-09,B2B Direct
SO001046,CUST064,2025-08-05,Online
SO001047,CUST025,2026-02-18,Retail Store
SO001048,CUST077,2026-02-06,Retail Store
SO001049,CUST009,2025-05-28,Online
SO001050,CUST026,2025-09-06,Retail Store
SO001051,CUST013,2025-12-31,B2B Direct
SO001052,CUST086,2025-11-06,Marketplace
SO001053,CUST043,2026-04-23,Online
SO001054,CUST047,2025-09-07,B2B Direct
SO001055,CUST043,2025-09-05,B2B Direct
SO001056,CUST006,2025-10-05,Retail Store
SO001057,CUST034,2025-12-12,Online
SO001058,CUST019,2025-12-08,Marketplace
SO001059,CUST044,2025-10-20,Marketplace
SO001060,CUST038,2026-01-08,Retail Store
SO001061,CUST042,2026-06-23,Online
SO001062,CUST085,2025-11-06,Marketplace
SO001063,CUST035,2026-05-07,Online
SO001064,CUST083,2025-04-11,Retail Store
SO001065,CUST060,2026-05-13,Online
SO001066,CUST064,2025-09-10,Online
SO001067,CUST030,2025-09-16,Online
SO001068,CUST049,2025-05-18,Retail Store
SO001069,CUST090,2025-10-12,Retail Store
SO001070,CUST006,2026-06-05,Retail Store
SO001071,CUST048,2026-04-03,Marketplace
SO001072,CUST096,2025-10-22,B2B Direct
SO001073,CUST088,2025-07-14,Online
SO001074,CUST025,2026-04-28,B2B Direct
SO001075,CUST088,2026-03-25,Online
SO001076,CUST022,2026-02-15,Online
SO001077,CUST077,2026-01-26,Online
SO001078,CUST060,2025-08-03,Retail Store
SO001079,CUST052,2026-05-17,Marketplace
SO001080,CUST058,2025-07-02,Retail Store
SO001081,CUST085,2026-03-01,Online
SO001082,CUST030,2026-01-01,B2B Direct
SO001083,CUST046,2026-06-21,Online
SO001084,CUST065,2025-11-03,Marketplace
SO001085,CUST061,2026-06-21,Online
SO001086,CUST028,2026-04-17,Retail Store
SO001087,CUST064,2025-08-05,Marketplace
SO001088,CUST083,2025-08-31,Marketplace
SO001089,CUST091,2026-06-13,Marketplace
SO001090,CUST059,2026-04-12,Online
SO001091,CUST096,2026-06-15,Marketplace
SO001092,CUST006,2025-12-01,Marketplace
SO001093,CUST049,2025-08-13,Retail Store
SO001094,CUST062,2025-12-02,Retail Store
SO001095,CUST068,2025-10-14,Retail Store
SO001096,CUST094,2025-11-15,B2B Direct
SO001097,CUST086,2026-02-22,B2B Direct
SO001098,CUST070,2025-05-21,Marketplace
SO001099,CUST075,2025-12-31,Retail Store
SO001100,CUST072,2025-06-28,Online
SO001101,CUST036,2025-08-26,Retail Store
SO001102,CUST082,2025-04-26,B2B Direct
SO001103,CUST047,2026-06-18,Marketplace
SO001104,CUST072,2025-05-05,Marketplace
SO001105,CUST058,2025-12-27,Online
SO001106,CUST010,2025-10-10,Online
SO001107,CUST041,2025-08-03,B2B Direct
SO001108,CUST019,2026-01-07,Marketplace
SO001109,CUST092,2025-04-16,Retail Store
SO001110,CUST076,2025-11-04,Marketplace
SO001111,CUST067,2026-02-25,Retail Store
SO001112,CUST072,2025-10-14,Retail Store
SO001113,CUST021,2026-04-09,Online
SO001114,CUST011,2025-10-10,Marketplace
SO001115,CUST086,2025-12-23,B2B Direct
SO001116,CUST009,2026-01-08,Marketplace
SO001117,CUST009,2026-06-10,Marketplace
SO001118,CUST020,2026-01-13,B2B Direct
SO001119,CUST017,2026-05-13,B2B Direct
SO001120,CUST051,2026-02-05,Marketplace
SO001121,CUST052,2025-07-28,B2B Direct
SO001122,CUST052,2026-05-10,Retail Store
SO001123,CUST059,2025-07-15,Online
SO001124,CUST055,2025-10-04,B2B Direct
SO001125,CUST099,2025-11-07,Retail Store
SO001126,CUST074,2026-01-16,Online
SO001127,CUST085,2025-07-12,B2B Direct
SO001128,CUST077,2025-07-07,Marketplace
SO001129,CUST061,2026-04-25,B2B Direct
SO001130,CUST002,2026-03-21,Retail Store
SO001131,CUST082,2026-04-27,Retail Store
SO001132,CUST064,2026-06-24,Online
SO001133,CUST071,2026-05-15,Retail Store
SO001134,CUST002,2026-01-16,Retail Store
SO001135,CUST039,2025-08-26,B2B Direct
SO001136,CUST082,2026-01-25,Online
SO001137,CUST054,2025-09-09,Retail Store
SO001138,CUST032,2025-08-11,Marketplace
SO001139,CUST023,2026-02-28,B2B Direct
SO001140,CUST015,2025-06-05,Retail Store
SO001141,CUST002,2026-01-25,Retail Store
SO001142,CUST002,2026-04-21,Retail Store
SO001143,CUST013,2025-10-20,B2B Direct
SO001144,CUST016,2025-08-03,B2B Direct
SO001145,CUST008,2026-06-15,Online
SO001146,CUST040,2025-04-21,B2B Direct
SO001147,CUST046,2026-03-03,Retail Store
SO001148,CUST024,2025-04-21,Retail Store
SO001149,CUST023,2025-07-08,Marketplace
SO001150,CUST067,2025-05-07,B2B Direct
SO001151,CUST088,2025-09-10,Retail Store
SO001152,CUST076,2025-04-07,Marketplace
SO001153,CUST074,2025-05-16,Online
SO001154,CUST045,2026-06-16,Online
SO001155,CUST094,2026-04-24,Online
SO001156,CUST084,2026-03-11,Retail Store
SO001157,CUST011,2025-06-21,Retail Store
SO001158,CUST082,2025-05-12,Online
SO001159,CUST027,2025-12-29,Marketplace
SO001160,CUST022,2025-08-28,Online
SO001161,CUST045,2026-01-22,B2B Direct
SO001162,CUST048,2026-03-18,Retail Store
SO001163,CUST013,2025-11-14,Retail Store
SO001164,CUST032,2026-04-04,B2B Direct
SO001165,CUST006,2026-05-01,Retail Store
SO001166,CUST017,2026-05-10,B2B Direct
SO001167,CUST083,2026-02-24,Online
SO001168,CUST012,2025-08-03,Online
SO001169,CUST095,2025-09-10,Retail Store
SO001170,CUST016,2025-04-03,Retail Store
SO001171,CUST052,2026-05-05,Online
SO001172,CUST097,2025-10-21,B2B Direct
SO001173,CUST015,2026-01-14,Online
SO001174,CUST041,2025-12-29,B2B Direct
SO001175,CUST039,2025-11-03,Marketplace
SO001176,CUST017,2025-04-06,Online
SO001177,CUST092,2026-04-10,B2B Direct
SO001178,CUST076,2025-09-19,B2B Direct
SO001179,CUST094,2025-10-09,B2B Direct
SO001180,CUST100,2025-07-31,Retail Store
SO001181,CUST079,2025-04-23,Retail Store
SO001182,CUST012,2026-03-16,Marketplace
SO001183,CUST082,2025-07-21,Marketplace
SO001184,CUST080,2025-12-30,B2B Direct
SO001185,CUST024,2026-06-24,Retail Store
SO001186,CUST039,2025-12-01,B2B Direct
SO001187,CUST009,2025-05-22,Retail Store
SO001188,CUST094,2026-02-05,Marketplace
SO001189,CUST009,2026-04-16,B2B Direct
SO001190,CUST063,2025-12-31,B2B Direct
SO001191,CUST060,2026-01-15,Retail Store
SO001192,CUST061,2026-01-31,Retail Store
SO001193,CUST085,2026-01-28,Online
SO001194,CUST047,2025-11-22,Marketplace
SO001195,CUST018,2025-05-14,Online
SO001196,CUST068,2026-02-12,Retail Store
SO001197,CUST041,2025-05-04,B2B Direct
SO001198,CUST049,2025-09-06,Retail Store
SO001199,CUST064,2026-04-03,Online
SO001200,CUST081,2025-09-10,Marketplace
SO001201,CUST014,2026-04-23,Retail Store
SO001202,CUST001,2025-04-08,B2B Direct
SO001203,CUST024,2025-11-16,Online
SO001204,CUST008,2026-03-13,Retail Store
SO001205,CUST042,2026-01-16,B2B Direct
SO001206,CUST013,2026-03-25,B2B Direct
SO001207,CUST053,2026-04-26,Retail Store
SO001208,CUST018,2026-04-27,B2B Direct
SO001209,CUST005,2025-11-17,Marketplace
SO001210,CUST089,2026-04-16,Online
SO001211,CUST078,2026-06-22,B2B Direct
SO001212,CUST037,2026-04-01,Retail Store
SO001213,CUST069,2026-01-07,Retail Store
SO001214,CUST050,2025-06-11,Online
SO001215,CUST075,2026-05-12,B2B Direct
SO001216,CUST029,2025-05-22,B2B Direct
SO001217,CUST037,2026-01-01,Online
SO001218,CUST080,2025-06-05,Online
SO001219,CUST057,2025-05-06,Online
SO001220,CUST040,2025-04-27,Marketplace
SO001221,CUST031,2025-04-04,Marketplace
SO001222,CUST059,2025-12-09,Marketplace
SO001223,CUST052,2025-09-26,Retail Store
SO001224,CUST015,2025-08-22,Marketplace
SO001225,CUST045,2025-06-19,Marketplace
SO001226,CUST024,2025-06-27,Marketplace
SO001227,CUST040,2026-04-16,B2B Direct
SO001228,CUST082,2026-05-23,Marketplace
SO001229,CUST009,2025-08-26,Online
SO001230,CUST027,2025-12-22,Marketplace
SO001231,CUST098,2025-04-16,Retail Store
SO001232,CUST095,2025-11-02,Retail Store
SO001233,CUST010,2025-09-11,Marketplace
SO001234,CUST043,2026-02-24,Online
SO001235,CUST088,2026-05-06,Online
SO001236,CUST053,2026-05-29,B2B Direct
SO001237,CUST005,2025-05-17,Online
SO001238,CUST077,2025-08-03,B2B Direct
SO001239,CUST009,2026-04-25,B2B Direct
SO001240,CUST002,2025-11-25,Online
